image,height,width,full_size,colors,target_coreset_size,raw_coreset_size,actual_coreset_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,full_final_cost,coreset_final_cost,runtime_seconds,chunk_size,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,8,2500,2501,2500,True,True,1731964.0000000005,0.03018302091340088,0.47160970177188866,0.3113538461171694,0.4,0.00024359721607873544,0.0002475262034348441,1874812162.4258869,2037414553.0,2035774713.4139888,7.888072700006887,250000,True,2501,2501,results\ranked_egq_size\images\cvete\colors_8_target_2500\compressed.png,results\ranked_egq_size\images\cvete\colors_8_target_2500\palette.png
