point_index,coreset_index
962,14
963,2
964,14
965,0
966,1
967,0
968,3
969,3
970,14
971,10
972,14
973,8
974,1
975,2
976,12
977,2
978,14
979,0
980,3
981,3
982,9
983,10
984,8
985,0
986,2
987,0
988,0
989,8
990,3
991,0
992,0
993,3
994,8
995,0
996,14
997,1
998,12
999,14
1000,2
1001,0
1002,3
1003,0
1004,2
1005,14
1006,1
1007,14
1008,9
1009,8
1010,13
1011,13
1012,10
1013,0
1014,8
1015,2
1016,14
1017,10
1018,14
1019,14
1020,2
1021,0
1022,1
1023,1
1024,2
1025,14
1026,3
1027,0
1028,8
1029,3
1030,2
1031,13
1032,14
1033,3
1034,1
1035,13
1036,14
1037,0
1038,10
1039,8
1040,0
1041,3
1042,2
1043,8
1044,8
1045,12
1046,14
1047,0
1048,0
1049,3
1050,8
1051,8
1052,12
1053,12
1054,0
1055,8
1056,13
1057,14
1058,0
1059,0
1060,12
1061,9
1062,9
1063,1
1064,1
1065,0
1066,0
1067,13
1068,14
1069,0
1070,13
1071,0
1072,1
1073,9
1074,1
1075,10
1076,13
1077,8
1078,2
1079,12
1080,10
1081,0
1082,1
1083,3
1084,10
1085,2
1086,14
1087,2
1088,0
1089,3
1090,9
1091,1
1092,0
1093,8
1094,0
1095,0
1096,0
1097,0
1098,14
1099,13
1100,10
1101,0
1102,2
1103,12
1104,0
1105,1
1106,14
1107,13
1108,1
1109,0
1110,12
1111,14
1112,3
1113,13
1114,12
1115,8
1116,10
1117,2
1118,2
1119,1
1120,1
1121,9
1122,3
1123,12
1124,0
1125,12
1126,13
1127,1
1128,2
1129,0
1130,3
1131,1
1132,13
1133,0
1134,1
1135,0
1136,9
1137,2
1138,0
1139,3
1140,1
1141,2
1142,0
1143,3
1144,2
1145,14
1146,2
1147,15
1148,3
1149,14
1150,3
1151,3
1152,0
1153,8
1154,3
1155,10
1156,12
1157,2
1158,10
1159,14
1160,2
1161,13
1162,2
1163,1
1164,10
1165,1
1166,2
1167,12
1168,10
1169,15
1170,8
1171,0
1172,10
1173,9
1174,13
1175,0
1176,14
1177,0
1178,0
1179,2
1180,3
1181,2
1182,8
1183,3
1184,9
1185,15
1186,12
1187,2
1188,10
1189,0
1190,2
1191,0
1192,1
1193,0
1194,8
1195,0
1196,14
1197,1
1198,9
1199,12
1200,2
1201,9
1202,13
1203,14
1204,8
1205,10
1206,3
1207,1
1208,10
1209,0
1210,10
1211,2
1212,8
1213,1
1214,12
1215,12
1216,9
1217,1
1218,12
1219,0
1220,0
1221,9
1222,14
1223,2
1224,10
1225,12
1226,1
1227,3
1228,8
1229,1
1230,2
1231,0
1232,9
1233,3
1234,14
1235,12
1236,4
1237,1
1238,0
1239,2
1240,1
1241,9
1242,10
1243,2
1244,8
1245,13
1246,12
1247,10
1248,1
1249,1
1250,2
1251,12
1252,10
1253,0
1254,2
1255,3
1256,1
1257,2
1258,13
1259,9
1260,2
1261,10
1262,14
1263,12
1264,2
1265,0
1266,1
1267,14
1268,12
1269,3
1270,1
1271,1
1272,12
1273,12
1274,14
1275,3
1276,0
1277,2
1278,9
1279,12
1280,8
1281,1
1282,8
1283,1
1284,13
1285,0
1286,2
1287,14
1288,0
1289,9
1290,1
1291,9
1292,9
1293,8
1294,14
1295,13
1296,9
1297,9
1298,14
1299,0
1300,1
1301,2
1302,0
1303,14
1304,12
1305,3
1306,0
1307,0
1308,14
1309,8
1310,12
1311,0
1312,8
1313,3
1314,13
1315,13
1316,8
1317,0
1318,8
1319,14
1320,1
1321,0
1322,12
1323,2
1324,14
1325,1
1326,2
1327,2
1328,10
1329,0
1330,1
1331,1
1332,1
1333,0
1334,10
1335,13
1336,3
1337,12
1338,0
1339,12
1340,0
1341,3
1342,10
1343,0
1344,13
1345,1
1346,14
1347,12
1348,13
1349,1
1350,9
1351,9
1352,0
1353,8
1354,1
1355,13
1356,0
1357,1
1358,15
1359,3
1360,3
1361,10
1362,0
1363,1
1364,9
1365,2
1366,13
1367,0
1368,12
1369,2
1370,1
1371,3
1372,14
1373,0
1374,0
1375,14
1376,3
1377,14
1378,8
1379,12
1380,0
1381,3
1382,10
1383,12
1384,12
1385,10
1386,12
1387,14
1388,13
1389,2
1390,9
1391,1
1392,9
1393,10
1394,0
1395,0
1396,12
1397,2
1398,0
1399,14
1400,12
1401,0
1402,14
1403,12
1404,0
1405,12
1406,2
1407,0
1408,2
1409,1
1410,2
1411,2
1412,2
1413,9
1414,9
1415,9
1416,13
1417,1
1418,14
1419,1
1420,2
1421,8
1422,10
1423,8
1424,14
1425,9
1426,2
1427,14
1428,1
1429,1
1430,14
1431,9
1432,12
1433,10
1434,3
1435,0
1436,2
1437,12
1438,10
1439,14
1440,3
1441,3
1442,9
1443,3
1444,14
1445,3
1446,0
1447,13
1448,13
1449,2
1450,0
1451,2
1452,0
1453,14
1454,2
1455,12
1456,1
1457,12
1458,0
1459,1
1460,0
1461,10
1462,2
1463,1
1464,0
1465,12
1466,10
1467,0
1468,2
1469,1
1470,3
1471,0
1472,0
1473,9
1474,10
1475,10
1476,0
1477,8
1478,10
1479,0
1480,0
1481,8
1482,2
1483,0
1484,8
1485,0
1486,2
1487,3
1488,0
1489,8
1490,13
1491,1
1492,0
1493,0
1494,9
1495,1
1496,0
1497,10
1498,10
1499,3
1500,14
1501,0
1502,14
1503,0
1504,3
1505,9
1506,0
1507,10
1508,14
1509,12
1510,13
1511,3
1512,3
1513,3
1514,0
1515,3
1516,1
1517,0
1518,14
1519,1
1520,3
1521,9
1522,3
1523,13
1524,14
1525,9
1526,8
1527,13
1528,0
1529,14
1530,14
1531,10
1532,14
1533,1
1534,14
1535,0
1536,14
1537,0
1538,3
1539,8
1540,10
1541,8
1542,3
1543,9
1544,3
1545,14
1546,1
1547,1
1548,3
1549,13
1550,0
1551,2
1552,1
1553,0
1554,1
1555,12
1556,14
1557,14
1558,3
1559,3
1560,0
1561,14
1562,12
1563,10
1564,9
1565,8
1566,12
1567,8
1568,0
1569,13
1570,10
1571,9
1572,10
1573,2
1574,0
1575,0
1576,0
1577,1
1578,2
1579,12
1580,15
1581,1
1582,0
1583,0
1584,12
1585,9
1586,8
1587,2
1588,2
1589,2
1590,9
1591,0
1592,0
1593,9
1594,2
1595,12
1596,9
1597,2
1598,0
1599,10
1600,0
1601,3
1602,14
1603,1
1604,10
1605,2
1606,8
1607,0
1608,2
1609,1
1610,0
1611,9
1612,0
1613,3
1614,10
1615,13
1616,14
1617,3
1618,2
1619,14
1620,0
1621,0
1622,2
1623,0
1624,13
1625,8
1626,3
1627,0
1628,12
1629,8
1630,14
1631,8
1632,2
1633,12
1634,13
1635,2
1636,0
1637,9
1638,13
1639,3
1640,2
1641,3
1642,2
1643,2
1644,0
1645,1
1646,14
1647,10
1648,8
1649,10
1650,14
1651,14
1652,0
1653,14
1654,14
1655,9
1656,13
1657,10
1658,2
1659,1
1660,0
1661,3
1662,10
1663,3
1664,3
1665,3
1666,0
1667,0
1668,14
1669,3
1670,0
1671,12
1672,9
1673,3
1674,2
1675,14
1676,3
1677,14
1678,10
1679,13
1680,2
1681,3
1682,3
1683,14
1684,3
1685,9
1686,0
1687,1
1688,0
1689,2
1690,15
1691,10
1692,0
1693,3
1694,0
1695,12
1696,12
1697,14
1698,0
1699,14
1700,2
1701,9
1702,3
1703,2
1704,12
1705,8
1706,0
1707,9
1708,10
1709,1
1710,3
1711,0
1712,3
1713,15
1714,0
1715,10
1716,9
1717,14
1718,1
1719,2
1720,2
1721,2
1722,8
1723,0
1724,13
1725,9
1726,3
1727,14
1728,8
1729,9
1730,0
1731,0
1732,14
1733,10
1734,0
1735,1
1736,13
1737,9
1738,1
1739,10
1740,2
1741,14
1742,3
1743,1
1744,1
1745,2
1746,9
1747,12
1748,9
1749,1
1750,0
1751,10
1752,0
1753,12
1754,13
1755,3
1756,0
1757,10
1758,1
1759,9
1760,2
1761,13
1762,3
1763,14
1764,0
1765,3
1766,0
1767,13
1768,12
1769,1
1770,14
1771,12
1772,0
1773,8
1774,14
1775,2
1776,3
1777,13
1778,1
1779,13
1780,12
1781,10
1782,8
1783,13
1784,1
1785,14
1786,2
1787,0
1788,0
1789,0
1790,1
1791,14
1792,2
1793,10
1794,2
1795,1
1796,1
1797,2
1798,1
1799,13
1800,0
1801,0
1802,0
1803,9
1804,3
1805,0
1806,10
1807,9
1808,13
1809,10
1810,2
1811,14
1812,0
1813,0
1814,1
1815,14
1816,14
1817,9
1818,2
1819,2
1820,1
1821,12
1822,8
1823,0
1824,8
1825,2
1826,13
1827,13
1828,0
1829,9
1830,2
1831,3
1832,12
1833,9
1834,8
1835,14
1836,0
1837,3
1838,13
1839,14
1840,0
1841,0
1842,2
1843,9
1844,3
1845,10
1846,3
1847,8
1848,13
1849,0
1850,1
1851,0
1852,13
1853,9
1854,0
1855,10
1856,13
1857,0
1858,12
1859,0
1860,13
1861,10
1862,8
1863,12
1864,3
1865,0
1866,14
1867,0
1868,0
1869,1
1870,12
1871,2
1872,12
1873,3
1874,10
1875,8
1876,1
1877,1
1878,10
1879,12
1880,10
1881,10
1882,8
1883,2
1884,3
1885,9
1886,1
1887,2
1888,0
1889,1
1890,12
1891,0
1892,13
1893,0
1894,10
1895,9
1896,14
1897,0
1898,13
1899,9
1900,0
1901,9
1902,12
1903,3
1904,0
1905,10
1906,0
1907,8
1908,12
1909,9
1910,13
1911,0
1912,8
1913,13
1914,3
1915,1
1916,0
1917,14
1918,8
1919,13
1920,12
1921,8
1922,3
1923,2
1924,1
1925,8
1926,0
1927,12
1928,0
1929,12
1930,9
1931,1
1932,1
1933,10
1934,13
1935,3
1936,9
1937,0
1938,8
1939,9
1940,13
1941,3
1942,8
1943,13
1944,12
1945,0
1946,3
1947,9
1948,9
1949,13
1950,3
1951,14
1952,1
1953,3
1954,0
1955,14
1956,12
1957,1
1958,12
1959,9
1960,8
1961,8
1962,14
1963,14
1964,13
1965,10
1966,0
1967,1
1968,2
1969,0
1970,10
1971,10
1972,14
1973,14
1974,2
1975,9
1976,1
1977,2
1978,3
1979,2
1980,3
1981,0
1982,3
1983,8
1984,10
1985,14
1986,12
1987,8
1988,0
1989,9
1990,8
1991,13
1992,8
1993,2
1994,9
1995,8
1996,1
1997,12
1998,2
1999,13
2000,3
2001,1
2002,14
2003,3
2004,1
2005,9
2006,2
2007,3
2008,8
2009,2
2010,0
2011,8
2012,0
2013,2
2014,3
2015,0
2016,0
2017,8
2018,9
2019,14
2020,10
2021,12
2022,3
2023,2
2024,12
2025,8
2026,0
2027,0
2028,14
2029,2
2030,3
2031,10
2032,14
2033,10
2034,3
2035,9
2036,3
2037,1
2038,2
2039,12
2040,14
2041,14
2042,1
2043,9
2044,2
2045,2
2046,3
2047,13
2048,1
2049,10
2050,14
2051,0
2052,9
2053,8
2054,13
2055,0
2056,9
2057,1
2058,13
2059,2
2060,9
2061,0
2062,14
2063,15
2064,2
2065,0
2066,3
2067,0
2068,1
2069,14
2070,2
2071,0
2072,10
2073,9
2074,2
2075,1
2076,0
2077,12
2078,2
2079,1
2080,10
2081,1
2082,13
2083,3
2084,12
2085,9
2086,2
2087,3
2088,13
2089,13
2090,8
2091,3
2092,10
2093,10
2094,0
2095,3
2096,2
2097,2
2098,2
2099,2
2100,0
2101,2
2102,0
2103,12
2104,14
2105,1
2106,0
2107,3
2108,3
2109,12
2110,1
2111,0
2112,0
2113,1
2114,0
2115,2
2116,2
2117,10
2118,12
2119,1
2120,8
2121,0
2122,1
2123,0
2124,2
2125,8
2126,9
2127,14
2128,0
2129,12
2130,0
2131,3
2132,1
2133,0
2134,1
2135,3
2136,13
2137,14
2138,14
2139,0
2140,14
2141,0
2142,9
2143,0
2144,3
2145,2
2146,14
2147,0
2148,10
2149,10
2150,14
2151,12
2152,0
2153,0
2154,2
2155,2
2156,14
2157,14
2158,0
2159,9
2160,0
2161,1
2162,9
2163,0
2164,10
2165,0
2166,14
2167,14
2168,0
2169,10
2170,14
2171,2
2172,14
2173,3
2174,0
2175,12
2176,14
2177,2
2178,3
2179,12
2180,2
2181,3
2182,8
2183,3
2184,14
2185,0
2186,0
2187,12
2188,9
2189,1
2190,8
2191,8
2192,12
2193,3
2194,0
2195,13
2196,3
2197,1
2198,3
2199,10
2200,2
2201,0
2202,2
2203,2
2204,0
2205,0
2206,2
2207,12
2208,3
2209,2
2210,2
2211,1
2212,3
2213,1
2214,1
2215,8
2216,2
2217,0
2218,1
2219,1
2220,3
2221,10
2222,0
2223,0
2224,12
2225,2
2226,9
2227,12
2228,9
2229,3
2230,13
2231,9
2232,9
2233,3
2234,0
2235,0
2236,0
2237,2
2238,0
2239,1
2240,0
2241,9
2242,0
2243,12
2244,2
2245,3
2246,8
2247,0
2248,13
2249,13
2250,13
2251,8
2252,0
2253,0
2254,1
2255,3
2256,13
2257,2
2258,1
2259,2
2260,12
2261,9
2262,14
2263,13
2264,10
2265,9
2266,2
2267,1
2268,9
2269,8
2270,12
2271,2
2272,3
2273,14
2274,0
2275,13
2276,0
2277,8
2278,9
2279,12
2280,0
2281,14
2282,8
2283,2
2284,1
2285,0
2286,3
2287,3
2288,9
2289,13
2290,10
2291,8
2292,3
2293,1
2294,1
2295,2
2296,3
2297,12
2298,2
2299,8
2300,0
2301,12
2302,13
2303,8
2304,0
2305,1
2306,1
2307,3
2308,13
2309,10
2310,3
2311,0
2312,2
2313,2
2314,1
2315,15
2316,9
2317,12
2318,0
2319,3
2320,0
2321,14
2322,1
2323,1
2324,1
2325,10
2326,3
2327,1
2328,9
2329,1
2330,13
2331,1
2332,8
2333,2
2334,8
2335,3
2336,2
2337,1
2338,1
2339,2
2340,14
2341,12
2342,14
2343,2
2344,0
2345,8
2346,3
2347,14
2348,3
2349,1
2350,2
2351,1
2352,13
2353,14
2354,2
2355,0
2356,0
2357,3
2358,0
2359,2
2360,2
2361,0
2362,9
2363,3
2364,0
2365,2
2366,2
2367,2
2368,14
2369,14
2370,9
2371,12
2372,3
2373,9
2374,0
2375,3
2376,1
2377,0
2378,8
2379,14
2380,12
2381,9
2382,14
2383,8
2384,2
2385,0
2386,14
2387,10
2388,14
2389,0
2390,12
2391,3
2392,9
2393,0
2394,14
2395,9
2396,3
2397,14
2398,1
2399,3
2400,14
2401,2
2402,14
2403,3
2404,2
2405,14
2406,3
2407,2
2408,1
2409,9
2410,1
2411,12
2412,2
2413,14
2414,0
2415,0
2416,0
2417,1
2418,10
2419,13
2420,14
2421,1
2422,9
2423,12
2424,3
2425,3
2426,2
2427,13
2428,0
2429,1
2430,2
2431,0
2432,2
2433,1
2434,14
2435,1
2436,10
2437,1
2438,0
2439,14
2440,10
2441,13
2442,0
2443,9
2444,8
2445,3
2446,0
2447,1
2448,10
2449,1
2450,8
2451,1
2452,8
2453,1
2454,2
2455,8
2456,0
2457,14
2458,14
2459,3
2460,0
2461,10
2462,1
2463,14
2464,0
2465,1
2466,0
2467,8
2468,0
2469,0
2470,10
2471,12
2472,9
2473,12
2474,2
2475,13
2476,2
2477,13
2478,1
2479,8
2480,1
2481,10
2482,2
2483,14
2484,13
2485,9
2486,8
2487,8
2488,10
2489,1
2490,0
2491,0
2492,12
2493,1
2494,0
2495,0
2496,0
2497,3
2498,2
2499,2
2500,10
2501,0
2502,9
2503,0
2504,3
2505,13
2506,0
2507,13
2508,0
2509,9
2510,15
2511,2
2512,14
2513,14
2514,14
2515,0
2516,0
2517,14
2518,0
2519,14
2520,0
2521,0
2522,9
2523,13
2524,10
2525,8
2526,3
2527,14
2528,10
2529,3
2530,14
2531,1
2532,0
2533,13
2534,0
2535,1
2536,8
2537,10
2538,0
2539,12
2540,13
2541,1
2542,10
2543,10
2544,0
2545,1
2546,2
2547,0
2548,2
2549,0
2550,2
2551,14
2552,9
2553,2
2554,8
2555,1
2556,3
2557,8
2558,0
2559,0
2560,14
2561,3
2562,12
2563,2
2564,14
2565,3
2566,0
2567,12
2568,0
2569,14
2570,0
2571,8
2572,1
2573,13
2574,0
2575,13
2576,0
2577,12
2578,13
2579,3
2580,0
2581,8
2582,0
2583,0
2584,0
2585,12
2586,8
2587,9
2588,0
2589,1
2590,8
2591,9
2592,10
2593,2
2594,3
2595,0
2596,12
2597,12
2598,12
2599,3
2600,9
2601,1
2602,0
2603,3
2604,9
2605,1
2606,14
2607,0
2608,1
2609,13
2610,0
2611,2
2612,1
2613,8
2614,9
2615,14
2616,0
2617,2
2618,12
2619,9
2620,2
2621,8
2622,2
2623,13
2624,0
2625,9
2626,9
2627,0
2628,8
2629,2
2630,8
2631,10
2632,10
2633,13
2634,9
2635,1
2636,0
2637,14
2638,1
2639,2
2640,14
2641,1
2642,3
2643,0
2644,9
2645,1
2646,0
2647,8
2648,12
2649,14
2650,12
2651,0
2652,8
2653,8
2654,13
2655,1
2656,3
2657,0
2658,13
2659,8
2660,1
2661,1
2662,1
2663,0
2664,13
2665,0
2666,1
2667,2
2668,3
2669,9
2670,9
2671,8
2672,14
2673,12
2674,9
2675,0
2676,1
2677,14
2678,0
2679,2
2680,9
2681,1
2682,8
2683,0
2684,0
2685,10
2686,12
2687,10
2688,12
2689,0
2690,12
2691,0
2692,3
2693,8
2694,12
2695,2
2696,2
2697,0
2698,1
2699,2
2700,3
2701,12
2702,12
2703,14
2704,0
2705,14
2706,2
2707,3
2708,0
2709,13
2710,8
2711,1
2712,0
2713,9
2714,3
2715,12
2716,0
2717,0
2718,12
2719,8
2720,0
2721,2
2722,3
2723,9
2724,2
2725,0
2726,3
2727,0
2728,14
2729,8
2730,13
2731,3
2732,13
2733,14
2734,3
2735,0
2736,3
2737,0
2738,10
2739,0
2740,13
2741,0
2742,3
2743,1
2744,3
2745,2
2746,0
2747,12
2748,1
2749,13
2750,12
2751,12
2752,13
2753,10
2754,0
2755,0
2756,9
2757,3
2758,0
2759,1
2760,2
2761,0
2762,0
2763,14
2764,9
2765,12
2766,3
2767,2
2768,3
2769,2
2770,2
2771,0
2772,1
2773,8
2774,12
2775,0
2776,1
2777,15
2778,13
2779,0
2780,9
2781,3
2782,3
2783,12
2784,3
2785,1
2786,3
2787,14
2788,3
2789,3
2790,0
2791,3
2792,14
2793,9
2794,0
2795,2
2796,2
2797,0
2798,0
2799,14
2800,13
2801,9
2802,0
2803,12
2804,13
2805,0
2806,9
2807,0
2808,0
2809,0
2810,2
2811,0
2812,14
2813,14
2814,12
2815,14
2816,0
2817,10
2818,9
2819,2
2820,1
2821,1
2822,13
2823,1
2824,8
2825,3
2826,0
2827,3
2828,13
2829,3
2830,1
2831,12
2832,9
2833,14
2834,15
2835,8
2836,9
2837,0
2838,3
2839,0
2840,9
2841,3
2842,2
2843,3
2844,13
2845,0
2846,13
2847,1
2848,14
2849,1
2850,8
2851,0
2852,9
2853,2
2854,9
2855,2
2856,3
2857,8
2858,12
2859,0
2860,13
2861,2
2862,8
2863,0
2864,14
2865,10
2866,12
2867,12
2868,0
2869,8
2870,14
2871,1
2872,2
2873,14
2874,14
2875,3
2876,10
2877,9
2878,10
2879,8
2880,2
2881,14
2882,3
2883,9
2884,10
2885,14
2886,0
2887,13
2888,14
2889,0
2890,8
2891,9
2892,2
2893,3
2894,10
2895,10
2896,2
2897,2
2898,15
2899,1
2900,1
2901,3
2902,9
2903,3
2904,0
2905,2
2906,1
2907,12
2908,9
2909,2
2910,14
2911,13
2912,14
2913,2
2914,2
2915,2
2916,1
2917,2
2918,0
2919,9
2920,9
2921,1
2922,12
2923,1
2924,1
2925,8
2926,1
2927,14
2928,0
2929,13
2930,9
2931,13
2932,0
2933,3
2934,0
2935,8
2936,9
2937,1
2938,0
2939,10
2940,12
2941,13
2942,3
2943,0
2944,3
2945,3
2946,3
2947,0
2948,1
2949,1
2950,1
2951,13
2952,14
2953,12
2954,14
2955,3
2956,12
2957,10
2958,3
2959,0
2960,9
2961,0
2962,2
2963,2
2964,12
2965,12
2966,2
2967,12
2968,14
2969,1
2970,0
2971,8
2972,2
2973,1
2974,1
2975,0
2976,8
2977,8
2978,13
2979,13
2980,1
2981,9
2982,12
2983,0
2984,14
2985,8
2986,10
2987,14
2988,2
2989,3
2990,1
2991,2
2992,0
2993,10
2994,13
2995,14
