x,y,weight,source_index
-1.261206720080692,-1.1837691664287158,32260.838781808325,427290
-0.018228012833504725,-1.4263956092785848,132314.44017544456,472920
-1.5616787704942157,-0.4180135404041636,117316.05021730564,540542
-0.4196085682664206,0.10236598388632821,82457.14388574102,329734
1.1123683882203237,0.6002539246088472,104273.71111648902,851048
1.7638481821565122,0.6470792440758578,118259.07473594313,766311
1.2227181494204773,1.627328919660282,14433.375267756961,896888
1.7297600402873508,1.409894762906125,25969.6752115555,793863
0.11362771561285126,-1.3887630904709818,52687.36987161666,188580
-1.272397144923835,0.1967247581462825,5623.146201801246,77298
-0.5967996700833771,0.3880669270346732,110332.86865458502,291597
-0.4188083457088861,1.7594273309631805,61621.6021616562,930794
0.25815635888571836,-0.7793823194854822,57723.500811021084,484774
0.6602169708902135,-0.6411611638972119,15212.39552228358,93975
0.5378619657794022,-0.18801285022310463,61439.59742953317,257282
0.833980926560446,0.03840623005054433,8075.209955458841,238606
