x0,x1,weight,source_index
-74.0428,40.845,31.000083528570137,63515
-73.9532,40.758,2630.0070864561117,488586
-73.8983,40.7792,8.000021555760036,58795
-73.8568,40.7839,10.000026944700044,461752
-73.9044,40.7775,967.0026055524943,478314
-74.024,40.7438,9.000024250230041,24111
-73.9908,40.7024,3042.0081965777536,456840
-73.9867,40.704,2067.0055694694993,456361
-73.9054,40.663,405.0010912603518,527295
-74.0317,40.7555,818.0022040764636,353625
-74.0428,40.7864,110.00029639170049,674296
-74.0109,40.7768,211.00056853317093,124264
-73.9098,40.8143,321.00086492487145,484383
-73.9246,40.8272,539.0014523193324,536399
-73.9611,40.7992,1554.0041872063869,729191
-73.9949,40.8019,82.00022094654037,57416
-73.9762,40.8361,42.00011316774019,204213
-73.9528,40.8256,187.00050386589083,554422
-73.9625,40.7117,2556.0068870653313,705783
-73.9565,40.7119,3080.008298967614,514486
-73.9645,40.7173,3186.008584581434,210888
-73.9986,40.6764,3802.010244374957,530591
-73.9852,40.6921,3820.010292875417,415133
-73.9876,40.7761,1728.0046560441676,246681
-73.9942,40.7978,31.000083528570137,271806
-73.9759,40.792,2970.008002575913,693180
-73.8674,40.7508,93.00025058571042,193491
-73.8554,40.7573,113.0003044751105,574228
-73.8623,40.7684,1556.004192595327,237068
-73.9821,40.7522,14588.039306928426,265506
-73.9786,40.7511,15686.04226545649,323608
-73.9847,40.7601,12779.034432632187,403883
-73.9752,40.7583,15166.040864332088,327271
-73.9748,40.7354,859.0023145497338,65502
-73.9575,40.7289,3791.010214735787,622031
-73.9565,40.7431,2448.0065960625707,286273
-73.9615,40.6828,2749.007407098042,539994
-73.9713,40.6957,3539.0095357293458,574440
-73.9513,40.6889,2253.00607064092,110494
-73.8884,40.7213,406.0010939548218,214576
-73.8689,40.7084,459.00123676173206,92644
-73.8988,40.7446,838.0022579658637,178180
-73.9956,40.7377,8479.022846411168,98041
-73.9932,40.7409,14337.038630616455,358853
-73.995,40.7452,5476.0147549177445,35010
-73.9902,40.7475,13689.036884599891,272389
-73.9749,40.7562,11933.032153110564,76500
-73.9682,40.7552,2915.007854380063,629883
-73.9672,40.7586,6620.01783739143,281027
-73.9416,40.7075,3218.008670804474,545926
-73.9256,40.7037,2228.00600327917,437442
-73.9344,40.7162,320.0008622304014,288912
-73.9952,40.7286,8206.022110820857,71136
-73.9927,40.7261,10837.029199971439,569110
-73.9938,40.7345,7670.020666584934,315158
-73.9899,40.7353,11513.031021433162,384182
-74.012,40.7137,8308.022385656797,206791
-74.0058,40.715,4525.01219247677,498512
-74.0113,40.7248,8194.022078487216,356541
-74.0001,40.7237,13147.035424197149,80548
-73.9862,40.7384,9879.026618669173,482077
-73.9807,40.7396,3771.010160846387,252597
-73.9866,40.7457,11755.031673494903,529508
-73.9805,40.7484,8695.023428416689,608622
-74.0068,40.7305,5500.014819585024,531659
-74.0042,40.731,11982.032285139594,496462
-74.0065,40.7351,5237.0141109394135,692443
-74.0009,40.7359,11025.0297065318,700730
-74.0068,40.7408,8339.022469185367,457701
-74.0035,40.7435,13836.037280686982,595151
-74.0081,40.7464,3891.0104841827874,675600
-74.0012,40.7473,6446.017368553648,350771
-74.024,40.7529,169.00045536543075,430730
-74.0222,40.7628,94.00025328018042,556575
-74.0005,40.7704,121.00032603087054,325154
-73.9982,40.7144,2698.007269680072,436669
-73.9908,40.7167,3856.0103898763373,619213
-73.9963,40.7217,15106.040702663888,242028
-73.9914,40.7234,10448.028151822606,738480
-73.9947,40.7506,6927.018664593721,117082
-73.9937,40.7551,10339.027858125375,1604
-73.9941,40.76,5977.016104847216,187966
-73.9912,40.7603,7655.020626167884,94102
-73.9892,40.662,641.0017271552729,160604
-73.9869,40.6604,794.0021394091835,447768
-73.989,40.6671,1898.0051141040685,639997
-73.9832,40.6686,3702.0099749279566,560931
-73.9824,40.7657,9081.02446848211,71311
-73.9774,40.7635,11963.032233944663,330965
-73.9828,40.7719,4578.01233528368,460946
-73.978,40.7744,2065.005564080559,499794
-73.9347,40.7752,73.00019669631033,332323
-73.948,40.7956,1284.0034596994858,321893
-73.9364,40.7956,554.0014927363825,221137
-73.9659,40.8052,2118.0057068874694,212071
-73.9543,40.8081,2688.007242735372,588724
-73.9625,40.8132,4.000010777880018,488386
-73.9586,40.8148,1017.0027402759945,399903
-73.9386,40.7514,776.0020909087234,423849
-73.926,40.752,1072.0028884718447,167408
-73.9494,40.7719,2833.0076334335226,739470
-73.9336,40.7627,844.0022741326837,173355
-73.9499,40.6822,1449.0039042870364,80120
-73.9353,40.684,812.0021879096436,299838
-73.9418,40.6918,1430.0038530921063,611256
-73.9345,40.6925,1694.0045644321876,358685
-73.9855,40.7259,7325.019736992783,208417
-73.9797,40.7293,4700.012664009021,466000
-73.9866,40.7349,5509.014843835254,31928
-73.9752,40.7314,3853.010381792927,673626
-73.9718,40.765,9555.025745660892,633181
-73.9676,40.7627,5558.014975864285,546482
-73.969,40.7696,194.00052272718085,9552
-73.9648,40.7699,4972.013396904862,313860
-73.9632,40.6619,351.00094575897157,424293
-73.9579,40.6523,986.0026567474243,225567
-73.9672,40.6729,1362.003669868146,549464
-73.9624,40.6718,1873.0050467423184,304311
-74.0102,40.7033,5589.015059392855,499548
-74.0058,40.7041,440.00118556680195,378698
-74.0102,40.7077,7816.021059977555,254333
-74.0058,40.7113,4399.011852973549,200239
-73.9613,40.7648,4715.012704426071,632727
-73.9519,40.7681,2991.0080591597834,367571
-73.9614,40.774,5737.0154581744155,73164
-73.9558,40.7722,4739.012769093351,126087
-73.939,40.8052,2096.0056476091295,577231
-73.9369,40.8022,556.0014981253224,320523
-73.9405,40.8146,1486.0040039824266,380294
-73.9355,40.8212,387.00104275989173,616967
-73.9163,40.7568,1182.0031848635454,216416
-73.9082,40.7505,314.0008460635814,426769
-73.9157,40.7642,1732.0046668220477,500024
-73.9059,40.768,751.0020235469733,539096
-73.9486,40.7264,1283.0034570050157,366271
-73.9255,40.7375,223.000600866811,181858
-73.9395,40.7482,1908.0051410487686,543508
-73.9273,40.744,516.0013903465223,136599
-73.9621,40.7754,4559.012284088751,715771
-73.9559,40.7806,5230.014092078123,553049
-73.9579,40.7836,1118.003012417465,510448
-73.9549,40.784,2727.0073478197023,529763
-73.8732,40.7669,30.00008083410013,305319
-73.8629,40.7687,1709.0046048492377,318975
-73.8728,40.7741,7445.020060329183,327838
-73.8659,40.7709,4412.01188800166,607829
-73.9862,40.777,3476.0093659777353,79499
-73.9796,40.7795,4165.011222467569,33264
-73.9819,40.7833,1066.0028723050248,267790
-73.981,40.7819,4408.011877223779,524217
-73.949,40.8365,1221.0032899478754,507786
-73.9282,40.8301,732.0019723520433,159882
-73.943,40.8403,960.0025866912042,34214
-73.936,40.8395,233.00062781151104,451205
-73.8918,40.7543,203.0005469774109,149168
-73.8771,40.7585,295.0007948686513,657082
-73.8992,40.7674,288.0007760073613,523041
-73.8866,40.7691,2276.00613261373,283085
-73.8765,40.6748,244.00065745068108,512732
-73.869,40.663,125.00033680875056,478697
-73.895,40.6956,121.00032603087054,426745
-73.8517,40.6971,228.00061433916102,436729
