r,g,b,r_255,g_255,b_255,weight,source_index
0.09803921568627451,0.10588235294117647,0.11372549019607843,25.0,27.0,29.0,669611.1677665636,435606
0.615686274509804,0.43529411764705883,0.403921568627451,157.0,111.0,103.0,57711.16931564014,991254
0.6274509803921569,0.5764705882352941,0.4470588235294118,160.0,147.0,114.0,90937.3054604946,726680
0.5843137254901961,0.592156862745098,0.6,149.0,151.0,153.0,230316.35745730158,807396
