r,g,b,r_255,g_255,b_255,weight,source_index
0.09803921568627451,0.10588235294117647,0.11372549019607843,25.0,27.0,29.0,780216.3842886448,435606
0.5843137254901961,0.592156862745098,0.6,149.0,151.0,153.0,268359.6157113553,807396
