r,g,b,weight,source_index
108.0,147.0,84.0,1272.0022032828683,1300047
117.0,153.0,91.0,3317.005745510436,1257551
18.0,20.0,7.0,22077.038240468464,1546079
29.0,17.0,3.0,4462.007728811445,836913
18.0,28.0,0.0,6782.011747377684,1481587
28.0,26.0,5.0,4544.007870846976,1052014
24.0,22.0,9.0,5524.0095683447835,737663
20.0,24.0,10.0,14215.02462237891,63144
25.0,28.0,11.0,22359.03872893212,1320389
171.0,66.0,9.0,4150.007188383573,1148996
187.0,79.0,4.0,6854.011872091808,1564251
164.0,82.0,8.0,3912.0067761341047,1149682
187.0,94.0,0.0,4800.008314274975,538735
167.0,77.0,24.0,2308.0039977805504,531872
187.0,65.0,24.0,2871.0049729757197,1289015
169.0,87.0,29.0,1436.00248735393,1434905
181.0,92.0,24.0,2153.0037292987545,609003
151.0,155.0,9.0,171.00029619604598,5428
178.0,142.0,0.0,2073.003590727505,358671
158.0,166.0,18.0,14.000024249968678,5433
189.0,160.0,20.0,64.00011085699967,1054196
143.0,132.0,40.0,610.0010566057781,181472
158.0,161.0,32.0,24.000041571374876,7406
185.0,163.0,61.0,151.0002615532336,1233399
99.0,103.0,68.0,3756.006505920168,1088974
116.0,103.0,69.0,1468.0025427824298,342450
111.0,113.0,66.0,6088.010545272094,25399
119.0,125.0,79.0,1485.0025722288206,60785
104.0,108.0,91.0,3876.0067137770425,835977
124.0,106.0,86.0,825.0014290160113,1074508
105.0,121.0,84.0,8171.014153321004,979444
122.0,125.0,82.0,2098.0036340310203,1170602
142.0,77.0,0.0,6681.011572431481,1418170
159.0,67.0,0.0,4427.007668186524,1632911
137.0,82.0,0.0,3286.0056918140767,941558
151.0,84.0,0.0,4420.00765606154,1472176
139.0,76.0,22.0,1790.0031005317094,583888
155.0,79.0,19.0,1909.0033066564433,551781
128.0,88.0,27.0,1902.003294531459,312776
158.0,83.0,16.0,1312.0022725684933,1153629
44.0,64.0,39.0,1058.0018326047757,1335588
47.0,83.0,37.0,1.0000017321406198,978193
63.0,81.0,33.0,2686.004652529705,1134909
47.0,69.0,48.0,64.00011085699967,1649358
62.0,77.0,54.0,6067.01050889714,1586604
53.0,82.0,51.0,2493.0043182265654,1536297
154.0,154.0,152.0,1362.0023591755241,219349
169.0,149.0,138.0,708.0012263555589,603887
150.0,166.0,140.0,1186.0020543187752,1106676
187.0,183.0,135.0,2044.003540495427,1465097
131.0,146.0,175.0,195.00033776742086,188334
188.0,159.0,177.0,40.00006928562479,243364
159.0,173.0,174.0,165.00028580320227,97567
162.0,172.0,181.0,437.00075694545086,104505
15.0,32.0,0.0,267.00046248154547,265840
31.0,48.0,6.0,422.00073096334154,1088190
15.0,33.0,19.0,4.000006928562479,1400837
31.0,40.0,23.0,8782.015211658923,224365
31.0,48.0,16.0,273.00047287438923,1665687
69.0,98.0,42.0,1586.002747175023,1141332
90.0,108.0,46.0,1853.0032096565685,1606890
78.0,115.0,38.0,79.00013683910896,1596557
83.0,117.0,40.0,968.00167671212,1614334
76.0,101.0,61.0,5731.009926897892,1438336
84.0,108.0,60.0,6354.011006021498,1093097
79.0,112.0,59.0,110.00019053546818,1548163
89.0,116.0,61.0,2658.0046040297675,304354
111.0,78.0,9.0,3392.0058754209826,795600
116.0,75.0,13.0,5978.010354736625,1291723
110.0,83.0,0.0,533.0009232309503,1044475
126.0,83.0,14.0,1486.0025739609612,929430
102.0,77.0,23.0,2659.004605761908,988523
124.0,78.0,16.0,2425.004200441003,597457
109.0,83.0,24.0,932.0016143550577,291657
121.0,84.0,29.0,1879.0032546922246,444715
196.0,97.0,3.0,3249.0056277248736,1288691
221.0,109.0,1.0,5069.008780220802,1534065
201.0,124.0,0.0,3351.005804403217,1446804
210.0,125.0,0.0,3181.0055099393117,1183982
198.0,96.0,21.0,1187.0020560509158,634452
210.0,103.0,21.0,1244.002154782931,537099
192.0,121.0,31.0,987.0017096227917,1452780
214.0,125.0,25.0,647.0011206949811,648400
172.0,65.0,45.0,2667.0046196190333,833682
180.0,67.0,35.0,3349.005800938936,377013
173.0,93.0,32.0,1487.0025756931018,374807
184.0,90.0,36.0,2198.0038072450825,1608691
175.0,73.0,59.0,1593.0027593000075,387874
188.0,66.0,55.0,2487.0043078337217,1217732
172.0,87.0,58.0,1558.0026986750856,397643
184.0,90.0,62.0,2270.003931959207,983973
223.0,195.0,0.0,101.0001749462026,1248528
255.0,207.0,19.0,1994.0034538883958,577303
255.0,231.0,26.0,8.000013857124959,707721
221.0,192.0,56.0,101.0001749462026,1218580
255.0,216.0,59.0,2006.0034746740835,584217
255.0,230.0,36.0,23.000039839234255,563124
77.0,79.0,68.0,1320.0022864256182,150808
81.0,76.0,70.0,1097.00190015826,209814
76.0,95.0,73.0,5869.010165933298,1506165
95.0,89.0,75.0,6358.011012950061,1439152
