dataset,n,d,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,cost_over_initial,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size
Donuts,1000000,2,3,128,130,128,True,True,999999.9999999999,0.22935829782882525,0.917433191315301,0.4789136642744966,0.5,0.004684671340397586,0.005684261274701615,617914.5701664289,17563.952213288896,0.028424563946692866,1.3699609000177588,True,130,130
