id,latitude,longitude,price
1751,37.78602,-122.41434,80
1752,37.74731,-122.44519,147
1753,37.74917,-122.44472,62
1754,37.76944,-122.44992,100
1755,37.77786,-122.42292,75
1756,37.76944,-122.44992,100
1757,37.78678,-122.40925,75
1758,37.71074,-122.44946,90
1759,37.78661,-122.40911,78
1760,37.76019,-122.42568,1086
1761,37.78144,-122.40677,140
1762,37.71869,-122.42876,115
1763,37.7972,-122.42564,800
1764,37.76142,-122.41853,69
1765,37.70951,-122.449,47
1766,37.80628,-122.42008,140
1767,37.73676,-122.42317,110
1768,37.75308,-122.4381,100
1769,37.73133,-122.38639,190
1770,37.76236,-122.4295,189
1771,37.77279,-122.44024,639
1772,37.78209,-122.40905,40
1773,37.78711,-122.39111,105
1774,37.71096,-122.44862,45
1775,37.73753,-122.41729,160
1776,37.73439,-122.387894,272
1777,37.78564,-122.40974,89
1778,37.78579,-122.40782,89
1779,37.73138,-122.38296,125
1780,37.7441,-122.47415,62
1781,37.78738,-122.44205,140
1782,37.77684,-122.43875,82
1783,37.73545,-122.39639,70
1784,37.74063,-122.42691,225
1785,37.78661,-122.4142,80
1786,37.80172,-122.4035,250
1787,37.80251,-122.40691,120
1788,37.79977,-122.42607,100
1789,37.74551,-122.49066,299
1790,37.76944,-122.44992,100
1791,37.75834,-122.50591,103
1792,37.73445,-122.41832,375
1793,37.7537,-122.43341,115
1794,37.75175,-122.50419,284
1795,37.76296,-122.42,92
1796,37.73333,-122.45911,160
1797,37.73052,-122.38783,65
1798,37.7345,-122.42515,164
1799,37.7308,-122.41583,295
1800,37.75903,-122.49855,162
1801,37.75893,-122.43801,242
1802,37.76507,-122.48066,85
1803,37.75339,-122.48111,475
1804,37.78784,-122.41036,326
1805,37.7734,-122.50951,85
1806,37.78784,-122.41036,320
1807,37.74816,-122.42419,80
1808,37.76454,-122.43476,177
1809,37.74838,-122.47307,349
1810,37.76596,-122.41859,111
1811,37.71455,-122.46908,80
1812,37.77097,-122.43218,260
1813,37.7737,-122.45116,782
1814,37.79172,-122.41912,60
1815,37.77003,-122.44286,299
1816,37.78353,-122.44664,255
1817,37.72693,-122.3706,70
1818,37.72002,-122.45248,105
1819,37.80219,-122.4158,145
1820,37.76358,-122.49363,80
1821,37.70987,-122.38867,131
1822,37.79145,-122.43393,1200
1823,37.73791,-122.39041,100
1824,37.79142,-122.41726,440
1825,37.72268,-122.44016,86
1826,37.75295,-122.43666,162
1827,37.74966,-122.43774,995
1828,37.78876,-122.44591,245
1829,37.72366,-122.43981,52
1830,37.76103,-122.50152,185
1831,37.72345,-122.43956,202
1832,37.77957,-122.4842,135
1833,37.73093,-122.49194,58
1834,37.76944,-122.44992,90
1835,37.80326,-122.40578,250
1836,37.73228,-122.43857,189
1837,37.76059,-122.47674,185
1838,37.77349,-122.4333,119
1839,37.75486,-122.47669,85
1840,37.79234,-122.41965,47
1841,37.80099,-122.44509,346
1842,37.75433,-122.47838,85
1843,37.79418,-122.41437,150
1844,37.75911,-122.5081,112
1845,37.7894,-122.43908,250
1846,37.73679,-122.49723,40
1847,37.76338,-122.47896,60
1848,37.76187,-122.50718,146
1849,37.73333,-122.39363,175
1850,37.72861,-122.49287,130
1851,37.74251,-122.47434,74
1852,37.77107,-122.45283,60
1853,37.76474,-122.47869,55
1854,37.77219,-122.45388,175
1855,37.7428,-122.4756,59
1856,37.79939,-122.41346,209
1857,37.75641,-122.43334,295
1858,37.77911,-122.4482,240
1859,37.77964,-122.45465,280
1860,37.79234,-122.41965,61
1861,37.78124,-122.47703,99
1862,37.71658,-122.45016,185
1863,37.74411,-122.47555,53
1864,37.75284,-122.42844,125
1865,37.74709,-122.47622,99
1866,37.79677,-122.42824,655
1867,37.72121,-122.40847,135
1868,37.79206,-122.40817,100
1869,37.775761,-122.406944,94
1870,37.79945,-122.40797,350
1871,37.74459,-122.49007,83
1872,37.76332,-122.48032,65
1873,37.79662,-122.4091,295
1874,37.76116,-122.40166,165
1875,37.74433,-122.50363,207
1876,37.7348,-122.38851,68
1877,37.74699,-122.47593,95
1878,37.80485,-122.42075,144
1879,37.78726,-122.41428,115
1880,37.74627,-122.48974,85
1881,37.74641,-122.49126,121
1882,37.75795,-122.41748,300
1883,37.75138,-122.41016,300
1884,37.76944,-122.44992,100
1885,37.73354,-122.4228,196
1886,37.74311,-122.45086,174
1887,37.78904,-122.39236,199
1888,37.76342,-122.4327,130
1889,37.77593,-122.43919,1095
1890,37.74087,-122.41257,629
1891,37.76573,-122.43077,110
1892,37.78449,-122.48855,450
1893,37.7505,-122.4091,150
1894,37.79213,-122.44256,289
1895,37.76431,-122.47889,60
1896,37.76262,-122.47854,57
1897,37.75304,-122.43629,85
1898,37.78376,-122.47443,60
1899,37.74305,-122.4213,85
1900,37.76488,-122.47843,70
1901,37.75524,-122.42525,65
1902,37.79234,-122.41965,47
1903,37.75568,-122.42606,57
1904,37.72648,-122.44162,69
1905,37.74204,-122.40837,113
1906,37.75909,-122.43719,165
1907,37.75213,-122.4129,73
1908,37.76688,-122.43418,349
1909,37.79294,-122.40806,105
1910,37.72667,-122.46094,189
1911,37.80078,-122.43121,275
1912,37.79528,-122.41884,144
1913,37.74727,-122.47896,40
1914,37.78037,-122.40999,86
1915,37.7658,-122.45223,65
1916,37.78074,-122.411,64
1917,37.77494,-122.42638,450
1918,37.77498,-122.50132,375
1919,37.76167,-122.44449,159
1920,37.73878,-122.47212,390
1921,37.75743,-122.48959,90
1922,37.76261,-122.50133,124
1923,37.73246,-122.41803,68
1924,37.775085,-122.407234,192
1925,37.80435,-122.41877,514
1926,37.79056,-122.4071,235
1927,37.74365,-122.45889,80
1928,37.7673,-122.44015,195
1929,37.78779,-122.45167,112
1930,37.77927,-122.47134,90
1931,37.79029,-122.42946,151
1932,37.78167,-122.39657,99
1933,37.76462,-122.44058,249
1934,37.71536,-122.43554,185
1935,37.77787,-122.44858,661
1936,37.78716,-122.44261,80
1937,37.76944,-122.44992,100
1938,37.76944,-122.44992,50
1939,37.79474,-122.42656,115
1940,37.7842,-122.41518,91
1941,37.76944,-122.44992,50
1942,37.73566,-122.41317,88
1943,37.78827,-122.41137,392
1944,37.72653,-122.43996,78
1945,37.75305,-122.39995,490
1946,37.73595,-122.43006,225
1947,37.72937,-122.46126,269
1948,37.72655,-122.42029,39
1949,37.78552,-122.4143,83
1950,37.75819,-122.4092,109
1951,37.71097,-122.44786,200
1952,37.75784,-122.38972,385
1953,37.75197,-122.41667,85
1954,37.79056,-122.4071,265
1955,37.78968,-122.39162,100
1956,37.79619,-122.41189,125
1957,37.71533,-122.44026,87
1958,37.76035,-122.43505,189
1959,37.74826,-122.42699,200
1960,37.77983,-122.39801,99
1961,37.7635,-122.42509,210
1962,37.75779,-122.49204,150
1963,37.78628,-122.43754,75
1964,37.79325,-122.41694,250
1965,37.76016,-122.48451,111
1966,37.74296,-122.46428,196
1967,37.75406,-122.40196,175
1968,37.77575,-122.49562,103
1969,37.78369,-122.46364,76
1970,37.76309,-122.48022,60
1971,37.77628,-122.49414,173
1972,37.78671,-122.38976,175
1973,37.76426,-122.41723,90
1974,37.79187,-122.40679,123
1975,37.79234,-122.41965,50
1976,37.7211,-122.40166,125
1977,37.72531,-122.43926,275
1978,37.78706,-122.4644,210
1979,37.78691,-122.39083,200
1980,37.78157,-122.46359,76
1981,37.7943,-122.41655,329
1982,37.76569,-122.41694,72
1983,37.7249,-122.43979,94
1984,37.7353,-122.43792,250
1985,37.77707,-122.46633,151
1986,37.77768,-122.4365,485
1987,37.76439,-122.45545,60
1988,37.77635,-122.44205,235
1989,37.76444,-122.45559,60
1990,37.77403,-122.42561,395
1991,37.80077,-122.42981,261
1992,37.77058,-122.42743,180
1993,37.76383,-122.4955,88
1994,37.74774,-122.40776,150
1995,37.73452,-122.39793,149
1996,37.75644,-122.40096,125
1997,37.74436,-122.4323,99
1998,37.78618,-122.41453,89
1999,37.71416,-122.44118,94
2000,37.80254,-122.407,350
2001,37.75136,-122.42562,152
2002,37.75136,-122.41157,128
2003,37.72046,-122.46311,56
2004,37.72667,-122.42027,45
2005,37.8022,-122.437,260
2006,37.8022,-122.437,94
2007,37.74499,-122.45486,376
2008,37.775085,-122.407234,237
2009,37.80418,-122.42781,180
2010,37.78404,-122.41617,87
2011,37.72853,-122.47506,121
2012,37.75178,-122.49341,113
2013,37.80439,-122.40437,145
2014,37.75502,-122.40762,386
2015,37.78889,-122.40926,303
2016,37.71465,-122.40803,59
2017,37.78904,-122.41013,292
2018,37.78426,-122.41572,81
2019,37.72127,-122.42996,120
2020,37.78593,-122.41463,91
2021,37.75277,-122.49539,76
2022,37.78402,-122.41198,81
2023,37.78587,-122.4146,104
2024,37.74798,-122.50688,98
2025,37.71477,-122.40849,110
2026,37.78096,-122.42932,99
2027,37.78413,-122.41583,89
2028,37.79427,-122.41917,55
2029,37.72133,-122.46872,40
2030,37.77382,-122.44677,300
2031,37.76268,-122.42029,249
2032,37.7915,-122.39595,199
2033,37.78599,-122.41465,101
2034,37.72877,-122.39519,250
2035,37.74613,-122.41778,278
2036,37.7761,-122.41615,314
2037,37.71399,-122.40854,79
2038,37.74351,-122.47314,109
2039,37.7606,-122.44509,250
2040,37.76894,-122.43675,200
2041,37.7265,-122.38579,57
2042,37.77147,-122.43356,600
2043,37.775085,-122.407234,430
2044,37.78666,-122.4093,303
2045,37.78157,-122.46191,76
2046,37.75499,-122.40625,138
2047,37.79722,-122.41789,205
2048,37.74033,-122.4304,300
2049,37.73504,-122.41401,185
2050,37.79586,-122.41915,60
2051,37.78591,-122.4115,81
2052,37.73306,-122.39551,193
2053,37.76432,-122.48151,179
2054,37.78424,-122.41596,89
2055,37.76386,-122.41838,104
2056,37.73883,-122.41796,250
2057,37.72941,-122.42361,100
2058,37.77752,-122.46633,354
2059,37.73881,-122.42982,115
2060,37.77714,-122.49554,120
2061,37.80296,-122.43642,195
2062,37.75798,-122.41473,250
2063,37.78382,-122.4117,78
2064,37.77939,-122.49544,80
2065,37.76302,-122.48987,141
2066,37.77757,-122.49681,85
2067,37.79752,-122.41215,70
2068,37.77931,-122.497,95
2069,37.80542,-122.44152,250
2070,37.78492,-122.41654,83
2071,37.80225,-122.43685,300
2072,37.76674,-122.44563,95
2073,37.78539,-122.41661,87
2074,37.77819,-122.50385,260
2075,37.77473,-122.43182,140
2076,37.76091,-122.43486,450
2077,37.76033,-122.43142,169
2078,37.74645,-122.41077,650
2079,37.75739,-122.41297,56
2080,37.78775,-122.41204,73
2081,37.77633,-122.44402,175
2082,37.78775,-122.41204,63
2083,37.79977,-122.40504,237
2084,37.75898,-122.42193,500
2085,37.77512,-122.42004,115
2086,37.78775,-122.41204,70
2087,37.786,-122.41121,79
2088,37.7589,-122.41459,65
2089,37.78597,-122.41036,81
2090,37.74716,-122.41298,120
2091,37.72817,-122.417,105
2092,37.72991,-122.44753,101
2093,37.74756,-122.48892,116
2094,37.77326,-122.48014,109
2095,37.78464067682602,-122.47117102763116,108
2096,37.80122,-122.42536,99
2097,37.75841,-122.49703,126
2098,37.75163,-122.44162,218
2099,37.78658,-122.44959,123
2100,37.78405,-122.41434,83
2101,37.76782,-122.4315,125
2102,37.71972,-122.40361,117
2103,37.7657,-122.43372,485
2104,37.78559,-122.41654,83
2105,37.75443,-122.41732,75
2106,37.72354,-122.40393,89
2107,37.74735,-122.41016,160
2108,37.75229,-122.41338,95
2109,37.76944,-122.44992,100
2110,37.78475,-122.41636,91
2111,37.75807,-122.44195,327
2112,37.76393,-122.42817,109
2113,37.78784,-122.41036,320
2114,37.75923,-122.44279,400
2115,37.72718,-122.46102,100
2116,37.79574,-122.41739,99
2117,37.76157,-122.44001,99
2118,37.77296,-122.42525,109
2119,37.77658,-122.44209,170
2120,37.76471,-122.41674,88
2121,37.79183,-122.45,500
2122,37.8047,-122.41562,219
2123,37.7861,-122.45186,119
2124,37.72275,-122.43947,80
2125,37.71889,-122.39441,192
2126,37.75223,-122.42439,104
2127,37.75204,-122.45008,281
2128,37.7805,-122.47071,360
2129,37.75749,-122.41137,196
2130,37.76256,-122.50537,165
2131,37.80152,-122.42526,82
2132,37.77408,-122.4306,75
2133,37.77401,-122.43051,65
2134,37.7137,-122.44863,44
2135,37.77594,-122.40638,572
2136,37.73671,-122.42686,100
2137,37.76035,-122.43505,345
2138,37.76944,-122.44992,50
2139,37.75842,-122.43442,98
2140,37.73212,-122.44669,65
2141,37.75428,-122.42457,118
2142,37.71195,-122.45067,80
2143,37.76427,-122.41885,90
2144,37.77796,-122.43714,1795
2145,37.77494,-122.50949,110
2146,37.79214,-122.42524,185
2147,37.72146,-122.43942,401
2148,37.77951,-122.42134,205
2149,37.77864,-122.42226,205
2150,37.77566,-122.43099,130
2151,37.79062,-122.43428,90
2152,37.77864,-122.42226,205
2153,37.77795,-122.39628,175
2154,37.79183,-122.43624,90
2155,37.77652,-122.43148,142
2156,37.78612,-122.41649,85
2157,37.77557,-122.44239,118
2158,37.78574,-122.41157,81
2159,37.75908,-122.43516,900
2160,37.7896,-122.44309,225
2161,37.76544,-122.47301,61
2162,37.76414,-122.4541,78
2163,37.71406,-122.40652,69
2164,37.75923,-122.43522,172
2165,37.79577,-122.41718,79
2166,37.75588,-122.39937,139
2167,37.76377,-122.47286,118
2168,37.74282,-122.40926,180
2169,37.78428,-122.41592,91
2170,37.76011,-122.4346,125
2171,37.75748,-122.44682,120
2172,37.77856,-122.50215,71
2173,37.76909,-122.4436,105
2174,37.76647,-122.44872,200
2175,37.77844,-122.42248,107
2176,37.72366,-122.43981,70
2177,37.79591,-122.41053,175
2178,37.73491,-122.43271,215
2179,37.76661,-122.44775,296
2180,37.74624,-122.41637,123
2181,37.74795,-122.42423,94
2182,37.76249,-122.42926,199
2183,37.76909,-122.4436,125
2184,37.75771,-122.50032,125
2185,37.78497,-122.41447,89
2186,37.76515,-122.47091,55
2187,37.79638,-122.4388,750
2188,37.78787,-122.4104,320
2189,37.78621,-122.41622,105
2190,37.75432,-122.40088,179
2191,37.75841,-122.46508,65
2192,37.77076,-122.44548,65
2193,37.7844,-122.41459,88
2194,37.74263,-122.47576,66
2195,37.76966,-122.43746,160
2196,37.76411,-122.4618,90
2197,37.73304,-122.38619,106
2198,37.71603,-122.43722,195
2199,37.76968,-122.38952,300
2200,37.76078,-122.43386,93
2201,37.78424,-122.41621,89
2202,37.76221,-122.44159,337
2203,37.71417,-122.45035,79
2204,37.79252,-122.42294,242
2205,37.765,-122.44089,270
2206,37.75897,-122.40933,150
2207,37.79431,-122.39303,1803
2208,37.7525,-122.41123,66
2209,37.77526,-122.50125,326
2210,37.77317,-122.42439,110
2211,37.71285,-122.45034,94
2212,37.76118,-122.50104,275
2213,37.79596,-122.40953,63
2214,37.75932,-122.49847,138
2215,37.78777,-122.40677,1803
2216,37.77459,-122.46735,114
2217,37.78651,-122.40915,1803
2218,37.78669,-122.40882,119
2219,37.78745,-122.40714,1803
2220,37.78816,-122.40697,1803
2221,37.78584,-122.40702,1803
2222,37.78819,-122.40774,1803
2223,37.78737,-122.40911,1803
2224,37.80217,-122.4233,93
2225,37.80126,-122.42316,120
2226,37.77248,-122.4252,108
2227,37.75878,-122.4758,167
2228,37.73539,-122.48234,150
2229,37.76182,-122.44351,599
2230,37.78811,-122.40695,1803
2231,37.78633,-122.40883,1803
2232,37.76645,-122.44487,82
2233,37.7877,-122.40894,1803
2234,37.78788,-122.40713,119
2235,37.78787,-122.40881,119
2236,37.76575,-122.44912,100
2237,37.75418,-122.42412,145
2238,37.78605,-122.41613,91
2239,37.78809,-122.40739,1803
2240,37.78793,-122.40685,119
2241,37.78554,-122.41434,87
2242,37.79085,-122.43529,95
2243,37.77596,-122.50838,108
2244,37.72793,-122.38515,71
2245,37.78661,-122.40684,119
2246,37.78806,-122.40891,119
2247,37.72863,-122.38551,57
2248,37.78654,-122.40715,1803
2249,37.75961,-122.43203,136
2250,37.72819,-122.38714,57
2251,37.75423,-122.42412,118
2252,37.7753,-122.39526,329
2253,37.73356,-122.47551,138
2254,37.77974,-122.39782,99
2255,37.78735,-122.40703,119
2256,37.76531,-122.42814,378
2257,37.78457,-122.46314,108
2258,37.75408,-122.40963,46
2259,37.7647,-122.41686,90
2260,37.76294,-122.45085,105
2261,37.71263,-122.44408,63
2262,37.7582,-122.42306,99
2263,37.77317,-122.42439,110
2264,37.76486,-122.41167,375
2265,37.78675,-122.40905,119
2266,37.78742,-122.40701,119
2267,37.78598,-122.40845,1803
2268,37.78596,-122.40856,119
2269,37.78774,-122.40893,119
2270,37.78817,-122.40751,119
2271,37.78634,-122.40717,119
2272,37.78752,-122.40679,119
2273,37.793,-122.41656,245
2274,37.76397,-122.41818,89
2275,37.78594,-122.40704,119
2276,37.78622,-122.40904,119
2277,37.78677,-122.40681,119
2278,37.78809,-122.40734,1803
2279,37.78752,-122.40712,1803
2280,37.78788,-122.40676,1803
2281,37.7661,-122.41761,89
2282,37.77396,-122.43931,132
2283,37.78666,-122.4068,1803
2284,37.79731,-122.42157,177
2285,37.78588,-122.40763,1803
2286,37.78585,-122.4073,119
2287,37.78782,-122.40853,1803
2288,37.78794,-122.40773,119
2289,37.78651,-122.40714,1803
2290,37.78797,-122.40907,1803
2291,37.78603,-122.40772,119
2292,37.78753,-122.40677,119
2293,37.78769,-122.40911,119
2294,37.7881,-122.40713,1803
2295,37.78789,-122.40716,1803
2296,37.76361,-122.47115,60
2297,37.78606,-122.40707,1803
2298,37.74043,-122.41977,150
2299,37.71287,-122.44248,79
2300,37.78607,-122.40762,1803
2301,37.78629,-122.40874,1803
2302,37.71264,-122.44422,82
2303,37.71109,-122.44412,82
2304,37.78584,-122.4071,1803
2305,37.78474,-122.41633,88
2306,37.78604,-122.41618,85
2307,37.77849,-122.40592,155
2308,37.7866,-122.40887,1803
2309,37.76483,-122.47945,49
2310,37.77005,-122.43366,165
2311,37.786,-122.4107,79
2312,37.76944,-122.44992,100
2313,37.77964,-122.42111,149
2314,37.73559,-122.44288,70
2315,37.76107,-122.43955,695
2316,37.75722,-122.43185,154
2317,37.74214,-122.43163,175
2318,37.75482,-122.40023,1600
2319,37.79007,-122.41083,117
2320,37.71142,-122.45008,91
2321,37.78272,-122.43757,90
2322,37.78567,-122.41154,80
2323,37.74668,-122.42484,94
2324,37.76210784912109,-122.43256378173828,500
2325,37.75938,-122.50566,145
2326,37.77541,-122.50231,120
2327,37.79128,-122.40953,60
2328,37.72894,-122.44477,175
2329,37.78584,-122.4661,230
2330,37.7493,-122.44262,95
2331,37.76256,-122.49964,95
2332,37.76219,-122.39653,115
2333,37.77771,-122.42287,198
2334,37.73509,-122.42729,160
2335,37.78632,-122.40724,1803
2336,37.77817,-122.50381,69
2337,37.78664,-122.40682,119
2338,37.77955,-122.42178,194
2339,37.78792,-122.40773,119
2340,37.78809,-122.40815,119
2341,37.79385,-122.40895,350
2342,37.75257,-122.50561,100
2343,37.76432,-122.4186,90
2344,37.75714,-122.43352,312
2345,37.74758,-122.42321,406
2346,37.78621,-122.40867,1803
2347,37.7868,-122.40691,1803
2348,37.76564,-122.41898,89
2349,37.78789,-122.40852,1803
2350,37.7879,-122.40734,1803
2351,37.78611,-122.40681,119
2352,37.78817,-122.40765,1803
2353,37.78459,-122.41199,81
2354,37.74019,-122.41006,300
2355,37.78935,-122.40735,250
2356,37.78807,-122.40883,119
2357,37.77501,-122.41133,100
2358,37.75869,-122.42601,450
2359,37.75469,-122.42467,98
2360,37.74559,-122.48953,79
2361,37.75685,-122.42087,105
2362,37.77636,-122.43209,350
2363,37.7856,-122.41443,87
2364,37.78379,-122.41025,81
2365,37.71383,-122.45033,46
2366,37.77701,-122.45489,198
2367,37.78529,-122.41202,81
2368,37.77845,-122.45608,89
2369,37.78887,-122.41095,223
2370,37.78492,-122.44675,313
2371,37.7793,-122.43782,350
2372,37.80495,-122.42213,1803
2373,37.76486,-122.42205,115
2374,37.74268,-122.41577,66
2375,37.74662,-122.41717,182
2376,37.78196,-122.39778,99
2377,37.78419,-122.41209,82
2378,37.78869,-122.41143,199
2379,37.78694,-122.41133,199
2380,37.77978,-122.42323,183
2381,37.78609,-122.4112,81
2382,37.76939,-122.44582,90
2383,37.74431,-122.40734,211
2384,37.78687,-122.41078,199
2385,37.76536,-122.41911,88
2386,37.77781,-122.42346,159
2387,37.71531,-122.46417,195
2388,37.78756,-122.40936,177
2389,37.76378,-122.42925,150
2390,37.7924,-122.41952,47
2391,37.76299,-122.49784,399
2392,37.78467,-122.41474,81
2393,37.78979,-122.40907,95
2394,37.73439,-122.47439,108
2395,37.7861,-122.41203,81
2396,37.76799,-122.44947,595
2397,37.75416,-122.424,98
2398,37.76358,-122.47968,58
2399,37.76962,-122.42294,200
2400,37.73439,-122.47439,134
2401,37.71149,-122.44451,75
2402,37.78701,-122.4095,199
2403,37.78581,-122.43629,333
2404,37.7486,-122.42058,189
2405,37.76462,-122.4511,90
2406,37.75899,-122.44726,1100
2407,37.78558,-122.44569,277
2408,37.75334,-122.42587,457
2409,37.75768,-122.40861,135
2410,37.78572,-122.44762,302
2411,37.76437,-122.45183,127
2412,37.78779,-122.42682,149
2413,37.76226,-122.45215,90
2414,37.74969,-122.42195,110
2415,37.74334,-122.47579,54
2416,37.73482,-122.41677,250
2417,37.74314,-122.5057,119
2418,37.7365,-122.43032,450
2419,37.75094,-122.41332,450
2420,37.75054,-122.41189,125
2421,37.75264,-122.41135,100
2422,37.77405,-122.41869,228
2423,37.77151,-122.42794,425
2424,37.77712,-122.43652,520
2425,37.73182,-122.38605,70
2426,37.78695,-122.41132,225
2427,37.78555,-122.41201,79
2428,37.80626,-122.43824,285
2429,37.78624,-122.41586,88
2430,37.765,-122.44904,107
2431,37.78938,-122.40608,265
2432,37.78952,-122.4074,275
2433,37.79114,-122.40631,250
2434,37.78946,-122.40616,235
2435,37.77726,-122.49928,600
2436,37.78787,-122.4104,422
2437,37.72226,-122.45169,65
2438,37.77637,-122.40611,380
2439,37.79144,-122.40601,250
2440,37.79963,-122.40653,200
2441,37.78397,-122.40996,81
2442,37.79112,-122.40787,275
2443,37.74787,-122.44669,300
2444,37.73498,-122.42652,165
2445,37.74791,-122.43225,130
2446,37.80234,-122.42852,250
2447,37.75819,-122.49908,99
2448,37.76846,-122.42513,205
2449,37.79137,-122.40728,255
2450,37.7113,-122.44475,121
2451,37.75675,-122.42393,75
2452,37.80127,-122.41651,633
2453,37.75836,-122.43004,208
2454,37.75237,-122.48005,116
2455,37.78812,-122.44524,140
2456,37.77944,-122.45332,250
2457,37.78608,-122.41621,79
2458,37.78824,-122.41135,182
2459,37.78503,-122.41468,85
2460,37.79777,-122.41152,300
2461,37.71109,-122.44292,103
2462,37.78967,-122.43815,39
2463,37.77009,-122.42342,141
2464,37.790598,-122.410225,247
2465,37.73321,-122.42552,165
2466,37.782,-122.46141,68
2467,37.79192,-122.40942,250
2468,37.790598,-122.410225,267
2469,37.71905,-122.44985,104
2470,37.72987,-122.47288,153
2471,37.79044,-122.39168,198
2472,37.74429,-122.49138,83
2473,37.73193,-122.4859,145
2474,37.74944,-122.50557,89
2475,37.78857,-122.4145,140
2476,37.79005,-122.40933,95
2477,37.7902,-122.40958,95
2478,37.74411,-122.48976,138
2479,37.78273,-122.389,172
2480,37.76479,-122.47868,77
2481,37.76358,-122.47846,66
2482,37.78981,-122.40917,250
2483,37.78966,-122.40629,235
2484,37.78677,-122.41085,115
2485,37.77064,-122.43948,129
2486,37.72413,-122.426,175
2487,37.73750686645508,-122.39159393310548,60
2488,37.76942,-122.44991,50
2489,37.76942,-122.44991,50
2490,37.76942,-122.44991,50
2491,37.79037,-122.40773,235
2492,37.79162,-122.40769,235
2493,37.79005,-122.40951,230
2494,37.79141,-122.40741,260
2495,37.79003,-122.40799,250
2496,37.73943,-122.49401,136
2497,37.7912,-122.4096,250
2498,37.76942,-122.44991,50
2499,37.78186,-122.41467,39
2500,37.72005,-122.42884,190
2501,37.77056,-122.42956,468
2502,37.74134,-122.40958,90
2503,37.78433,-122.41651,91
2504,37.80201,-122.42338,136
2505,37.79077,-122.41039,67
2506,37.74273,-122.47589,69
2507,37.79732,-122.40967,59
2508,37.764572,-122.479607,68
2509,37.80192,-122.42757,392
2510,37.7918,-122.40936,95
2511,37.74838752320793,-122.44600792367038,428
2512,37.71143,-122.44436,85
2513,37.80427,-122.40738,400
2514,37.79196,-122.41154,400
2515,37.77782,-122.4046,155
2516,37.76572,-122.4325,400
2517,37.77507,-122.46685,106
2518,37.80308,-122.4047,125
2519,37.71121,-122.44927,80
2520,37.79425,-122.43074,158
2521,37.78839,-122.41149,199
2522,37.77586,-122.46698,145
2523,37.75192,-122.45106,462
2524,37.78841,-122.39053,185
2525,37.7891,-122.3995,206
2526,37.7924,-122.41952,47
2527,37.71957,-122.40414,153
2528,37.78899,-122.41279,585
2529,37.78042,-122.43896,104
2530,37.75968,-122.49696,120
2531,37.79355,-122.43529,140
2532,37.7924,-122.41952,47
2533,37.77179,-122.43318,525
2534,37.712,-122.39997,68
2535,37.7924,-122.41952,47
2536,37.72187,-122.45456,120
2537,37.75422,-122.42467,110
2538,37.7924,-122.41952,47
2539,37.7924,-122.41952,47
2540,37.7924,-122.41952,50
2541,37.7924,-122.41952,50
2542,37.76824,-122.44805,193
2543,37.78613,-122.41427,89
2544,37.77628,-122.41507,77
2545,37.7924,-122.41952,50
2546,37.7924,-122.41952,50
2547,37.7924,-122.41952,47
2548,37.7924,-122.41952,50
2549,37.75577,-122.49127,285
2550,37.7924,-122.41952,50
2551,37.72449,-122.45722,100
2552,37.77987,-122.45341,235
2553,37.78686,-122.43863,155
2554,37.7924,-122.41952,50
2555,37.77791,-122.42302,205
2556,37.78924,-122.39584,235
2557,37.746,-122.49796,164
2558,37.78899002075195,-122.41278839111328,585
2559,37.76334,-122.4694,299
2560,37.76589,-122.44677,90
2561,37.78899002075195,-122.41278839111328,585
2562,37.78764,-122.41198,72
2563,37.75886,-122.42046,289
2564,37.77771,-122.42588,100
2565,37.790598,-122.410225,225
2566,37.75621,-122.41479,537
2567,37.75621,-122.43847,400
2568,37.76514,-122.44715,104
2569,37.78899,-122.41279,385
2570,37.76344,-122.47735,63
2571,37.75535,-122.42424,185
2572,37.76206,-122.40041,315
2573,37.78259,-122.46941,220
2574,37.76391,-122.47833,49
2575,37.7542,-122.41191,400
2576,37.78424631437348,-122.40986870637146,92
2577,37.72344,-122.43174,188
2578,37.76412,-122.43026,120
2579,37.80738,-122.40798,249
2580,37.73053,-122.40522,139
2581,37.75356,-122.42711,285
2582,37.74011,-122.46365,150
2583,37.75609,-122.44277,389
2584,37.75591,-122.41838,150
2585,37.76648,-122.44576,198
2586,37.77647,-122.43239,421
2587,37.76535,-122.46427,385
2588,37.76413,-122.43021,115
2589,37.76942,-122.44991,100
2590,37.76942,-122.44991,100
2591,37.77618,-122.41441,467
2592,37.79839,-122.41953,100
2593,37.76667,-122.44679,225
2594,37.75631,-122.43328,127
2595,37.74964,-122.42234,145
2596,37.74388,-122.42237,300
2597,37.73933,-122.44767,129
2598,37.77157,-122.42977,65
2599,37.79015,-122.40608,487
2600,37.73639,-122.50403,165
2601,37.73132,-122.41331,173
2602,37.74639,-122.42864,168
2603,37.77998,-122.46814,150
2604,37.78818,-122.38828,283
2605,37.78689,-122.40982,220
2606,37.74931,-122.42389,75
2607,37.74802,-122.41142,250
2608,37.75552,-122.43537,250
2609,37.76274,-122.42389,842
2610,37.76831,-122.42327,59
2611,37.71456,-122.44272,125
2612,37.72966,-122.45616,215
2613,37.77583,-122.42823,105
2614,37.74924,-122.41812,90
2615,37.74021,-122.42129,225
2616,37.758053,-122.420647,393
2617,37.74956,-122.50631,85
2618,37.7194,-122.40497,130
2619,37.79822,-122.44616,78
2620,37.80433,-122.40577,125
