r,g,b,weight,source_index
106.0,136.0,84.0,47167.2160524789,1656726
187.0,161.0,110.0,175225.6872022578,614598
209.0,192.0,140.0,44308.83952375119,1476976
13.0,14.0,8.0,518818.35910279193,1718175
85.0,59.0,0.0,197754.4181762287,820239
56.0,68.0,48.0,32641.13869325129,1614237
67.0,66.0,22.0,120850.4782366497,1103187
90.0,60.0,84.0,1550.2889506299825,208001
62.0,78.0,65.0,948.7888477709641,1352790
103.0,121.0,69.0,92210.66635077006,982410
166.0,63.0,28.0,202981.7643280301,658593
223.0,53.0,4.0,37523.19776437657,501617
155.0,105.0,20.0,119573.41645420693,619328
197.0,107.0,45.0,92551.95010297459,487875
185.0,118.0,65.0,22738.90571873028,310909
195.0,114.0,85.0,25118.884495100905,921724
