x0,x1,weight,source_index
-1.1588365244538525,-1.290749816869163,32260.0,398575
-0.9324237836626655,-1.1933142951606295,132311.0,396269
-1.2085059771651494,-0.016234449262487072,117313.0,94125
-0.728537791125873,0.1397081407638343,82455.0,252988
0.9741515576381934,0.7674959536045346,104271.0,667233
1.5300169928908154,0.9498146170513962,118256.0,879620
1.0516258098422486,1.5275252844974274,14433.0,690924
1.501907337515176,1.527080202478904,25969.0,882932
0.6669773263730104,-1.0900257107175502,52686.0,441067
1.2628261684415831,-1.1186222706922915,2.0,618942
1.3762846285417656,0.09662853498580043,24.0,717991
-1.2785981235476869,0.17459112640425034,5623.0,245027
-0.2207920771821497,0.44174090000922184,110330.0,636503
-0.7694007724522104,1.5458501772383844,61620.0,960819
0.4462872307486407,-0.7951082492195655,57722.0,88631
0.7513854039007468,-1.0151447012524661,15212.0,87130
0.13679007796613796,-0.09287634044292872,61438.0,19740
0.7029792786460408,-0.2743821341630515,8075.0,609294
