image,height,width,full_size,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,8,64,64,64,False,False,1731964.0,32.00360058990499,0.9766723812837215,3.1749211740582095,3.2,0.25898584021170934,0.26175184731040985,1874812162.4258869,843688189.0,5.4425055000174325,True,64,64,results\ranked_egq_size\images\cvete\reference_k_8_palette_64\compressed.png,results\ranked_egq_size\images\cvete\reference_k_8_palette_64\palette.png
