r,g,b,weight,source_index
106.0,136.0,84.0,47136.62737959873,1656726
79.0,107.0,144.0,215.03935848357082,190322
255.0,127.0,128.0,320.05858006857056,689687
118.0,134.0,167.0,279.05107449728496,195265
213.0,195.0,133.0,44280.10455248674,836717
100.0,52.0,4.0,197626.17136171515,1185464
62.0,71.0,40.0,32619.970407363624,968946
68.0,93.0,61.0,120772.10482274966,1689863
43.0,55.0,77.0,337.0616921347133,96542
95.0,12.0,80.0,1549.2835641444242,227584
63.0,73.0,72.0,948.1735434531402,157035
98.0,107.0,86.0,92150.86630011775,1655965
143.0,55.0,5.0,202850.12749827188,1266031
196.0,59.0,53.0,37498.8633872839,375218
151.0,93.0,0.0,119495.87123472623,1066225
199.0,100.0,6.0,92491.92872450332,865206
185.0,118.0,65.0,22724.15918486851,310909
195.0,114.0,85.0,25102.594508003072,921724
151.0,155.0,42.0,7078.295534828981,4457
244.0,164.0,25.0,57832.58505226527,1305295
255.0,204.0,48.0,4233.774904469559,692907
132.0,130.0,117.0,29528.404560513776,151447
247.0,164.0,98.0,61750.302108917116,1145440
210.0,197.0,118.0,14660.683333265959,943689
19.0,18.0,16.0,331900.7475311076,203845
52.0,13.0,6.0,57258.47997426727,595845
26.0,47.0,4.0,22719.158269554937,1617307
37.0,39.0,26.0,72300.23305442737,950547
28.0,27.0,45.0,713.1305237152837,183750
53.0,15.0,36.0,2300.4210442428507,216932
30.0,46.0,35.0,301.0551018769992,1523493
46.0,57.0,41.0,30988.671832076627,1128424
