image,height,width,full_size,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,8,32,35,32,True,True,1731964.0,86.39597605556068,0.9481039896357825,4.420769166108236,4.5,0.43964122077487494,1.123716396453014,1874812162.4258869,1396878300.0,4.928210499987472,True,35,35,results\ranked_egq_size\images\cvete\reference_k_8_palette_32\compressed.png,results\ranked_egq_size\images\cvete\reference_k_8_palette_32\palette.png
