image,height,width,full_size,colors,target_coreset_size,raw_coreset_size,actual_coreset_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,full_final_cost,coreset_final_cost,runtime_seconds,chunk_size,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,8,2048,2051,2048,True,True,1731964.0000000002,0.04236570973504325,0.6619642146100506,0.3486086524848356,0.4,0.00034385413482081786,0.0003454799226923111,1874812162.4258869,2154543729.0,2152092902.7210774,7.942304900003364,250000,True,2051,2051,results\ranked_egq_size\images\cvete\colors_8_target_2048\compressed.png,results\ranked_egq_size\images\cvete\colors_8_target_2048\palette.png
