r,g,b
182.0,31.0,0.0
225.0,161.0,53.0
29.0,34.0,4.0
88.0,101.0,73.0
201.0,164.0,145.0
124.0,35.0,1.0
183.0,79.0,24.0
73.0,59.0,20.0
