x0,x1,weight,source_index
-74.0247,40.7495,9.000012125098685,168281
-73.9629,40.813,4.000005388932749,201997
-73.873,40.7684,30.000040416995617,500674
-74.0137,40.6944,1.0000013472331872,535344
-74.0102,40.7619,2.0000026944663745,709739
-73.9687,40.7489,12.000016166798247,583350
-74.0212,40.7139,1.0000013472331872,460661
-74.0125,40.72,19.000025597430557,226236
-74.0349,40.7124,5.000006736165936,15784
-74.0171,40.6746,273.0003677946601,204732
-73.9112,40.7984,1.0000013472331872,440556
-73.9713,40.7134,9.000012125098685,393066
-73.9749,40.7209,17.000022902964183,320165
-73.9632,40.7203,797.0010737448503,533364
-73.9813,40.7875,3.0000040416995617,648515
-73.9434,40.769,33.00004445869518,556780
-73.9519,40.7513,12.000016166798247,90074
-73.9726,40.7059,3.0000040416995617,600049
-73.9719,40.7657,54.00007275059211,351017
-73.9698,40.8069,1.0000013472331872,79500
-73.9806,40.7123,23.000030986363306,385299
-73.8747,40.7704,17.000022902964183,270968
-73.8711,40.7706,29.00003906976243,221302
-73.9876,40.7853,1.0000013472331872,177165
-73.8624,40.7688,24.000032333596494,579226
-73.9603,40.7905,9.000012125098685,285382
-74.0069,40.6825,30.000040416995617,483864
-74.0089,40.7026,21.000028291896932,620063
-73.9748,40.6687,69.00009295908993,557068
-73.9631,40.6639,37.00004984762793,11123
-73.9499,40.732,19.000025597430557,731719
-73.9429,40.7335,32.00004311146199,87941
-73.9852,40.7719,155.000208821144,164288
-73.8672,40.772,11.00001481956506,205263
-73.865,40.7733,3.0000040416995617,379709
-74.0025,40.7104,105.00014145948467,276644
-74.0056,40.7557,93.00012529268642,278736
-74.0101,40.7467,68.00009161185673,725142
-74.0099,40.7472,98.00013202885235,67972
-73.944,40.8446,1.0000013472331872,576247
-74.0239,40.7889,12.000016166798247,505842
-73.9816,40.6552,1.0000013472331872,720534
-73.9599,40.7221,60.000080833991234,425500
-73.9496,40.7622,29.00003906976243,278311
-73.94,40.7577,46.00006197272661,324252
-73.9525,40.7654,136.00018322371346,640494
-73.9357,40.8338,4.000005388932749,671743
-73.9652,40.753,69.00009295908993,250362
-73.9972,40.7668,24.000032333596494,48695
-73.9784,40.7907,106.00014280671785,13481
-74.0359,40.7623,10.000013472331872,2150
-74.0273,40.7597,47.0000633199598,519776
-74.0246,40.678,9.000012125098685,430800
-74.0146,40.6813,17.000022902964183,248771
-73.9994,40.6558,13.000017514031434,337943
-73.9467,40.7717,7.000009430632311,55973
-74.0161,40.703,1.0000013472331872,298619
-73.9585,40.7591,7.000009430632311,451109
-74.0312,40.7274,22.00002963913012,665061
-73.963,40.7087,60.000080833991234,231150
-73.9659,40.7162,68.00009161185673,58430
-73.9761,40.719,82.00011047312135,328710
-73.9258,40.8053,16.000021555730996,509060
-73.9366,40.7922,15.000020208497808,494307
-73.9286,40.7878,12.000016166798247,19810
-73.9311,40.7968,11.00001481956506,144177
-73.953,40.7195,174.00023441857456,717386
-73.8953,40.8105,6.000008083399123,380190
-73.8766,40.8099,7.000009430632311,519515
-73.9127,40.6801,40.00005388932749,698618
-73.9908,40.7034,201.00027079387064,456440
-73.9781,40.7692,8.000010777865498,250221
-74.0033,40.7565,58.00007813952486,657449
-74.0034,40.7597,13.000017514031434,185272
-73.9841,40.6903,172.0002317241082,356886
-73.8872,40.6913,3.0000040416995617,42352
-74.0286,40.7761,13.000017514031434,290124
-74.0334,40.7938,1.0000013472331872,730221
-73.991,40.7756,52.000070056125736,97110
