Dataset,Clusters,Budget,Iteration,Cost,Time,RawSize,ActualSize,Trimmed,Z,EpsReport,Beta,ReferenceCost,FinalKMeansTime,CostTime,WeightedSteps,RefLloydIterations
birb,2,64,0,2983104616.4993644,0.7144130000087898,67,64,True,1.45714056944732,1.2000000000000002,0.8432526443560876,6438639539.0,0.001140499982284382,0.0851085000031162,2,0
balloons,2,64,0,2549374230.465288,0.35822189997998066,65,64,True,1.7103801963400314,1.2000000000000002,0.9898033543634436,3190989587.0,0.00039709999691694975,0.04948580000200309,2,0
donuts,2,64,0,1019138.5247524838,0.5454463000060059,65,64,True,0.2724545783349011,0.6000000000000001,0.7568182731525028,2114594.1583468826,0.0004222999850753695,0.07211710000410676,2,0
spotify,2,64,0,965060.5562951646,3.4207568999845535,480,64,True,16.057825773535935,1.4000000000000001,0.5551449388037772,1620980.0645614371,0.00039179998566396534,0.01715870000771247,2,0
uber,2,64,0,940234.2405766484,0.4965778999903705,66,64,True,0.41615409419886384,0.7000000000000001,0.8492940697935996,1053553.085645849,0.0005152999947313219,0.05002480000257492,2,0
