x0,x1,weight,source_index
-74.0439,40.8312,31.000041764228804,579407
-73.8941,40.7781,8.000010777865498,590778
-73.852,40.789,10.000013472331872,736829
-74.0245,40.7495,9.000012125098685,52941
-74.0445,40.7892,110.0001481956506,65782
-74.0132,40.7813,211.0002842662025,328635
-73.9077,40.8069,321.0004324618531,576952
-73.9952,40.8051,82.00011047312135,225886
-73.9814,40.845,42.000056583793864,318380
-73.9514,40.8254,187.000251932606,598229
-73.9941,40.7949,31.000041764228804,410117
-73.8651,40.7607,93.00012529268642,616220
-73.857,40.7608,113.00015223735016,614310
-73.973,40.7367,859.0011572733079,641849
-73.9649,40.7554,2915.003927184741,374496
-73.9374,40.7218,320.0004311146199,217661
-74.0026,40.7171,4525.006096230172,169467
-73.9798,40.7407,3771.005080416349,58147
-74.01,40.7329,5237.007055460202,417510
-74.0084,40.7457,3891.0052420843317,689902
-74.0246,40.753,169.00022768240865,180283
-74.0247,40.7666,94.0001266399196,10466
-74.0012,40.7626,121.00016301521566,3997
-73.9977,40.7167,2698.003634835139,89963
-73.9918,40.7175,3856.00519493117,430939
-73.991,40.6581,641.000863576473,309221
-73.9813,40.6609,794.0010697031506,693036
-73.9854,40.7693,4578.006167633531,53881
-73.9783,40.773,2065.0027820365317,229710
-73.9264,40.7752,73.00009834802268,729947
-73.9489,40.7901,1284.0017298474124,330010
-73.9323,40.7961,554.0007463671857,109795
-73.9625,40.8132,4.000005388932749,488387
-73.9609,40.8178,1017.0013701361514,326158
-73.9442,40.7506,776.0010454529533,531885
-73.9339,40.7532,1072.0014442339766,359255
-73.925,40.7695,844.00113706481,704717
-73.9263,40.6843,812.001093953348,429100
-73.978,40.7292,4700.00633199598,268316
-73.9772,40.7363,3853.00519088947,612565
-73.9693,40.7693,194.00026136323834,175924
-73.9656,40.7701,4972.006698443407,182673
-73.9731,40.6542,351.0004728788487,245453
-73.9553,40.655,986.0013283719226,663591
-74.0054,40.7047,440.0005927826024,521152
-74.0059,40.7076,4399.005926478791,602224
-73.9617,40.7676,4715.0063522044775,2073
-73.9525,40.7664,2991.004029574463,553382
-73.9544,40.7743,4739.006384538075,640611
-73.9273,40.8108,556.0007490616521,482880
-73.9314,40.824,387.0005213792435,468004
-73.9245,40.7605,1182.0015924296274,656658
-73.9096,40.7614,314.0004230312208,622316
-73.9089,40.7633,751.0010117721237,703001
-73.9447,40.7267,1283.0017285001793,597024
-73.9352,40.7364,223.00030043300075,461649
-73.9368,40.7451,516.0006951723246,391576
-73.9614,40.7751,4559.006142036101,553076
-73.9556,40.7761,5230.007046029569,491907
-73.9563,40.7819,1118.0015062067034,84011
-73.9542,40.7842,2727.0036739049015,69623
-73.8716,40.7633,30.000040416995617,549865
-73.8626,40.7686,1709.002302421517,509548
-73.8648,40.7701,4412.005943992822,98838
-73.9825,40.779,3476.0046829825587,277323
-73.9759,40.7788,4165.005611226225,691063
-73.9826,40.7824,1066.0014361505775,535046
-73.9762,40.7857,4408.005938603889,676004
-73.9401,40.8341,1221.0016449717216,163927
-73.9254,40.8286,732.000986174693,425624
-73.9402,40.8407,960.0012933438597,484812
-73.9357,40.8451,233.00031390533263,610521
-73.8935,40.7531,203.000273488337,176425
-73.8872,40.7546,295.0003974337902,551246
-73.8937,40.7703,288.0003880031579,415685
-73.8751,40.6523,244.00032872489768,530461
-73.8536,40.6608,125.00016840414841,372344
-73.8753,40.6878,121.00016301521566,700771
-73.8637,40.6913,228.0003071691667,262465
-73.9615,40.7141,3645.0049106649676,373823
-73.9539,40.7155,2425.003267040479,391849
-73.9609,40.7207,3175.0042774653693,106421
-73.9554,40.72,2186.0029450517472,612008
-73.9834,40.7186,1351.001820112036,327457
-73.9808,40.7165,378.0005092541448,5973
-73.9793,40.7217,2354.0031713869225,515110
-73.9958,40.7643,2728.0036752521346,590621
-73.993,40.7635,4278.005763463575,113216
-73.9958,40.7693,297.0004001282566,669503
-73.9896,40.7714,3316.004467425249,467467
-73.886,40.8224,135.00018187648027,451323
-73.8724,40.8083,73.00009834802268,464270
-73.8843,40.8464,203.000273488337,96435
-73.8622,40.8472,245.00033007213088,136257
-74.0149,40.6757,670.0009026462354,609043
-74.0137,40.6944,1.0000013472331872,535344
-74.0014,40.6876,343.0004621009832,575115
-74.0421,40.7325,545.000734242087,680503
-74.0338,40.7368,614.000827201177,251609
-74.0376,40.7443,364.0004903928801,179932
-74.0324,40.7418,927.0012488851646,176634
-73.9148,40.6853,540.0007275059211,37088
-73.9002,40.6767,304.0004095588889,704827
-73.9238,40.69,943.0012704408956,704843
-73.9089,40.6984,633.0008527986075,225379
-73.9095,40.7012,244.00032872489768,613349
