x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,weight,source_index
-0.9234413687480612,-2.320150592395174,-0.9954034689820994,-1.0879251420361309,1.9249595306172573,-0.39110346081054514,-0.5544415106134303,1.9381154754536951,-3.05191480222423,-0.17922561750568378,2854.8234416683404,26610
1.6966957003603587,-0.3712619317411709,-0.07354870139168593,2.115921087798472,-0.8465927145098905,1.3179360893032512,-0.7955422359834916,-0.5041118705382039,0.07336195858807702,-0.5706117803274895,392.41559335647287,112836
-1.401244296805269,1.0679418527483213,-0.05040590387895586,-0.30425052466651575,-0.9013260596285038,4.987594890875763,-0.06593677293552778,-0.5013013708146418,0.5159670018231066,0.5718235136571005,973.4086801870286,10886
-0.19117890624980427,0.9685493261951796,-0.8025468230426822,-1.4336639438168435,-0.8856879610231858,-0.25112678487427403,-0.5334305541541656,-0.5041118705382039,0.7432345509774816,1.6458421179674794,14307.908551102953,50708
-1.3731668416078089,-1.3055516813407033,-0.8372610193117773,-1.185884469207333,1.4949118189710098,-0.5121643697284012,0.45933713854608754,-0.5041118705382039,-0.3306692399085899,-1.4778751278453852,525.400877771722,11810
0.826112268101455,-1.4606040227636043,-0.9722606714693693,-0.2696766444884445,1.5881389452719443,-0.4573086453749977,-0.7414390231008854,-0.45080928957409505,-0.4776077515665802,-1.9326743219059408,630.0450360001148,84186
1.3271003674959592,-0.6058282944065856,0.04216528617196417,0.08758678401829154,-0.9420452625354283,-0.41853132298724693,-0.6784061537230914,2.0511815562866533,-0.5943234570378121,-1.444017039098762,235.44935601388374,100673
0.08403485102659679,-0.768832037953738,-1.6873731146127273,-2.0502314736591143,1.9911207170243725,-0.4346097249528997,-0.45989220654673946,-0.11645673625377553,-0.8084679456110946,-1.6980027412827918,330.2831244083647,59765
1.7303339502560169,-1.6673404779941394,-1.5870876587242306,-2.25191244136453,1.955032797165946,-0.43082657154921666,-0.45989220654673946,1.8767367458586606,-1.9422208461169974,-1.4220009419827304,215.8285763460601,113943
0.6988521140246561,-2.3519562008921797,-1.6013590505237474,-0.7767602204334897,2.042245270157143,-0.3154403927368851,-0.6321820495127093,2.5615941497611505,-1.7626735172575037,-1.532214858454498,391.3255500415938,79998
-1.480371670543565,-0.2718694051880295,0.3391645209186666,-1.1974090959333568,1.0528348007052861,-0.4923028143590655,-0.40736481539857783,-0.503536848755682,0.4384216438439234,-1.627184295559559,469.8086687128884,8282
-0.44521302470301316,0.7021773550327595,-1.3116883683227432,-1.9637967732139363,-0.9400604269432148,1.5827568275610613,0.6536884857942854,-0.5033817867019682,-0.14137903273889169,-2.023040393250377,344.45368750179284,42348
-1.2518321245045,-0.7529292337052352,-1.5670305675465315,0.3987517056209331,-0.5380409997203446,-0.4894654493063032,-0.5754524670726948,-0.5041055065330828,-0.007762415913222267,-1.405822446374738,767.3904936748803,15803
1.3715563382252707,-0.23608809562889846,-0.5711188479153818,-0.36763597165964645,0.4724207563155946,-0.5613453639762802,-0.580705206187511,-0.5041118705382039,0.7824048984695305,-1.4953212169236945,292.1316083875965,102136
