x0,x1,x2,weight,source_index
0.24313725490196078,0.5058823529411764,0.6235294117647059,32.00026152551099,169757
0.24705882352941178,0.5098039215686274,0.8156862745098039,1170.0095620264956,193611
0.1803921568627451,0.36470588235294116,0.7686274509803922,43.000351424905396,266441
0.17647058823529413,0.4470588235294118,0.8901960784313725,5.000040863361093,218115
0.8901960784313725,0.8784313725490196,0.792156862745098,56.000457669644234,350107
0.8352941176470589,0.9725490196078431,0.8156862745098039,119.00097254799401,97704
0.3568627450980392,0.28627450980392155,0.7686274509803922,386.00315465147634,479379
0.3568627450980392,0.26666666666666666,0.8901960784313725,21.00017162611659,410210
0.25882352941176473,0.41568627450980394,0.9019607843137255,13.000106244738841,276720
0.4117647058823529,0.4470588235294118,0.8901960784313725,35.00028604352765,437740
0.8470588235294118,0.44313725490196076,0.8470588235294118,134.0010951380773,496859
0.3607843137254902,0.596078431372549,0.8901960784313725,230.00187971461025,185034
0.2196078431372549,0.33725490196078434,0.08235294117647059,34.00027787085543,497112
0.1803921568627451,0.29411764705882354,0.49411764705882355,56.000457669644234,558607
0.5607843137254902,0.6196078431372549,0.9725490196078431,429.00350607638177,258829
0.3686274509803922,0.2549019607843137,0.5568627450980392,358.0029258166542,353416
0.3215686274509804,0.45098039215686275,0.611764705882353,556.0045440057535,462854
0.1803921568627451,0.41568627450980394,0.7725490196078432,1288.0105264018175,462646
0.16470588235294117,0.42745098039215684,0.8274509803921568,8.000065381377748,104959
0.24705882352941178,0.43137254901960786,0.8313725490196079,48.00039228826649,406729
0.17647058823529413,0.45098039215686275,0.8549019607843137,89.00072736782745,229479
0.23137254901960785,0.49411764705882355,0.8274509803921568,2595.021208084407,201641
0.10588235294117647,0.2549019607843137,0.592156862745098,21.00017162611659,55730
0.13333333333333333,0.2627450980392157,0.6274509803921569,149.00121772816055,45164
0.24313725490196078,0.3843137254901961,0.596078431372549,59.00048218766089,291216
0.12156862745098039,0.2823529411764706,0.6549019607843137,4.000032690688874,102012
0.16470588235294117,0.3686274509803922,0.7098039215686275,671.0054838630587,46121
0.7529411764705882,0.15294117647058825,0.10588235294117647,165.00134849091606,306429
0.8431372549019608,0.3137254901960784,0.4666666666666667,163.0013321455716,375691
0.611764705882353,0.803921568627451,0.792156862745098,18.000147108099934,93903
0.7058823529411765,0.9058823529411765,0.8392156862745098,20.000163453444372,92004
0.6196078431372549,0.7607843137254902,0.9411764705882353,118.00096437532179,397657
0.7450980392156863,0.8862745098039215,0.8980392156862745,3.0000245180166556,177542
0.28627450980392155,0.4392156862745098,0.7686274509803922,668.005459345042,487355
0.3137254901960784,0.43137254901960786,0.7647058823529411,102.0008336125663,401914
0.29411764705882354,0.4235294117647059,0.8274509803921568,58.000474014988676,283346
0.3607843137254902,0.4235294117647059,0.8627450980392157,17.000138935427714,253868
0.3137254901960784,0.5019607843137255,0.8392156862745098,218.00178164254365,300230
0.9607843137254902,0.9019607843137255,0.9490196078431372,68.00055574171085,423330
0.9372549019607843,0.9764705882352941,0.9490196078431372,206.001683570477,35250
1.0,1.0,0.9098039215686274,961.007853938002,47396
0.9490196078431372,0.9019607843137255,0.9568627450980393,672.0054920357309,500803
0.8745098039215686,0.8862745098039215,0.3176470588235294,3.0000245180166556,438535
0.8392156862745098,0.8666666666666667,0.5019607843137255,115.00093985730513,181136
0.807843137254902,0.8509803921568627,0.6235294117647059,128.00104610204397,351789
0.8509803921568627,0.7764705882352941,0.7019607843137254,140.0011441741106,339662
0.7568627450980392,0.8823529411764706,0.7411764705882353,92.00075188584411,166130
0.5019607843137255,0.3333333333333333,0.8117647058823529,73.00059660507195,268325
0.6431372549019608,0.34901960784313724,0.7843137254901961,18.000147108099934,145899
