image,height,width,full_size,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,8,4,8,4,True,True,1731964.0000000002,2754.7747732720563,0.982717657035266,14.018300511864295,14.100000000000001,8.361396675049408,60.070529388008495,1874812162.4258869,10051567098.0,4.338260599994101,True,8,8,results\ranked_egq_size\images\cvete\reference_k_8_palette_4\compressed.png,results\ranked_egq_size\images\cvete\reference_k_8_palette_4\palette.png
