x0,x1,weight,source_index
-74.0013,40.6878,3783.086643781172,64430
-74.0083,40.8112,31.000710007194378,592209
-73.9666,40.8017,6138.140581424486,221713
-73.9779,40.776,17844.408689302465,405065
-73.957,40.7229,20253.463863732508,101635
-73.9744,40.7443,13067.29927948416,739875
-73.8909,40.8345,656.0150246683713,385620
-74.0449,40.721,1401.0320877444942,57250
-74.0331,40.7361,2450.0561134718137,65738
-73.8904,40.6994,718.01644468276,98763
-73.8983,40.7461,2691.0616332051636,281849
-73.9799,40.6608,7035.161125826208,364131
-73.9743,40.6505,4572.1047146094415,349411
-73.9845,40.6917,17915.410315447978,56395
-73.9747,40.6872,12565.287781948302,603150
-73.9943,40.73,38226.87550758104,551231
-73.9754,40.7342,21387.489836253746,337529
-73.9992,40.7416,41981.96151006539,101869
-73.9874,40.7416,34100.781007913814,577473
-73.9939,40.7517,30898.707671041673,569860
-73.9772,40.759,58220.3334164145,307508
-73.992,40.7664,10619.243211819261,228191
-73.9803,40.7748,27687.63412803841,708412
-73.9686,40.7557,41012.939316614706,289957
-73.9621,40.7559,2630.0602360942326,129337
-73.9663,40.7722,20279.46445922241,322044
-73.9572,40.7744,18182.41643067123,296186
-73.8861,40.7727,3062.0701303880383,607778
-73.8626,40.7685,15358.351751306169,47352
-73.852,40.789,10.000229034578831,736829
-73.9369,40.7007,10121.231805897236,384534
-73.923,40.7016,1961.0449136809088,230330
-73.9418,40.7278,3930.0900105894807,265889
-73.9241,40.7449,1478.0338513107513,434332
-73.9297,40.7593,5525.1265416048045,652074
-73.9197,40.7554,3979.091132858917,451150
-73.9319,40.7968,6880.157575790236,50761
-73.9019,40.7784,967.022147643773,408951
-74.0059,40.7372,33744.77285428281,106087
-74.0086,40.7432,32512.744637222695,134035
-74.0131,40.7054,6347.145368247185,592879
-74.0081,40.7078,18244.41785068562,314820
-74.0139,40.714,5884.134763946185,459380
-74.0031,40.725,34174.7827027697,399797
-73.9927,40.7027,3042.0696723188803,497071
-73.985,40.7023,2067.0473414474445,250479
-73.9909,40.714,32108.73538422571,426443
-73.9781,40.7238,10779.246876372523,12868
-73.9393,40.6695,1826.0418217140946,98344
-73.9189,40.6599,405.0092759004427,608695
-73.948,40.6932,5385.123335120701,100530
-73.9161,40.6819,2420.0554263680774,508687
-74.0379,40.7683,818.0187350285485,334493
-74.0008,40.7576,8076.184968325864,664217
-74.0479,40.7818,110.00251938036715,139320
-74.0202,40.7784,211.00483262961333,437352
-73.9402,40.823,4525.103638146921,282311
-73.9171,40.8164,321.0073520099805,139019
-73.9284,40.8334,3146.0720542785,415020
-73.9226,40.8271,539.012344963799,436123
-73.9639,40.7769,4659.106707210278,351388
-73.9591,40.7752,13634.312265744778,244681
-73.9688,40.7912,6106.139848513834,396852
-73.9553,40.7876,1554.0355919735505,201408
