dataset,n,d,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,cost_over_initial,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size
Donuts,1000000,2,3,1024,1026,1024,True,True,1000000.0,0.004184374725862171,0.418437472586217,0.06468674304571355,0.1,9.343961334523659e-05,9.485371692322053e-05,617914.5701664289,1911.7650423230725,0.003093898630369176,2.3469555000192486,True,1026,1026
