dataset,n,d,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,cost_over_initial,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size
Donuts,1000000,2,3,8,10,8,True,True,1000000.0000000001,93.45617310811329,0.9932636104592759,9.667273302649164,9.700000000000001,1.8115284688458746,2.4405913577399807,617914.5701664289,209047.7523180071,0.33831173824190974,0.7169572999991942,True,10,10
