r,g,b
48.0,30.0,20.0
114.0,140.0,115.0
224.0,148.0,0.0
67.0,87.0,52.0
197.0,59.0,23.0
127.0,15.0,11.0
216.0,168.0,106.0
14.0,11.0,4.0
