image,height,width,full_size,colors,target_coreset_size,raw_coreset_size,actual_coreset_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,full_final_cost,coreset_final_cost,runtime_seconds,chunk_size,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,8,1024,1027,1024,True,True,1731964.0,0.14783876851199937,0.6844387431111079,0.5287650951240457,0.6000000000000001,0.0011898057572877945,0.0012158183632316863,1874812162.4258869,2148201164.0,2143185162.291645,7.4502336000150535,250000,True,1027,1027,results\ranked_egq_size\images\cvete\colors_8_target_1024\compressed.png,results\ranked_egq_size\images\cvete\colors_8_target_1024\palette.png
