dataset,n,d,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,cost_over_initial,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size
Donuts,1000000,2,3,64,65,64,True,True,1000000.0,1.3985692057884116,0.9712286151308411,1.1826111811531343,1.2000000000000002,0.03077785559761891,0.03217020373594141,617914.5701664289,35098.43767569255,0.05680144047459367,1.196507400018163,True,65,65
