image,target_coreset_size,raw_coreset_size,final_coreset_size,trimmed_to_exact,beta,eps,reference_k,full_size,height,width,reference_cost,render_cost,output_path
color_wheel.png,2,7,2,True,1048576.0,0.1,8,774000,900,860,4473456741.0,16618299761.0,results\pictures_fixed_coreset\color_wheel\color_wheel_coreset_2.png
color_wheel.png,4,7,4,True,1048576.0,0.1,8,774000,900,860,4473456741.0,5835444658.0,results\pictures_fixed_coreset\color_wheel\color_wheel_coreset_4.png
color_wheel.png,8,13,8,True,131072.0,0.1,8,774000,900,860,4473456741.0,3434691174.0,results\pictures_fixed_coreset\color_wheel\color_wheel_coreset_8.png
color_wheel.png,32,34,32,True,24576.0,0.1,8,774000,900,860,4473456741.0,1205296875.0,results\pictures_fixed_coreset\color_wheel\color_wheel_coreset_32.png
color_wheel.png,128,132,128,True,896.0000000000001,0.1,8,774000,900,860,4473456741.0,157844597.0,results\pictures_fixed_coreset\color_wheel\color_wheel_coreset_128.png
