r,g,b,weight,source_index
120.0,120.0,128.0,215.0,157722
255.0,127.0,128.0,320.0,689687
118.0,134.0,167.0,279.0,195265
48.0,62.0,71.0,337.0,93623
99.0,45.0,79.0,1549.0,209010
56.0,70.0,81.0,948.0,93624
131.0,51.0,110.0,166.0,235504
197.0,56.0,65.0,123.0,293930
190.0,106.0,72.0,22720.0,908875
198.0,104.0,92.0,25098.0,529915
170.0,140.0,50.0,7077.0,1705989
225.0,195.0,45.0,4233.0,1220587
158.0,198.0,101.0,28.0,193424
255.0,206.0,97.0,14658.0,646789
37.0,9.0,8.0,57248.0,271388
31.0,36.0,13.0,22715.0,1550980
45.0,49.0,22.0,72287.0,10831
28.0,27.0,41.0,713.0,178449
47.0,31.0,34.0,2300.0,198133
29.0,32.0,49.0,301.0,181776
45.0,47.0,34.0,30983.0,10530
158.0,0.0,5.0,64573.0,260586
179.0,21.0,22.0,40090.0,377523
137.0,41.0,1.0,43120.0,688759
181.0,62.0,22.0,35407.0,1469417
159.0,29.0,37.0,1046.0,513942
173.0,28.0,33.0,1214.0,523845
130.0,56.0,57.0,6661.0,285185
182.0,63.0,39.0,10702.0,818858
69.0,26.0,19.0,35095.0,945307
103.0,28.0,22.0,72811.0,371003
82.0,49.0,0.0,33002.0,903276
120.0,48.0,26.0,44344.0,1590752
71.0,14.0,59.0,860.0,217758
123.0,21.0,32.0,105.0,283219
79.0,38.0,34.0,6747.0,1451952
104.0,45.0,41.0,4626.0,1416320
107.0,136.0,54.0,2553.0,978135
139.0,165.0,130.0,6137.0,1015161
214.0,184.0,130.0,15442.0,1160663
161.0,193.0,156.0,187.0,1369095
229.0,212.0,142.0,21273.0,943694
180.0,186.0,200.0,170.0,100475
252.0,191.0,196.0,25.0,786093
185.0,203.0,215.0,68.0,96558
235.0,219.0,196.0,970.0,516376
89.0,77.0,19.0,8991.0,1461626
97.0,68.0,0.0,19284.0,1632864
71.0,98.0,21.0,848.0,1073080
125.0,96.0,0.0,1094.0,1605206
72.0,90.0,48.0,51477.0,906114
127.0,72.0,33.0,12811.0,1514975
91.0,114.0,60.0,19339.0,1706396
110.0,96.0,59.0,6906.0,1019623
130.0,87.0,18.0,25727.0,892553
180.0,69.0,13.0,28484.0,668066
137.0,98.0,21.0,5372.0,407241
175.0,106.0,15.0,14495.0,1547291
128.0,74.0,40.0,10592.0,576264
173.0,66.0,50.0,17609.0,703998
158.0,102.0,43.0,7937.0,345025
181.0,125.0,42.0,9258.0,634402
215.0,79.0,1.0,29981.0,978998
229.0,92.0,24.0,1470.0,1222651
205.0,101.0,16.0,18915.0,1307445
232.0,122.0,24.0,8904.0,683366
221.0,80.0,34.0,14589.0,712161
227.0,77.0,53.0,1562.0,513857
200.0,110.0,48.0,13154.0,1447737
225.0,98.0,47.0,3900.0,744772
79.0,88.0,67.0,16232.0,186908
119.0,83.0,69.0,2977.0,297187
75.0,99.0,67.0,38790.0,1505689
108.0,125.0,91.0,27767.0,518332
73.0,90.0,97.0,440.0,94693
111.0,95.0,96.0,180.0,106700
95.0,125.0,97.0,478.0,1431365
114.0,127.0,110.0,5270.0,1007445
3.0,3.0,3.0,143075.0,177275
20.0,15.0,0.0,21368.0,1135055
13.0,16.0,5.0,24177.0,1415652
18.0,22.0,8.0,115859.0,1533213
12.0,9.0,16.0,514.0,185355
16.0,14.0,17.0,2376.0,254174
15.0,16.0,18.0,257.0,203324
26.0,23.0,18.0,24214.0,192440
218.0,152.0,91.0,9303.0,535497
241.0,129.0,79.0,5099.0,1282988
212.0,177.0,83.0,5635.0,1296284
255.0,172.0,89.0,8855.0,674121
212.0,132.0,99.0,7923.0,974723
240.0,136.0,99.0,5951.0,1308696
217.0,187.0,114.0,11649.0,698100
250.0,163.0,96.0,7324.0,1148403
216.0,153.0,22.0,12718.0,1377517
234.0,153.0,0.0,12180.0,1169231
207.0,162.0,0.0,4782.0,1229385
230.0,175.0,0.0,9385.0,1512700
198.0,134.0,44.0,7144.0,1320008
225.0,138.0,41.0,4173.0,854326
210.0,177.0,62.0,2000.0,1214588
231.0,190.0,38.0,5440.0,1205726
93.0,128.0,64.0,975.0,1523009
118.0,131.0,88.0,29354.0,1097151
124.0,163.0,82.0,104.0,1021121
95.0,131.0,103.0,31.0,1234766
117.0,149.0,110.0,13644.0,1379940
124.0,161.0,118.0,467.0,1370080
209.0,28.0,0.0,15348.0,730343
233.0,21.0,0.0,1268.0,1547757
215.0,35.0,0.0,15474.0,1486548
224.0,55.0,26.0,1211.0,434943
202.0,26.0,37.0,115.0,248737
225.0,26.0,33.0,90.0,796748
194.0,47.0,37.0,3739.0,352817
233.0,59.0,48.0,247.0,492220
62.0,78.0,31.0,7114.0,1152693
63.0,96.0,17.0,9.0,158971
49.0,75.0,36.0,25465.0,1684339
62.0,97.0,41.0,26.0,1533808
156.0,128.0,80.0,3443.0,424392
160.0,155.0,89.0,7967.0,909392
152.0,163.0,95.0,349.0,881517
177.0,170.0,92.0,685.0,1210010
154.0,138.0,102.0,7049.0,654095
182.0,129.0,97.0,4369.0,331577
144.0,174.0,122.0,2755.0,954817
190.0,167.0,115.0,2906.0,280122
