image,height,width,full_size,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,8,128,128,128,False,False,1731964.0,7.253011576919959,0.9066264471149948,1.935706270405743,2.0,0.054405365331649407,0.06399751377345946,1874812162.4258869,457101488.0,6.104075000010198,True,128,128,results\ranked_egq_size\images\cvete\reference_k_8_palette_128\compressed.png,results\ranked_egq_size\images\cvete\reference_k_8_palette_128\palette.png
