r,g,b,weight,source_index
110.0,125.0,154.0,215.0001241366011,186370
124.0,149.0,128.0,279.0001610888917,1681450
142.0,196.0,76.0,28.00001616662712,190458
31.0,33.0,46.0,301.00017379124154,141891
98.0,29.0,32.0,105.0000606248517,1438077
216.0,186.0,198.0,25.0000144344885,275352
176.0,193.0,201.0,68.00003926180872,100502
73.0,87.0,98.0,440.00025404699755,96702
122.0,77.0,106.0,180.0001039283172,247335
10.0,11.0,16.0,514.0002967730835,188693
13.0,17.0,16.0,257.00014838654175,186095
117.0,161.0,86.0,104.00006004747216,1284231
95.0,129.0,102.0,31.000017898765737,1236743
200.0,31.0,38.0,115.00006639864709,264540
227.0,28.0,35.0,90.0000519641586,793786
226.0,35.0,40.0,247.00014261274637,802671
63.0,97.0,13.0,9.00000519641586,265784
59.0,97.0,46.0,26.00001501186804,1606458
146.0,167.0,76.0,349.0002015054595,162766
219.0,93.0,105.0,13.00000750593402,345674
251.0,90.0,96.0,14.00000808331356,250927
132.0,89.0,108.0,132.00007621409927,282186
168.0,91.0,99.0,9.00000519641586,252565
106.0,13.0,23.0,295.0001703269643,282224
118.0,13.0,18.0,1212.0006997840023,813169
99.0,28.0,26.0,1665.000961336934,305257
52.0,53.0,9.0,1602.000924962023,50039
155.0,14.0,31.0,1216.0007020935207,486359
196.0,133.0,178.0,27.000015589247578,233555
255.0,152.0,161.0,5.0000028868977,422065
206.0,179.0,184.0,337.00019457690496,275361
219.0,194.0,75.0,195.00011258901029,1225459
255.0,233.0,87.0,107.00006177961077,353750
241.0,229.0,121.0,354.00020439235715,1265978
34.0,6.0,18.0,1798.0010381284128,204099
57.0,0.0,24.0,240.0001385710896,222874
53.0,29.0,19.0,1427.0008239206036,1433118
165.0,7.0,21.0,338.0001951542845,633750
189.0,3.0,16.0,255.00014723178268,747337
176.0,30.0,31.0,1038.0005993199625,262453
77.0,112.0,72.0,125.0000721724425,886550
77.0,110.0,81.0,280.0001616662712,1322760
79.0,119.0,82.0,22.000012702349878,1657310
6.0,7.0,9.0,831.0004798023976,187517
8.0,7.0,13.0,1105.0006380043917,161653
7.0,9.0,8.0,326.00018822573,179773
178.0,38.0,21.0,1670.0009642238317,356829
68.0,15.0,25.0,119.00006870816526,265055
82.0,11.0,17.0,152.00008776169008,292081
67.0,31.0,19.0,1211.0006992066228,892198
94.0,30.0,18.0,1185.0006841947547,1642406
43.0,41.0,55.0,295.0001703269643,145853
57.0,34.0,50.0,167.00009642238317,217700
44.0,52.0,54.0,258.00014896392133,176783
214.0,69.0,16.0,1093.0006310758372,1354184
211.0,87.0,23.0,1418.0008187241876,999476
113.0,143.0,79.0,779.0004497786616,1630252
111.0,145.0,71.0,346.00019977332084,1728836
122.0,157.0,67.0,372.00021478518886,280611
111.0,146.0,92.0,1272.000734426775,1186397
27.0,16.0,0.0,4462.002576267508,837885
20.0,24.0,7.0,6782.00391578804,1140318
24.0,25.0,7.0,4544.00262361263,24421
27.0,21.0,9.0,5524.003189444578,1457856
174.0,93.0,28.0,1436.0008291170193,1542543
159.0,129.0,0.0,171.00009873190135,1513617
157.0,160.0,29.0,14.00000808331356,1479
180.0,160.0,29.0,64.00003695229056,344856
132.0,169.0,56.0,24.00001385710896,161781
184.0,165.0,63.0,151.00008718431053,1049263
121.0,102.0,70.0,1468.0008475931647,832739
123.0,114.0,75.0,1485.0008574086169,474155
115.0,111.0,84.0,825.0004763381205,134007
141.0,78.0,27.0,1790.0010335093766,443720
147.0,87.0,25.0,1312.0007575219565,560202
46.0,65.0,37.0,1058.0006108675532,1443413
47.0,83.0,37.0,1.00000057737954,978193
47.0,76.0,48.0,64.00003695229056,1684537
47.0,84.0,50.0,1.00000057737954,1462693
151.0,149.0,162.0,195.00011258901029,179459
181.0,150.0,166.0,40.0000230951816,244354
157.0,164.0,170.0,165.0000952676241,110432
175.0,189.0,166.0,437.000252314859,984423
14.0,39.0,0.0,267.00015416033716,291464
31.0,48.0,14.0,422.00024365416584,267822
14.0,32.0,18.0,4.00000230951816,1541274
31.0,49.0,27.0,273.0001576246144,1667558
79.0,110.0,43.0,1586.0009157239504,294437
74.0,114.0,43.0,79.00004561298366,1690374
92.0,113.0,36.0,968.0005589033947,1441967
79.0,113.0,63.0,110.00006351174939,1549154
107.0,81.0,6.0,533.0003077432948,428883
127.0,82.0,15.0,1486.0008579859964,370814
99.0,93.0,31.0,932.0005381177313,1050347
197.0,110.0,17.0,1187.000685349514,1241025
217.0,96.0,25.0,1244.0007182601478,1271114
204.0,112.0,25.0,987.000569873606,434756
223.0,115.0,17.0,647.0003735645623,438714
163.0,92.0,40.0,1487.000858563376,621260
172.0,76.0,52.0,1593.0009197656073,305204
174.0,94.0,59.0,1558.0008995573232,789036
222.0,192.0,18.0,101.00005831533353,1214939
255.0,224.0,10.0,8.00000461903632,705744
223.0,194.0,41.0,101.00005831533353,1222565
246.0,226.0,41.0,23.00001327972942,711673
79.0,75.0,66.0,1320.0007621409927,15192
94.0,69.0,64.0,1097.0006333853553,210223
68.0,78.0,90.0,413.00023845775,101648
92.0,68.0,82.0,33.00001905352482,229505
71.0,80.0,95.0,475.00027425528145,102577
92.0,92.0,82.0,667.0003851121531,154452
212.0,43.0,0.0,1702.000982699977,716531
206.0,46.0,30.0,1180.0006813078571,608141
213.0,33.0,18.0,544.0003140944698,1622087
200.0,55.0,26.0,1182.0006824626162,356453
223.0,55.0,19.0,676.000390308569,516849
219.0,2.0,0.0,1433.0008273848807,1553678
206.0,6.0,16.0,1016.0005866176126,773046
218.0,5.0,25.0,742.0004284156187,779936
192.0,23.0,18.0,655.0003781835986,578447
216.0,29.0,20.0,289.000166862687,513910
209.0,72.0,40.0,815.000470564325,776525
222.0,93.0,38.0,1386.0008002480424,747737
221.0,71.0,54.0,444.00025635651576,526347
218.0,93.0,63.0,1742.0010057951586,450316
174.0,117.0,2.0,993.0005733378832,1269029
172.0,109.0,16.0,1120.0006466650848,1465245
188.0,96.0,19.0,1144.0006605221938,1254177
165.0,112.0,20.0,731.0004220644437,469617
180.0,124.0,27.0,1093.0006310758372,1502686
221.0,113.0,67.0,1544.0008914740097,808679
192.0,105.0,85.0,1101.0006356948734,1112859
213.0,110.0,93.0,795.0004590167342,1145388
109.0,146.0,103.0,485.00028002907686,1628092
107.0,131.0,117.0,425.00024538630447,1713060
115.0,142.0,125.0,1047.0006045163784,1714056
109.0,148.0,117.0,24.00001385710896,1438437
122.0,159.0,116.0,1383.0007985159039,1619217
192.0,127.0,35.0,859.0004959690248,408226
223.0,117.0,41.0,802.000463058391,850179
223.0,104.0,48.0,1701.0009821225974,997478
199.0,123.0,61.0,1384.0007990932834,1236439
220.0,126.0,62.0,1269.000732694636,1290943
116.0,78.0,33.0,1640.0009469024455,1219402
110.0,94.0,45.0,1698.0009803904588,1488311
97.0,67.0,56.0,848.0004896178499,891202
119.0,66.0,48.0,676.000390308569,408100
112.0,83.0,53.0,1493.000862027653,515984
204.0,148.0,1.0,1171.0006761114412,1193902
200.0,131.0,27.0,1018.0005877723717,1183690
223.0,143.0,30.0,773.0004463143844,1194009
204.0,150.0,16.0,309.00017841027784,1564680
215.0,153.0,18.0,743.0004289929982,1301360
245.0,138.0,0.0,1789.001032931997,1137605
238.0,135.0,17.0,558.0003221777833,551630
255.0,129.0,16.0,457.00026386244974,531779
237.0,147.0,27.0,646.0003729871828,436154
247.0,152.0,26.0,574.000331415856,653716
204.0,169.0,105.0,1671.0009648012112,1255816
213.0,166.0,96.0,1150.000663986471,358844
202.0,181.0,100.0,657.0003793383578,439784
204.0,168.0,116.0,1183.0006830399957,324662
213.0,174.0,117.0,717.0004139811301,513213
172.0,34.0,34.0,1464.0008452836464,799347
188.0,41.0,34.0,1558.0008995573232,688661
170.0,47.0,50.0,134.00007736885834,754879
184.0,46.0,61.0,462.0002667493475,547531
161.0,52.0,49.0,621.0003585526944,511631
179.0,63.0,50.0,1092.0006304984577,245893
141.0,72.0,41.0,1646.0009503667227,305422
140.0,89.0,32.0,1490.0008602955145,822861
152.0,89.0,45.0,1212.0006997840023,1129540
128.0,74.0,48.0,757.0004370763118,403974
156.0,69.0,49.0,1063.000613754451,417967
138.0,90.0,50.0,1302.000751748161,864054
158.0,95.0,60.0,1086.0006270341803,605062
95.0,134.0,27.0,8.00000461903632,193417
122.0,155.0,24.0,74.00004272608595,166698
117.0,165.0,30.0,5.0000028868977,163732
94.0,129.0,49.0,148.0000854521719,981098
123.0,162.0,55.0,32.00001847614528,189463
242.0,195.0,141.0,1056.0006097127941,417522
237.0,210.0,133.0,998.0005762247808,440352
255.0,221.0,129.0,1393.000804289699,586545
228.0,198.0,144.0,1003.0005791116786,492451
255.0,197.0,151.0,707.0004082073348,780103
228.0,213.0,146.0,1404.000810640874,1077099
247.0,218.0,152.0,1163.000671492405,629648
240.0,169.0,3.0,1638.0009457476865,928700
233.0,177.0,0.0,1542.0008903192506,933645
254.0,191.0,2.0,1161.000670337646,1558743
227.0,168.0,28.0,592.0003418086876,1447474
240.0,170.0,20.0,580.0003348801332,1549251
237.0,180.0,28.0,376.000217094707,595453
240.0,184.0,25.0,423.0002442315454,1097284
201.0,139.0,64.0,1165.000672647164,358968
208.0,128.0,75.0,942.0005438915266,720090
203.0,148.0,65.0,1241.000716528009,1183524
218.0,157.0,76.0,953.0005502427016,1483900
206.0,140.0,88.0,1234.0007124863523,916528
221.0,137.0,90.0,1628.000939973891,960907
200.0,156.0,95.0,1251.0007223018044,785289
215.0,156.0,80.0,889.000513290411,788020
160.0,106.0,34.0,1013.0005848854739,839554
181.0,96.0,42.0,1450.0008372003329,663577
162.0,127.0,46.0,996.0005750700218,412710
177.0,121.0,44.0,948.0005473558039,970174
160.0,101.0,59.0,1107.0006391591508,1499569
187.0,97.0,63.0,1597.0009220751253,464442
171.0,122.0,56.0,1194.0006893911707,1068523
184.0,116.0,55.0,953.0005502427016,341299
68.0,79.0,10.0,597.0003446955853,108341
81.0,64.0,12.0,978.00056467719,217268
71.0,82.0,13.0,219.00012644611925,911464
90.0,90.0,0.0,170.0000981545218,320119
67.0,93.0,22.0,1473.0008504800624,242061
91.0,84.0,29.0,708.0004087847143,366548
241.0,103.0,12.0,66.00003810704963,726351
244.0,125.0,7.0,662.0003822252554,667177
229.0,98.0,30.0,794.0004584393547,547957
251.0,109.0,25.0,90.0000519641586,700985
232.0,122.0,24.0,642.0003706776647,557867
242.0,123.0,29.0,263.000151850819,838318
239.0,175.0,69.0,1324.0007644505108,440957
247.0,163.0,65.0,774.0004468917639,557532
239.0,182.0,75.0,1108.0006397365303,856214
242.0,180.0,71.0,1162.0006709150255,517224
224.0,164.0,91.0,1019.0005883497512,1218279
248.0,170.0,95.0,711.0004105168529,559730
232.0,178.0,88.0,1275.0007361589135,578223
246.0,187.0,95.0,1482.0008556764783,601385
175.0,99.0,75.0,1034.0005970104444,802865
164.0,119.0,78.0,864.0004988559225,336901
190.0,114.0,65.0,1072.0006189508667,1502027
168.0,99.0,92.0,507.0002927314268,512142
186.0,104.0,92.0,962.0005554391174,519042
173.0,125.0,87.0,664.0003833800146,356250
184.0,121.0,88.0,996.0005750700218,429304
163.0,139.0,75.0,1360.0007852361744,358881
177.0,132.0,73.0,1215.0007015161411,428238
170.0,147.0,71.0,312.00018014241647,188396
189.0,159.0,73.0,1108.0006397365303,314820
171.0,142.0,86.0,969.0005594807742,407574
191.0,131.0,81.0,861.0004971237839,790012
170.0,146.0,86.0,632.0003649038692,530570
