image,height,width,full_size,colors,target_coreset_size,raw_coreset_size,actual_coreset_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,full_final_cost,coreset_final_cost,runtime_seconds,chunk_size,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,16,2500,2501,2500,True,True,1731964.0000000005,0.1152779223119999,0.9222233784959992,0.4866858430770681,0.5,0.0004651850626733678,0.0004726880475551963,981757713.3988365,1239502746.0,1232703150.7371674,11.36862470000051,250000,True,2501,2501,results\ranked_egq_size\images\cvete\colors_16_target_2500\compressed.png,results\ranked_egq_size\images\cvete\colors_16_target_2500\palette.png
