r,g,b
87.0,47.0,0.0
134.0,19.0,14.0
107.0,87.0,52.0
235.0,144.0,11.0
14.0,14.0,2.0
248.0,157.0,130.0
72.0,68.0,59.0
193.0,97.0,11.0
142.0,43.0,0.0
36.0,37.0,6.0
197.0,20.0,10.0
153.0,134.0,92.0
100.0,124.0,88.0
172.0,76.0,16.0
199.0,123.0,61.0
213.0,166.0,96.0
