image,height,width,full_size,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,8,256,257,256,True,True,1731964.0000000002,2.030221250702491,0.9240879611754623,1.2662354162041896,1.3,0.01624758205841283,0.016790595207491568,1874812162.4258869,245284570.0,7.610790300008375,True,257,257,results\ranked_egq_size\images\cvete\reference_k_8_palette_256\compressed.png,results\ranked_egq_size\images\cvete\reference_k_8_palette_256\palette.png
