r,g,b,weight,source_index
120.0,120.0,128.0,215.00062068443884,157722
255.0,127.0,128.0,320.00092380939736,689687
118.0,134.0,167.0,279.0008054463183,195265
48.0,62.0,71.0,337.0009728867716,93623
99.0,45.0,79.0,1549.004471814864,209010
56.0,70.0,81.0,948.0027367853396,93624
131.0,51.0,110.0,166.00047922612487,235504
197.0,56.0,65.0,123.0003550892371,293930
184.0,150.0,50.0,7077.020430622203,429903
245.0,203.0,59.0,4233.012220266184,668132
144.0,195.0,74.0,28.000080833322265,192435
31.0,53.0,7.0,22715.065576032688,278801
28.0,28.0,36.0,713.0020583628134,146825
49.0,26.0,42.0,2300.006639880043,221801
27.0,45.0,33.0,301.00086895821437,1523488
141.0,12.0,32.0,1046.0030197019676,391326
173.0,28.0,43.0,1214.0035047019012,548511
156.0,43.0,45.0,6661.019229669986,253706
169.0,58.0,47.0,10702.030895650532,1427274
68.0,28.0,54.0,860.0024827377554,219888
124.0,24.0,34.0,105.0003031249585,281235
80.0,63.0,35.0,6747.019477943762,118196
103.0,44.0,38.0,4626.0133548196,1119309
108.0,139.0,61.0,2553.0073702668483,290513
133.0,152.0,132.0,6137.017716932099,895289
190.0,198.0,139.0,187.00053985111657,1541173
184.0,188.0,200.0,170.00049077374234,160687
206.0,188.0,210.0,25.000072172609165,103454
183.0,199.0,214.0,68.00019630949693,101485
255.0,202.0,192.0,970.0028002972357,755341
85.0,65.0,15.0,8991.02595615716,360884
107.0,68.0,1.0,19284.05567106381,896464
79.0,109.0,13.0,848.0024480949029,284597
122.0,127.0,7.0,1094.003158273377,5436
123.0,83.0,32.0,12811.03698413184,860573
78.0,100.0,62.0,19339.055829843546,1151803
125.0,102.0,35.0,6906.019936961557,521070
157.0,78.0,0.0,25727.074271388643,1474143
176.0,65.0,0.0,28484.08223058398,614143
151.0,99.0,23.0,5372.015508450258,1263676
161.0,107.0,19.0,14495.041845678796,970177
157.0,74.0,42.0,10592.030578091051,1064644
169.0,80.0,40.0,17609.050835498994,1049809
151.0,111.0,49.0,7937.022913359959,368913
178.0,104.0,39.0,9258.026726960627,846735
211.0,80.0,0.0,29981.086552279816,1170260
224.0,94.0,0.0,1470.004243749419,1238447
201.0,105.0,2.0,18915.054605796096,1296576
226.0,117.0,0.0,8904.02570499648,1203654
195.0,94.0,48.0,14589.042117047806,925404
225.0,68.0,63.0,1562.0045093446208,286412
193.0,108.0,41.0,13154.037974340039,1512876
227.0,115.0,41.0,3900.01125892703,954010
79.0,95.0,66.0,16232.04686023168,862824
98.0,94.0,65.0,2977.0085943142994,1612491
98.0,123.0,81.0,27767.080160673548,1717772
82.0,89.0,105.0,440.00127023792135,197266
121.0,72.0,102.0,180.000519642786,219701
95.0,99.0,102.0,478.0013799402873,108508
96.0,124.0,101.0,5270.015213986012,1315846
20.0,14.0,2.0,21368.06168737251,842835
7.0,27.0,0.0,24177.069796686872,270774
25.0,27.0,13.0,115859.33447385301,1339172
10.0,8.0,21.0,514.0014838688445,151783
26.0,5.0,20.0,2376.006859284775,219779
15.0,19.0,18.0,257.00074193442225,183681
27.0,26.0,22.0,24214.069903502335,198851
212.0,141.0,89.0,9303.026856871324,775182
255.0,130.0,66.0,5099.0147203253655,543020
220.0,171.0,69.0,5635.016267706106,547330
246.0,174.0,64.0,8855.025563538167,1176750
222.0,147.0,118.0,7923.022872943297,1300772
242.0,139.0,120.0,5951.0171799678865,685537
208.0,185.0,117.0,11649.033629548967,415380
247.0,168.0,99.0,7324.021143687582,855325
206.0,131.0,12.0,12718.036715649736,1485999
228.0,155.0,14.0,12180.035162495185,1211745
219.0,180.0,25.0,4782.013805176682,1214950
241.0,172.0,17.0,9385.02709359748,1546283
222.0,134.0,60.0,7144.020624044795,1126586
233.0,150.0,48.0,4173.012047051922,442652
218.0,189.0,35.0,2000.0057738087332,1549212
240.0,175.0,59.0,5440.015704759755,1168562
95.0,130.0,74.0,975.0028147317576,1411635
99.0,132.0,77.0,29354.08474219078,1700914
121.0,163.0,89.0,104.00030023805414,1290164
94.0,129.0,96.0,31.000089494035368,1617261
113.0,134.0,101.0,13644.039388923178,1027845
125.0,162.0,111.0,467.00134818433924,1244162
