dataset,n,d,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,cost_over_initial,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size
Donuts,1000000,2,3,256,256,256,False,False,1000000.0,0.08075096799304757,0.8972329777005282,0.2841671479834493,0.30000000000000004,0.001778144601649362,0.001856319148165594,617914.5701664289,8263.95402499514,0.013373942651602033,1.730284200020833,True,256,256
