x0,x1,weight,source_index
-74.0106,40.6719,3783.086643781172,574184
-74.0093,40.8245,31.000710007194378,487940
-73.9544,40.8224,6138.140581424486,658435
-73.9808,40.785,17844.408689302465,15664
-73.9565,40.7188,20253.463863732508,660916
-73.9749,40.7418,13067.29927948416,729715
-73.8955,40.8298,656.0150246683713,528013
-74.0489,40.7213,1401.0320877444942,21852
-74.0441,40.7275,2450.0561134718137,195758
-73.8513,40.694,718.01644468276,282655
-73.8747,40.7352,2691.0616332051636,590820
-73.9781,40.6632,7035.161125826208,301084
-73.9668,40.6744,4572.1047146094415,198199
-73.9955,40.6831,17915.410315447978,520909
-73.9723,40.677,12565.287781948302,436569
-73.9893,40.733,38226.87550758104,188654
-73.9835,40.7301,21387.489836253746,470123
-73.9878,40.7464,41981.96151006539,66323
-73.9853,40.7484,34100.781007913814,281667
-73.9978,40.7508,30898.707671041673,160415
-73.9796,40.7609,58220.3334164145,143233
-73.9925,40.7699,10619.243211819261,524487
-73.9817,40.7707,27687.63412803841,382838
-73.9732,40.7551,41012.939316614706,295663
-73.9601,40.7604,2630.0602360942326,76018
-73.9666,40.7675,20279.46445922241,395440
-73.9521,40.7693,18182.41643067123,662147
-73.8996,40.7693,3062.0701303880383,706865
-73.8724,40.7739,15358.351751306169,489406
-73.8524,40.7858,10.000229034578831,712550
-73.9415,40.712,10121.231805897236,728497
-73.9235,40.7117,1961.0449136809088,573001
-73.9339,40.7359,3930.0900105894807,705620
-73.903,40.7281,1478.0338513107513,234808
-73.945,40.7734,5525.1265416048045,436096
-73.9217,40.7626,3979.091132858917,612932
-73.9492,40.7759,6880.157575790236,77453
-73.9174,40.7808,967.022147643773,445870
-74.0082,40.7312,33744.77285428281,441111
-74.0013,40.7482,32512.744637222695,678529
-74.0137,40.709,6347.145368247185,249287
-74.0096,40.7038,18244.41785068562,403898
-74.0144,40.7164,5884.134763946185,550399
-74.0013,40.7242,34174.7827027697,484040
-73.9951,40.7002,3042.0696723188803,609970
-73.983,40.7008,2067.0473414474445,668717
-73.9974,40.7244,32108.73538422571,436672
-73.985,40.7221,10779.246876372523,231289
-73.9264,40.6713,1826.0418217140946,300686
-73.9053,40.656,405.0092759004427,563198
-73.9428,40.6886,5385.123335120701,325114
-73.9128,40.6978,2420.0554263680774,499314
-74.0262,40.7528,818.0187350285485,10702
-74.0074,40.7516,8076.184968325864,653674
-74.0454,40.7881,110.00251938036715,49528
-74.0089,40.7987,211.00483262961333,543715
-73.9402,40.8033,4525.103638146921,5922
-73.9158,40.8153,321.0073520099805,319970
-73.9407,40.8334,3146.0720542785,489936
-73.9243,40.8361,539.012344963799,419186
-73.9728,40.7858,4659.106707210278,636181
-73.9596,40.7795,13634.312265744778,98441
-73.9697,40.7997,6106.139848513834,342908
-73.9534,40.791,1554.0355919735505,296586
