image,height,width,full_size,colors,target_coreset_size,raw_coreset_size,actual_coreset_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,full_final_cost,coreset_final_cost,runtime_seconds,chunk_size,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,4,2500,2501,2500,True,True,1731964.0000000005,0.008085696998519196,0.2994702592044145,0.2007116067307441,0.30000000000000004,0.00013051399225721386,0.00013261905664845925,3499234185.844599,4240324263.0,4241806650.1309586,6.112673800002085,250000,True,2501,2501,results\ranked_egq_size\images\cvete\colors_4_target_2500\compressed.png,results\ranked_egq_size\images\cvete\colors_4_target_2500\palette.png
