r,g,b,weight,source_index
115.0,124.0,139.0,215.0001241366011,91776
127.0,140.0,133.0,279.0001610888917,1069677
158.0,192.0,97.0,28.00001616662712,196387
31.0,47.0,36.0,301.00017379124154,1522507
123.0,21.0,32.0,105.0000606248517,283219
255.0,191.0,193.0,25.0000144344885,780066
180.0,197.0,213.0,68.00003926180872,98526
87.0,95.0,108.0,440.00025404699755,106460
122.0,91.0,107.0,180.0001039283172,210817
13.0,10.0,17.0,514.0002967730835,139306
14.0,18.0,19.0,257.00014838654175,181731
119.0,160.0,94.0,104.00006004747216,1388068
95.0,129.0,96.0,31.000017898765737,1603433
197.0,31.0,43.0,115.00006639864709,378504
225.0,28.0,38.0,90.0000519641586,793757
224.0,62.0,51.0,247.00014261274637,615973
58.0,98.0,27.0,9.00000519641586,1423591
60.0,96.0,58.0,26.00001501186804,1457753
133.0,162.0,80.0,349.0002015054595,258878
221.0,95.0,106.0,13.00000750593402,316831
255.0,91.0,100.0,14.00000808331356,254879
133.0,66.0,117.0,132.00007621409927,230513
174.0,90.0,103.0,9.00000519641586,251575
110.0,10.0,22.0,295.0001703269643,289753
121.0,15.0,17.0,1212.0006997840023,884651
102.0,23.0,18.0,1665.000961336934,544458
62.0,50.0,0.0,1602.000924962023,507138
149.0,12.0,30.0,1216.0007020935207,538647
210.0,155.0,161.0,27.000015589247578,277324
248.0,159.0,161.0,5.0000028868977,333828
215.0,168.0,160.0,337.00019457690496,790952
211.0,192.0,74.0,195.00011258901029,1280796
255.0,226.0,94.0,107.00006177961077,677999
255.0,226.0,119.0,354.00020439235715,563114
36.0,7.0,29.0,1798.0010381284128,226548
54.0,9.0,16.0,240.0001385710896,894864
59.0,26.0,17.0,1427.0008239206036,592850
164.0,8.0,21.0,338.0001951542845,544515
188.0,11.0,27.0,255.00014723178268,265531
179.0,30.0,23.0,1038.0005993199625,771995
77.0,112.0,72.0,125.0000721724425,886550
78.0,99.0,84.0,280.0001616662712,1424609
79.0,112.0,83.0,22.000012702349878,1308914
2.0,5.0,10.0,831.0004798023976,104425
12.0,6.0,8.0,1105.0006380043917,257382
7.0,11.0,12.0,326.00018822573,982133
176.0,35.0,26.0,1670.0009642238317,359709
66.0,14.0,18.0,119.00006870816526,253548
84.0,12.0,16.0,152.00008776169008,319977
76.0,18.0,16.0,1211.0006992066228,1626408
82.0,25.0,18.0,1185.0006841947547,629280
32.0,34.0,49.0,295.0001703269643,181774
57.0,44.0,53.0,167.00009642238317,215680
44.0,48.0,60.0,258.00014896392133,100535
210.0,73.0,19.0,1093.0006310758372,678812
216.0,93.0,25.0,1418.0008187241876,1253269
112.0,143.0,67.0,779.0004497786616,1026286
107.0,147.0,76.0,346.00019977332084,1268416
123.0,155.0,70.0,372.00021478518886,293468
111.0,146.0,90.0,1272.000734426775,1205158
28.0,23.0,1.0,4462.002576267508,1161759
20.0,24.0,7.0,6782.00391578804,247611
27.0,29.0,5.0,4544.00262361263,1094922
28.0,21.0,13.0,5524.003189444578,967372
175.0,81.0,29.0,1436.0008291170193,397611
133.0,141.0,4.0,171.00009873190135,16298
154.0,163.0,10.0,14.00000808331356,3457
167.0,172.0,30.0,64.00003695229056,2467
130.0,184.0,60.0,24.00001385710896,192434
185.0,162.0,48.0,151.00008718431053,1270910
112.0,108.0,71.0,1468.0008475931647,1074157
122.0,126.0,75.0,1485.0008574086169,1154588
112.0,109.0,90.0,825.0004763381205,120093
140.0,67.0,22.0,1790.0010335093766,826532
151.0,91.0,19.0,1312.0007575219565,1383443
43.0,67.0,35.0,1058.0006108675532,1698361
47.0,83.0,37.0,1.00000057737954,978193
44.0,72.0,50.0,64.00003695229056,1495826
47.0,84.0,50.0,1.00000057737954,1462693
151.0,159.0,162.0,195.00011258901029,183553
178.0,145.0,162.0,40.0000230951816,243366
152.0,166.0,169.0,165.0000952676241,98614
188.0,181.0,162.0,437.000252314859,615283
15.0,45.0,0.0,267.00015416033716,283577
26.0,59.0,0.0,422.00024365416584,291475
14.0,32.0,18.0,4.00000230951816,1541274
28.0,48.0,23.0,273.0001576246144,1346468
72.0,106.0,46.0,1586.0009157239504,1637115
79.0,113.0,39.0,79.00004561298366,290484
83.0,115.0,40.0,968.0005589033947,1626188
79.0,114.0,60.0,110.00006351174939,1570898
101.0,86.0,5.0,533.0003077432948,903244
127.0,89.0,8.0,1486.0008579859964,898493
107.0,81.0,22.0,932.0005381177313,1478433
207.0,102.0,21.0,1187.000685349514,711099
215.0,107.0,16.0,1244.0007182601478,1170155
195.0,118.0,30.0,987.000569873606,941544
212.0,113.0,20.0,647.0003735645623,626562
172.0,83.0,39.0,1487.000858563376,468504
174.0,74.0,50.0,1593.0009197656073,1610610
171.0,85.0,58.0,1558.0008995573232,436472
218.0,193.0,12.0,101.00005831533353,1227779
255.0,224.0,10.0,8.00000461903632,705744
221.0,195.0,58.0,101.00005831533353,1068039
255.0,227.0,41.0,23.00001327972942,559162
73.0,74.0,76.0,1320.0007621409927,112393
82.0,78.0,69.0,1097.0006333853553,36866
67.0,78.0,84.0,413.00023845775,92579
81.0,74.0,81.0,33.00001905352482,274380
68.0,82.0,93.0,475.00027425528145,92615
85.0,92.0,84.0,667.0003851121531,1002509
218.0,44.0,9.0,1702.000982699977,719484
194.0,34.0,18.0,1180.0006813078571,1637891
220.0,47.0,17.0,544.0003140944698,618954
200.0,63.0,17.0,1182.0006824626162,711241
221.0,61.0,29.0,676.000390308569,714364
223.0,4.0,0.0,1433.0008273848807,1467857
200.0,14.0,27.0,1016.0005866176126,736482
211.0,9.0,21.0,742.0004284156187,771041
196.0,29.0,21.0,655.0003781835986,277093
210.0,27.0,29.0,289.000166862687,1555641
210.0,77.0,42.0,815.000470564325,350523
215.0,82.0,37.0,1386.0008002480424,1333398
209.0,75.0,48.0,444.00025635651576,749702
212.0,90.0,49.0,1742.0010057951586,269688
171.0,120.0,5.0,993.0005733378832,1607203
167.0,96.0,30.0,1120.0006466650848,661673
185.0,97.0,25.0,1144.0006605221938,1543522
160.0,126.0,19.0,731.0004220644437,350785
182.0,119.0,16.0,1093.0006310758372,1294367
213.0,117.0,66.0,1544.0008914740097,570410
200.0,110.0,84.0,1101.0006356948734,631691
214.0,99.0,80.0,795.0004590167342,963832
109.0,145.0,97.0,485.00028002907686,1169607
111.0,135.0,121.0,425.00024538630447,1720970
126.0,140.0,125.0,1047.0006045163784,1417533
109.0,146.0,112.0,24.00001385710896,1423616
127.0,151.0,117.0,1383.0007985159039,942249
203.0,118.0,35.0,859.0004959690248,731419
216.0,113.0,46.0,802.000463058391,652142
216.0,105.0,60.0,1701.0009821225974,546170
195.0,121.0,50.0,1384.0007990932834,1567040
210.0,113.0,62.0,1269.000732694636,1182281
113.0,67.0,34.0,1640.0009469024455,432129
96.0,84.0,42.0,1698.0009803904588,1306166
108.0,77.0,57.0,848.0004896178499,520258
115.0,73.0,48.0,676.000390308569,415955
124.0,88.0,62.0,1493.000862027653,334353
200.0,155.0,0.0,1171.0006761114412,1232347
198.0,136.0,17.0,1018.0005877723717,1728739
220.0,133.0,28.0,773.0004463143844,845391
193.0,144.0,26.0,309.00017841027784,1308182
222.0,159.0,30.0,743.0004289929982,937324
246.0,134.0,9.0,1789.001032931997,733266
234.0,128.0,26.0,558.0003221777833,1133732
240.0,139.0,31.0,457.00026386244974,841301
232.0,153.0,22.0,646.0003729871828,1494760
242.0,144.0,19.0,574.000331415856,1138662
200.0,173.0,104.0,1671.0009648012112,774526
221.0,163.0,99.0,1150.000663986471,836610
197.0,178.0,110.0,657.0003793383578,425680
199.0,160.0,127.0,1183.0006830399957,1248046
219.0,168.0,115.0,717.0004139811301,297048
170.0,41.0,46.0,1464.0008452836464,756851
178.0,42.0,44.0,1558.0008995573232,757830
175.0,46.0,51.0,134.00007736885834,754874
181.0,45.0,49.0,462.0002667493475,793426
170.0,59.0,48.0,621.0003585526944,1429248
186.0,52.0,49.0,1092.0006304984577,780590
138.0,68.0,43.0,1646.0009503667227,650801
129.0,93.0,35.0,1490.0008602955145,1191647
153.0,81.0,41.0,1212.0006997840023,803861
134.0,65.0,49.0,757.0004370763118,325854
144.0,77.0,50.0,1063.000613754451,542794
139.0,84.0,54.0,1302.000751748161,356304
149.0,83.0,51.0,1086.0006270341803,510253
95.0,135.0,21.0,8.00000461903632,283570
97.0,128.0,25.0,74.00004272608595,1048530
117.0,165.0,30.0,5.0000028868977,163732
87.0,128.0,62.0,148.0000854521719,1519061
127.0,169.0,57.0,32.00001847614528,189464
240.0,203.0,133.0,1056.0006097127941,439955
228.0,211.0,142.0,998.0005762247808,831195
243.0,214.0,138.0,1393.000804289699,423290
230.0,195.0,157.0,1003.0005791116786,679750
253.0,194.0,152.0,707.0004082073348,425281
234.0,215.0,156.0,1404.000810640874,405273
243.0,214.0,146.0,1163.000671492405,1269646
251.0,172.0,7.0,1638.0009457476865,807486
231.0,187.0,2.0,1542.0008903192506,1281544
244.0,191.0,0.0,1161.000670337646,711667
224.0,168.0,29.0,592.0003418086876,1208651
255.0,162.0,21.0,580.0003348801332,442468
228.0,187.0,17.0,376.000217094707,874904
255.0,177.0,24.0,423.0002442315454,1041199
204.0,130.0,65.0,1165.000672647164,498466
213.0,133.0,64.0,942.0005438915266,1182170
203.0,158.0,65.0,1241.000716528009,443924
222.0,159.0,64.0,953.0005502427016,1222269
196.0,133.0,89.0,1234.0007124863523,1482249
210.0,133.0,81.0,1628.000939973891,938214
196.0,147.0,81.0,1251.0007223018044,712935
214.0,157.0,80.0,889.000513290411,1013914
164.0,102.0,43.0,1013.0005848854739,335618
183.0,99.0,37.0,1450.0008372003329,1508885
168.0,117.0,36.0,996.0005750700218,1019839
177.0,117.0,47.0,948.0005473558039,572789
165.0,109.0,60.0,1107.0006391591508,649141
187.0,106.0,50.0,1597.0009220751253,1520805
164.0,119.0,54.0,1194.0006893911707,840542
191.0,126.0,58.0,953.0005502427016,785063
77.0,67.0,14.0,597.0003446955853,510302
80.0,67.0,14.0,978.00056467719,1058148
74.0,88.0,9.0,219.00012644611925,319134
92.0,81.0,15.0,170.0000981545218,592047
67.0,81.0,20.0,1473.0008504800624,1068133
89.0,80.0,25.0,708.0004087847143,291654
241.0,103.0,12.0,66.00003810704963,726351
240.0,126.0,0.0,662.0003822252554,849178
232.0,109.0,29.0,794.0004584393547,1138547
243.0,103.0,16.0,90.0000519641586,567719
226.0,114.0,16.0,642.0003706776647,725475
255.0,114.0,22.0,263.000151850819,565744
224.0,162.0,77.0,1324.0007644505108,573314
241.0,171.0,76.0,774.0004468917639,1230137
235.0,179.0,70.0,1108.0006397365303,1236427
240.0,190.0,77.0,1162.0006709150255,1101232
239.0,173.0,87.0,1019.0005883497512,716888
241.0,167.0,82.0,711.0004105168529,1077408
237.0,188.0,93.0,1275.0007361589135,673437
240.0,178.0,91.0,1482.0008556764783,454794
174.0,108.0,73.0,1034.0005970104444,423010
162.0,126.0,74.0,864.0004988559225,313777
186.0,112.0,73.0,1072.0006189508667,903590
171.0,97.0,88.0,507.0002927314268,885923
188.0,111.0,81.0,962.0005554391174,362940
168.0,114.0,86.0,664.0003833800146,308855
178.0,122.0,95.0,996.0005750700218,782990
162.0,143.0,77.0,1360.0007852361744,365113
179.0,140.0,71.0,1215.0007015161411,776836
168.0,146.0,73.0,312.00018014241647,322719
176.0,145.0,65.0,1108.0006397365303,426930
173.0,131.0,93.0,969.0005594807742,350052
180.0,141.0,84.0,861.0004971237839,396467
168.0,153.0,88.0,632.0003649038692,331540
184.0,154.0,92.0,1510.0008718431054,1679347
142.0,101.0,37.0,1392.0008037123196,317697
147.0,107.0,37.0,1266.0007309624975,359018
138.0,127.0,37.0,236.00013626157144,900400
147.0,116.0,33.0,720.0004157132688,407463
137.0,108.0,50.0,1391.00080313494,369750
147.0,99.0,61.0,1135.0006553257779,361194
129.0,113.0,54.0,624.0003602848329,379902
158.0,122.0,60.0,1173.0006772662005,385552
192.0,135.0,106.0,1211.0006992066228,596593
212.0,138.0,99.0,1564.0009030216004,780113
194.0,146.0,110.0,807.0004659452887,346463
215.0,152.0,101.0,1251.0007223018044,1480298
198.0,138.0,112.0,718.0004145585096,612924
216.0,133.0,119.0,860.0004965464044,478267
204.0,145.0,127.0,532.0003071659153,587269
210.0,145.0,117.0,980.0005658319492,518094
227.0,193.0,104.0,1048.000605093758,646911
245.0,199.0,103.0,1546.0008926287687,523521
238.0,211.0,108.0,188.0001085473535,357696
255.0,221.0,99.0,525.0003031242585,465679
241.0,196.0,115.0,1395.0008054444581,1390188
239.0,212.0,123.0,321.00018533883235,437111
255.0,209.0,116.0,971.0005606355332,1172532
44.0,32.0,18.0,1749.0010098368155,950279
33.0,42.0,21.0,4177.002411714338,1577714
46.0,44.0,21.0,3196.0018453050097,1080093
35.0,35.0,27.0,5292.003055492525,186026
40.0,33.0,27.0,1290.0007448196066,103306
38.0,40.0,26.0,3105.0017927634717,1668819
41.0,46.0,24.0,3863.002230417163,49013
231.0,165.0,105.0,780.0004503560411,657768
243.0,165.0,101.0,689.000397814503,440047
237.0,186.0,107.0,1170.0006755340617,1271793
245.0,189.0,102.0,1201.0006934328276,627644
230.0,173.0,118.0,734.0004237965824,376260
