r,g,b,weight,source_index
120.0,120.0,128.0,215.00198620281904,157722
255.0,127.0,128.0,320.0029562088469,689687
118.0,134.0,167.0,279.00257744458844,195265
48.0,62.0,71.0,337.0031132574419,93623
99.0,45.0,79.0,1549.0143098984497,209010
56.0,70.0,81.0,948.008757768709,93624
131.0,51.0,110.0,166.00153353333934,235504
197.0,56.0,65.0,123.00113629277554,293930
142.0,196.0,76.0,28.000258668274107,190458
23.0,25.0,40.0,713.0065868028371,183403
46.0,25.0,34.0,2300.0212477510872,256254
31.0,45.0,32.0,301.00278068394664,1537316
157.0,20.0,36.0,1046.0096631076683,274338
168.0,27.0,36.0,1214.011215117313,558384
137.0,62.0,56.0,6661.061535334779,1047920
75.0,15.0,51.0,860.0079448112762,242426
110.0,31.0,34.0,105.0009700060279,1430169
81.0,51.0,61.0,6747.062329815907,263249
125.0,57.0,48.0,4626.042735694144,216157
156.0,193.0,149.0,187.00172753454493,1382931
167.0,183.0,199.0,170.00157048594994,99498
211.0,191.0,200.0,25.000230953816168,285826
185.0,200.0,205.0,68.00062819437997,98551
255.0,236.0,205.0,970.0089610080672,920506
94.0,108.0,31.0,848.0078339534443,929924
122.0,96.0,1.0,1094.0101065389954,1039511
107.0,114.0,63.0,6906.063798682178,1070029
136.0,114.0,13.0,5372.0496273560175,355681
159.0,118.0,56.0,7937.073323217556,1267649
224.0,66.0,31.0,1470.0135800843905,712386
241.0,91.0,56.0,1562.014429994434,342898
237.0,125.0,62.0,3900.0360287953217,402263
122.0,95.0,68.0,2977.027501980429,986833
90.0,95.0,101.0,440.0040647871645,176656
120.0,79.0,111.0,180.0016628674764,208002
95.0,125.0,99.0,478.0044158369651,1036470
119.0,116.0,111.0,5270.048685064447,204886
18.0,6.0,10.0,21368.197400845755,260274
15.0,21.0,7.0,24177.223350816537,1574708
15.0,13.0,18.0,514.0047484104604,210391
24.0,1.0,17.0,2376.0219498506885,214872
10.0,19.0,16.0,257.0023742052302,149133
21.0,23.0,18.0,24214.223692628184,191706
227.0,157.0,71.0,5099.047105340345,1452423
210.0,177.0,64.0,5635.052056990164,1196883
201.0,135.0,101.0,7923.07319388342,897027
234.0,154.0,119.0,5951.0549762464,945092
234.0,164.0,115.0,7324.067660229984,793966
211.0,164.0,26.0,4782.044176845956,1232338
199.0,137.0,50.0,7144.065997362508,1439537
244.0,158.0,45.0,4173.038550810995,1289487
217.0,187.0,39.0,2000.0184763052932,1212693
250.0,186.0,50.0,5440.050255550398,482759
94.0,129.0,89.0,975.0090071988304,1230287
117.0,160.0,88.0,104.00096076787526,1390038
93.0,128.0,98.0,31.000286382732046,1047351
123.0,160.0,117.0,467.004314217286,1623162
236.0,27.0,4.0,1268.011713977556,1457978
225.0,44.0,1.0,1211.011187402855,1202945
192.0,26.0,40.0,115.00106238755437,380477
226.0,22.0,33.0,90.0008314337382,800696
213.0,59.0,61.0,3739.034541452746,724235
229.0,54.0,37.0,247.00228182370373,613033
54.0,70.0,23.0,7114.065720217928,1115147
62.0,100.0,13.0,9.00008314337382,287523
61.0,97.0,61.0,26.000240191968814,1460717
152.0,136.0,84.0,3443.0318069595623,335543
184.0,157.0,80.0,7967.073600362136,1096326
132.0,166.0,71.0,349.00322411527367,270712
190.0,162.0,89.0,685.006328134563,444029
136.0,158.0,119.0,7049.065119738007,1189282
176.0,157.0,114.0,4369.040361488913,1197155
134.0,162.0,124.0,2755.0254511105413,1026265
169.0,162.0,120.0,2906.026846071591,876574
211.0,74.0,68.0,2575.023788243065,295306
233.0,81.0,78.0,632.0058385124727,770120
224.0,126.0,79.0,3941.0364075595803,568431
196.0,93.0,96.0,13.000120095984407,348634
244.0,93.0,100.0,14.000129334137053,260805
197.0,113.0,111.0,2664.0246104386506,887158
247.0,125.0,104.0,950.0087762450144,532332
135.0,89.0,76.0,1442.0133214161165,777199
178.0,92.0,65.0,3762.0347539302566,1567114
144.0,126.0,90.0,6607.061036474536,564620
