r,g,b,weight,source_index
175.0,89.0,54.0,1558.0008995573232,554696
222.0,197.0,17.0,101.00005831533353,1233713
255.0,224.0,10.0,8.00000461903632,709696
219.0,197.0,59.0,101.00005831533353,1234708
255.0,225.0,62.0,23.00001327972942,675026
79.0,75.0,64.0,1320.0007621409927,72432
82.0,78.0,66.0,1097.0006333853553,37870
68.0,71.0,86.0,413.00023845775,108411
87.0,70.0,80.0,33.00001905352482,207854
71.0,84.0,92.0,475.00027425528145,90743
88.0,93.0,89.0,667.0003851121531,128226
215.0,46.0,13.0,1702.000982699977,610083
192.0,39.0,25.0,1180.0006813078571,1496594
215.0,33.0,19.0,544.0003140944698,1624062
204.0,51.0,19.0,1182.0006824626162,1640832
221.0,60.0,31.0,676.000390308569,721281
218.0,1.0,9.0,1433.0008273848807,1568508
202.0,3.0,24.0,1016.0005866176126,765127
210.0,0.0,16.0,742.0004284156187,785848
201.0,29.0,19.0,655.0003781835986,226020
222.0,29.0,24.0,289.000166862687,746033
209.0,64.0,43.0,815.000470564325,727052
221.0,90.0,44.0,1386.0008002480424,1335387
218.0,71.0,51.0,444.00025635651576,283470
216.0,92.0,56.0,1742.0010057951586,679318
160.0,113.0,0.0,993.0005733378832,1598305
161.0,99.0,24.0,1120.0006466650848,1043433
181.0,108.0,16.0,1144.0006605221938,751178
162.0,116.0,28.0,731.0004220644437,414368
184.0,124.0,26.0,1093.0006310758372,1330976
213.0,120.0,77.0,1544.0008914740097,573423
194.0,111.0,95.0,1101.0006356948734,923721
222.0,103.0,81.0,795.0004590167342,299802
109.0,156.0,101.0,485.00028002907686,1241872
107.0,134.0,119.0,425.00024538630447,1726895
124.0,132.0,117.0,1047.0006045163784,1034209
111.0,148.0,114.0,24.00001385710896,1438433
127.0,146.0,114.0,1383.0007985159039,1038439
193.0,126.0,45.0,859.0004959690248,1481039
220.0,112.0,39.0,802.000463058391,493117
217.0,96.0,49.0,1701.0009821225974,1314591
199.0,115.0,51.0,1384.0007990932834,449260
217.0,115.0,49.0,1269.000732694636,715323
115.0,79.0,45.0,1640.0009469024455,382849
109.0,89.0,38.0,1698.0009803904588,800295
103.0,73.0,49.0,848.0004896178499,340695
119.0,78.0,56.0,676.000390308569,526134
118.0,94.0,60.0,1493.000862027653,472995
199.0,149.0,2.0,1171.0006761114412,1284701
199.0,135.0,27.0,1018.0005877723717,1248985
223.0,129.0,29.0,773.0004463143844,659297
205.0,148.0,17.0,309.00017841027784,1298520
214.0,149.0,23.0,743.0004289929982,1263806
243.0,128.0,3.0,1789.001032931997,662244
236.0,135.0,19.0,558.0003221777833,643513
248.0,133.0,16.0,457.00026386244974,1132730
225.0,152.0,21.0,646.0003729871828,1301200
249.0,157.0,30.0,574.000331415856,746135
204.0,170.0,99.0,1671.0009648012112,689214
208.0,162.0,110.0,1150.000663986471,454420
201.0,177.0,105.0,657.0003793383578,798219
193.0,174.0,115.0,1183.0006830399957,956609
211.0,167.0,120.0,717.0004139811301,874075
163.0,38.0,32.0,1464.0008452836464,746979
182.0,41.0,47.0,1558.0008995573232,250923
171.0,45.0,48.0,134.00007736885834,773660
184.0,47.0,54.0,462.0002667493475,776616
170.0,58.0,54.0,621.0003585526944,749157
186.0,58.0,59.0,1092.0006304984577,773666
128.0,67.0,39.0,1646.0009503667227,1372501
142.0,89.0,35.0,1490.0008602955145,1219451
153.0,87.0,37.0,1212.0006997840023,367598
135.0,77.0,55.0,757.0004370763118,349354
149.0,78.0,56.0,1063.000613754451,1055811
133.0,88.0,57.0,1302.000751748161,447486
155.0,87.0,48.0,1086.0006270341803,791953
91.0,139.0,19.0,8.00000461903632,190453
103.0,131.0,28.0,74.00004272608595,1054464
124.0,164.0,31.0,5.0000028868977,164720
95.0,130.0,48.0,148.0000854521719,1587130
115.0,168.0,50.0,32.00001847614528,191445
241.0,195.0,136.0,1056.0006097127941,767536
239.0,208.0,143.0,998.0005762247808,503321
249.0,219.0,131.0,1393.000804289699,1073113
235.0,205.0,145.0,1003.0005791116786,339741
242.0,202.0,151.0,707.0004082073348,627021
232.0,218.0,157.0,1404.000810640874,421281
240.0,222.0,150.0,1163.000671492405,415665
255.0,162.0,2.0,1638.0009457476865,694181
236.0,182.0,0.0,1542.0008903192506,1268713
246.0,182.0,0.0,1161.000670337646,1554791
229.0,163.0,17.0,592.0003418086876,572367
255.0,171.0,23.0,580.0003348801332,1059992
238.0,191.0,23.0,376.000217094707,1190631
255.0,180.0,22.0,423.0002442315454,687966
199.0,132.0,79.0,1165.000672647164,992102
219.0,139.0,68.0,942.0005438915266,1211408
192.0,152.0,64.0,1241.000716528009,1517509
221.0,158.0,65.0,953.0005502427016,1179707
201.0,132.0,91.0,1234.0007124863523,1497077
215.0,131.0,95.0,1628.000939973891,567497
193.0,155.0,92.0,1251.0007223018044,498379
212.0,145.0,93.0,889.000513290411,1387383
172.0,110.0,37.0,1013.0005848854739,1307242
186.0,106.0,45.0,1450.0008372003329,1528708
166.0,114.0,41.0,996.0005750700218,1700081
186.0,114.0,40.0,948.0005473558039,290000
168.0,96.0,58.0,1107.0006391591508,772215
187.0,99.0,59.0,1597.0009220751253,1452705
172.0,112.0,50.0,1194.0006893911707,1058660
186.0,122.0,51.0,953.0005502427016,849451
69.0,78.0,11.0,597.0003446955853,916403
91.0,65.0,4.0,978.00056467719,1149624
77.0,84.0,6.0,219.00012644611925,827162
92.0,83.0,6.0,170.0000981545218,858113
77.0,89.0,25.0,1473.0008504800624,20375
80.0,86.0,24.0,708.0004087847143,1441956
242.0,105.0,0.0,66.00003810704963,624010
248.0,126.0,0.0,662.0003822252554,845216
224.0,103.0,20.0,794.0004584393547,1155269
240.0,104.0,20.0,90.0000519641586,1022737
226.0,125.0,19.0,642.0003706776647,451899
245.0,121.0,21.0,263.000151850819,1138589
233.0,174.0,70.0,1324.0007644505108,1430998
242.0,174.0,75.0,774.0004468917639,598060
234.0,186.0,76.0,1108.0006397365303,982249
247.0,176.0,72.0,1162.0006709150255,1088276
226.0,167.0,89.0,1019.0005883497512,567056
255.0,171.0,83.0,711.0004105168529,390017
237.0,188.0,93.0,1275.0007361589135,673437
240.0,180.0,84.0,1482.0008556764783,1181173
173.0,104.0,65.0,1034.0005970104444,441723
162.0,114.0,74.0,864.0004988559225,350560
182.0,120.0,73.0,1072.0006189508667,1473372
163.0,98.0,80.0,507.0002927314268,397066
189.0,102.0,82.0,962.0005554391174,895080
173.0,120.0,80.0,664.0003833800146,538551
188.0,123.0,85.0,996.0005750700218,525011
161.0,140.0,73.0,1360.0007852361744,408432
189.0,129.0,67.0,1215.0007015161411,597026
173.0,149.0,77.0,312.00018014241647,368774
185.0,148.0,70.0,1108.0006397365303,1162701
175.0,129.0,80.0,969.0005594807742,575752
187.0,134.0,80.0,861.0004971237839,371871
164.0,152.0,80.0,632.0003649038692,361614
178.0,148.0,86.0,1510.0008718431054,508267
132.0,102.0,32.0,1392.0008037123196,1289377
144.0,102.0,44.0,1266.0007309624975,457501
131.0,119.0,47.0,236.00013626157144,919174
158.0,115.0,37.0,720.0004157132688,571584
138.0,100.0,51.0,1391.00080313494,1683264
145.0,109.0,57.0,1135.0006553257779,420442
132.0,117.0,48.0,624.0003602848329,340906
144.0,114.0,54.0,1173.0006772662005,758680
193.0,140.0,96.0,1211.0006992066228,1374498
221.0,135.0,102.0,1564.0009030216004,761325
201.0,149.0,110.0,807.0004659452887,625237
222.0,157.0,99.0,1251.0007223018044,594313
205.0,132.0,115.0,718.0004145585096,1021255
217.0,130.0,120.0,860.0004965464044,807749
207.0,146.0,127.0,532.0003071659153,633191
217.0,148.0,117.0,980.0005658319492,680609
228.0,194.0,107.0,1048.000605093758,428208
255.0,207.0,107.0,1546.0008926287687,986234
237.0,220.0,106.0,188.0001085473535,1268940
249.0,218.0,102.0,525.0003031242585,1250861
252.0,192.0,120.0,1395.0008054444581,621715
231.0,209.0,126.0,321.00018533883235,949631
246.0,208.0,123.0,971.0005606355332,1268680
40.0,39.0,18.0,1749.0010098368155,942013
35.0,40.0,20.0,4177.002411714338,1722972
42.0,41.0,23.0,3196.0018453050097,1438402
37.0,39.0,25.0,5292.003055492525,144610
40.0,37.0,28.0,1290.0007448196066,267154
38.0,42.0,28.0,3105.0017927634717,58423
41.0,43.0,30.0,3863.002230417163,63753
232.0,166.0,105.0,780.0004503560411,1109852
247.0,174.0,105.0,689.000397814503,1158470
234.0,179.0,99.0,1170.0006755340617,1096998
255.0,189.0,104.0,1201.0006934328276,530868
226.0,175.0,122.0,734.0004237965824,414092
241.0,168.0,115.0,891.0005144451701,1097017
227.0,185.0,125.0,988.0005704509855,629980
251.0,187.0,126.0,871.0005028975793,746543
207.0,138.0,34.0,933.0005386951108,599041
214.0,136.0,38.0,727.0004197549256,1188632
194.0,151.0,46.0,701.0004047430575,1295533
214.0,157.0,44.0,987.000569873606,1237046
195.0,140.0,57.0,982.0005669867082,1159038
209.0,138.0,50.0,774.0004468917639,838582
206.0,145.0,62.0,854.0004930821272,1247240
220.0,151.0,58.0,1186.0006847721345,496378
44.0,73.0,9.0,244.00014088060774,159965
48.0,64.0,15.0,649.0003747193215,1624663
45.0,80.0,0.0,4.00000230951816,283561
59.0,80.0,15.0,112.00006466650848,868582
44.0,65.0,24.0,784.0004526655594,890309
55.0,86.0,18.0,860.0004965464044,294436
128.0,131.0,104.0,1087.0006276115598,66789
146.0,135.0,103.0,674.0003891538099,394414
137.0,156.0,110.0,1434.0008279622602,1014924
150.0,155.0,101.0,545.0003146718493,329663
142.0,139.0,124.0,1044.0006027842396,207846
145.0,142.0,125.0,357.0002061244958,151380
128.0,153.0,113.0,1305.0007534802996,955697
150.0,159.0,114.0,603.0003481598626,893399
97.0,102.0,38.0,465.0002684814861,1182654
116.0,99.0,43.0,640.0003695229055,1344777
98.0,118.0,46.0,448.0002586660339,849886
126.0,117.0,42.0,108.00006235699031,398143
114.0,96.0,60.0,1403.0008100634946,201207
97.0,123.0,52.0,1272.000734426775,1013105
127.0,118.0,49.0,400.000230951816,658778
79.0,47.0,34.0,456.0002632850702,637260
91.0,45.0,32.0,587.00033892179,630348
81.0,60.0,39.0,1279.0007384684316,764418
70.0,39.0,54.0,320.0001847614528,246361
87.0,35.0,58.0,52.00003002373608,244405
71.0,48.0,54.0,1390.0008025575605,194245
83.0,61.0,50.0,337.00019457690496,274042
141.0,35.0,37.0,1199.0006922780683,280524
158.0,41.0,34.0,1243.0007176827683,1429218
134.0,48.0,35.0,1611.000930158439,546772
143.0,47.0,48.0,20.0000115475908,1439100
157.0,42.0,49.0,60.0000346427724,288255
134.0,62.0,48.0,282.00016282103024,450458
150.0,57.0,50.0,378.0002182494661,757069
132.0,105.0,76.0,1083.0006253020417,427113
147.0,104.0,69.0,818.0004722964637,349665
138.0,125.0,72.0,1103.0006368496327,1343795
159.0,122.0,78.0,1164.0006720697845,1137814
132.0,104.0,90.0,426.000245963684,344627
153.0,99.0,89.0,350.000202082839,587224
134.0,113.0,86.0,914.0005277248995,427475
155.0,120.0,88.0,749.0004324572755,439213
202.0,198.0,134.0,453.0002615529316,933803
222.0,208.0,143.0,166.00009584500364,797164
205.0,202.0,151.0,550.0003175587469,1472012
212.0,201.0,145.0,1668.0009630690727,853531
206.0,208.0,159.0,8.00000461903632,656834
218.0,210.0,148.0,283.0001633984098,402800
78.0,31.0,65.0,280.0001616662712,233491
97.0,24.0,77.0,149.00008602955145,236474
97.0,53.0,78.0,342.0001974638027,240402
119.0,31.0,107.0,8.00000461903632,223675
127.0,60.0,111.0,222.00012817825788,228601
21.0,22.0,16.0,5543.00320041479,136213
24.0,23.0,18.0,2465.001423240566,197
17.0,24.0,16.0,2435.00140591918,1614349
18.0,18.0,30.0,337.00019457690496,177462
31.0,20.0,24.0,156.00009007120823,270258
20.0,29.0,26.0,163.000094112865,171718
31.0,30.0,28.0,1973.0011391698324,105121
4.0,18.0,0.0,1337.0007719564449,1329699
6.0,28.0,0.0,107.00006177961077,286577
14.0,27.0,1.0,1748.001009259436,155654
7.0,19.0,9.0,41.00002367256114,1671677
15.0,16.0,8.0,6861.003961401024,156864
7.0,24.0,8.0,2.00000115475908,1730417
15.0,26.0,10.0,452.00026097555207,1037711
237.0,128.0,107.0,1025.0005918140284,415976
250.0,133.0,100.0,623.0003597074534,819554
225.0,144.0,97.0,964.0005565938765,861476
242.0,159.0,109.0,776.000448046523,478375
224.0,128.0,114.0,482.00027829693823,534288
251.0,140.0,120.0,413.00023845775,538292
227.0,159.0,114.0,939.000542159388,933289
241.0,152.0,118.0,729.0004209096846,453563
115.0,0.0,2.0,5211.003008724782,644639
124.0,5.0,0.0,6812.003933109426,499269
115.0,10.0,6.0,2054.001185937575,320927
122.0,12.0,0.0,2280.001316425351,684147
116.0,0.0,8.0,1059.0006114449327,612107
123.0,4.0,8.0,1811.0010456343468,443236
114.0,14.0,12.0,1800.0010392831718,835252
121.0,14.0,8.0,2393.001381669239,815523
198.0,165.0,68.0,556.0003210230242,1256442
213.0,161.0,77.0,1048.000605093758,791972
206.0,190.0,79.0,43.00002482732022,333970
223.0,177.0,66.0,334.00019284476633,1581457
201.0,170.0,80.0,1437.0008296943988,709977
213.0,173.0,86.0,1237.0007142184909,670494
205.0,187.0,89.0,187.00010796997398,1234394
216.0,185.0,95.0,793.0004578619752,1005975
235.0,169.0,33.0,779.0004497786616,655292
255.0,175.0,37.0,668.0003856895327,604683
225.0,183.0,35.0,393.0002269101592,1191948
248.0,178.0,44.0,540.0003117849516,530097
225.0,168.0,61.0,1022.0005900818899,941764
240.0,161.0,60.0,767.0004428501071,859299
232.0,183.0,62.0,555.0003204456447,693692
255.0,180.0,59.0,716.0004134037506,810448
139.0,97.0,0.0,766.0004422727276,1315096
159.0,99.0,1.0,1670.0009642238317,480702
138.0,113.0,12.0,63.00003637491102,395186
151.0,114.0,10.0,408.0002355708523,1557102
131.0,97.0,25.0,767.0004428501071,338246
151.0,104.0,26.0,1184.0006836173752,874718
135.0,118.0,30.0,125.0000721724425,652849
145.0,117.0,20.0,389.00022460064105,346815
22.0,7.0,0.0,3193.001843572871,410533
26.0,6.0,0.0,2146.0012390564925,636603
17.0,9.0,0.0,6402.003696383815,980356
26.0,14.0,0.0,3112.0017968051284,1724333
17.0,6.0,14.0,1463.000844706267,204004
25.0,6.0,8.0,358.0002067018753,960106
17.0,13.0,10.0,3956.00228411346,268288
27.0,8.0,14.0,738.0004261061005,229777
230.0,164.0,142.0,652.00037645146,604503
252.0,167.0,136.0,823.0004751833613,382211
227.0,190.0,138.0,656.0003787609783,589869
255.0,188.0,136.0,740.0004272608596,618727
238.0,171.0,145.0,641.0003701002851,906722
255.0,165.0,146.0,588.0003394991695,755322
224.0,179.0,150.0,471.0002719457633,812711
245.0,183.0,158.0,768.0004434274867,471336
103.0,111.0,98.0,369.00021305305023,911088
113.0,109.0,98.0,422.00024365416584,71449
110.0,124.0,99.0,1764.0010184975085,442581
99.0,109.0,118.0,142.00008198789467,92586
123.0,106.0,112.0,11.000006351174939,287802
107.0,113.0,125.0,175.0001010414195,109408
121.0,121.0,113.0,262.0001512734395,220218
151.0,62.0,128.0,22.000012702349878,237483
251.0,127.0,129.0,24.00001385710896,684746
205.0,124.0,193.0,2.00000115475908,228534
131.0,0.0,0.0,5877.003393259556,448809
136.0,0.0,6.0,5458.003151337529,1249456
128.0,8.0,7.0,1786.0010311998583,554956
136.0,8.0,7.0,1386.0008002480424,577682
133.0,2.0,10.0,1537.000887432353,472504
140.0,1.0,8.0,1161.000670337646,391356
130.0,15.0,8.0,2318.001338365774,536230
137.0,8.0,12.0,942.0005438915266,760135
239.0,132.0,76.0,638.0003683681465,739028
243.0,133.0,72.0,503.0002904219086,992578
235.0,149.0,76.0,674.0003891538099,1174253
255.0,156.0,64.0,452.00026097555207,561935
228.0,137.0,80.0,1021.0005895045103,1292914
245.0,142.0,84.0,537.000310052813,1319578
235.0,156.0,90.0,698.000403010919,1137444
241.0,158.0,80.0,576.000332570615,625610
200.0,166.0,128.0,391.0002257554001,350985
215.0,160.0,130.0,443.0002557791362,599557
199.0,188.0,132.0,1620.0009353548546,1102785
218.0,185.0,134.0,1290.0007448196066,433089
197.0,173.0,145.0,182.00010508307628,878059
212.0,175.0,146.0,366.0002113209116,633195
206.0,180.0,153.0,269.00015531509626,273480
219.0,188.0,159.0,324.0001870709709,918514
205.0,175.0,1.0,745.0004301477572,1224832
204.0,177.0,2.0,44.000025404699755,1227791
216.0,181.0,1.0,1018.0005877723717,1210703
192.0,161.0,19.0,120.0000692855448,1212974
222.0,166.0,19.0,369.00021305305023,1216682
206.0,179.0,30.0,15.0000086606931,1232445
220.0,189.0,20.0,326.00018822573,1274855
111.0,35.0,37.0,632.0003649038692,285184
120.0,46.0,35.0,880.0005080939951,610427
96.0,59.0,40.0,1244.0007182601478,515340
115.0,57.0,43.0,1405.0008112182536,602311
105.0,43.0,48.0,32.00001847614528,279232
116.0,46.0,54.0,42.00002424994068,1448972
100.0,58.0,59.0,170.0000981545218,282272
122.0,62.0,52.0,221.00012760087833,1395711
163.0,136.0,107.0,536.0003094754334,210219
182.0,135.0,109.0,539.000311207572,351491
171.0,149.0,99.0,723.0004174454074,399437
177.0,145.0,96.0,1072.0006189508667,1036420
166.0,143.0,127.0,215.0001241366011,1075504
180.0,141.0,126.0,368.0002124756707,586728
168.0,148.0,121.0,448.0002586660339,1099212
189.0,156.0,121.0,468.0002702136247,347372
224.0,139.0,33.0,490.0002829159746,1120871
253.0,129.0,33.0,348.0002009280799,832381
228.0,148.0,35.0,772.0004457370048,539430
246.0,146.0,32.0,538.0003106301925,648348
233.0,130.0,51.0,433.0002500053408,1301868
245.0,142.0,63.0,356.00020554711625,650442
233.0,149.0,51.0,754.0004353441732,378730
251.0,154.0,60.0,482.00027829693823,655375
147.0,0.0,6.0,5105.002947522551,638695
157.0,4.0,0.0,4346.00250929148,1209873
149.0,8.0,1.0,1535.0008862775937,357449
153.0,10.0,4.0,2268.0013094967967,1413960
147.0,7.0,8.0,749.0004324572755,758280
158.0,3.0,9.0,737.0004255287209,849147
148.0,9.0,12.0,962.0005554391174,623872
154.0,14.0,13.0,947.0005467784243,419533
233.0,204.0,78.0,412.00023788037043,1214627
255.0,198.0,75.0,681.0003931954667,826615
235.0,215.0,68.0,165.0000952676241,1222524
255.0,219.0,78.0,210.0001212497034,582658
228.0,194.0,87.0,768.0004434274867,978323
245.0,194.0,85.0,1167.000673801923,586536
231.0,210.0,83.0,350.000202082839,1238309
242.0,215.0,84.0,392.0002263327797,1234417
114.0,23.0,5.0,3053.0017627397356,1532524
120.0,18.0,4.0,2333.0013470264666,582841
114.0,25.0,7.0,1445.0008343134352,943383
120.0,30.0,6.0,1954.001128199621,1307617
114.0,16.0,15.0,2573.0014855975564,833239
127.0,20.0,10.0,1972.001138592453,832302
113.0,24.0,8.0,1222.0007055577978,777332
120.0,29.0,10.0,1941.001120693687,774759
162.0,133.0,41.0,396.0002286422978,985997
186.0,138.0,38.0,661.0003816478759,1120285
175.0,152.0,46.0,86.00004965464043,333950
186.0,156.0,46.0,159.00009180334686,1245573
175.0,130.0,49.0,904.0005219511041,454922
179.0,128.0,49.0,1147.0006622543324,1511576
167.0,146.0,53.0,169.00009757714224,1277832
183.0,147.0,53.0,448.0002586660339,1528360
235.0,110.0,66.0,753.0004347667935,1327483
242.0,98.0,74.0,188.0001085473535,276603
236.0,125.0,72.0,967.0005583260152,713524
241.0,112.0,72.0,267.00015416033716,372931
239.0,108.0,88.0,314.0001812971756,522681
241.0,111.0,85.0,172.00009930928087,274577
237.0,125.0,88.0,947.0005467784243,733096
251.0,114.0,82.0,333.0001922673868,658521
224.0,101.0,33.0,780.0004503560411,670958
242.0,107.0,39.0,84.00004849988136,696803
233.0,116.0,46.0,655.0003781835986,1145360
241.0,115.0,41.0,238.00013741633052,661074
225.0,109.0,52.0,776.000448046523,1236515
242.0,96.0,49.0,132.00007621409927,282411
225.0,121.0,60.0,975.0005629450515,545996
255.0,125.0,55.0,260.0001501186804,544008
203.0,210.0,218.0,171.00009873190135,170726
222.0,241.0,196.0,2.00000115475908,1016937
255.0,236.0,203.0,202.00011663066707,869409
203.0,217.0,226.0,42.00002424994068,99516
242.0,211.0,229.0,2.00000115475908,243365
254.0,234.0,225.0,21.00001212497034,600928
63.0,98.0,65.0,12.00000692855448,1398879
56.0,77.0,96.0,26.00001501186804,192280
164.0,71.0,64.0,212.00012240446247,887182
187.0,79.0,67.0,442.00025520175666,918790
163.0,89.0,64.0,787.0004543976979,536102
164.0,79.0,82.0,5.0000028868977,507071
178.0,71.0,81.0,1.00000057737954,567946
174.0,84.0,84.0,120.0000692855448,268478
179.0,93.0,80.0,206.00011894018522,931625
192.0,37.0,41.0,616.0003556657966,241825
216.0,47.0,42.0,139.00008025575605,772700
200.0,60.0,45.0,1212.0006997840023,478387
216.0,52.0,42.0,476.00027483266103,327402
206.0,42.0,51.0,174.00010046403995,382458
208.0,43.0,59.0,25.0000144344885,253592
195.0,61.0,49.0,832.0004803797773,1394644
210.0,61.0,57.0,265.0001530055781,281089
102.0,0.0,0.0,3142.0018141265145,671679
108.0,2.0,4.0,5091.002939439238,1403199
99.0,9.0,0.0,1608.0009284263003,408129
111.0,15.0,0.0,1814.0010473664854,773836
96.0,7.0,13.0,332.0001916900073,300111
109.0,5.0,14.0,794.0004584393547,380452
103.0,12.0,11.0,679.0003920407077,795789
105.0,9.0,13.0,1346.0007771528608,298121
52.0,2.0,0.0,890.0005138677906,830917
57.0,4.0,0.0,759.0004382310708,334408
51.0,8.0,0.0,1925.0011114556144,341771
56.0,13.0,7.0,1763.001017920129,1669039
48.0,5.0,15.0,43.00002482732022,248362
57.0,6.0,11.0,14.00000808331356,261196
52.0,14.0,11.0,3220.0018591621188,1716411
58.0,14.0,11.0,5592.003228706388,1667912
37.0,19.0,0.0,2457.00141862153,1722690
46.0,17.0,0.0,2097.0012107648954,1045421
38.0,27.0,0.0,1445.0008343134352,1212420
47.0,26.0,7.0,1496.0008637597919,1310428
34.0,17.0,9.0,1240.0007159506295,589284
40.0,22.0,10.0,861.0004971237839,1665385
39.0,31.0,12.0,3000.00173213862,1403464
44.0,25.0,10.0,1499.0008654919304,834940
97.0,128.0,84.0,3268.0018868763364,1700798
108.0,129.0,86.0,1701.0009821225974,642927
99.0,138.0,83.0,405.00023383871365,1162493
110.0,141.0,84.0,2235.001290443272,1252566
103.0,135.0,88.0,2185.001261574295,1712744
108.0,131.0,89.0,1586.0009157239504,1066517
100.0,136.0,90.0,380.00021940422516,1598477
108.0,142.0,91.0,2257.0013031456215,1583254
2.0,2.0,0.0,13666.007890468793,1635049
4.0,3.0,1.0,2697.001557192619,198797
3.0,4.0,0.0,6280.003625943511,1516111
6.0,7.0,2.0,21098.012181553535,70391
1.0,2.0,4.0,893.0005155999291,1517014
7.0,3.0,4.0,651.0003758740805,1033188
3.0,7.0,6.0,282.00016282103024,256979
7.0,7.0,5.0,10381.005993777004,154330
129.0,135.0,75.0,333.0001922673868,1170679
158.0,133.0,77.0,643.0003712550442,795490
