image,height,width,full_size,colors,target_coreset_size,raw_coreset_size,actual_coreset_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,full_final_cost,coreset_final_cost,runtime_seconds,chunk_size,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,2,2500,2501,2500,True,True,1731964.0000000005,0.001812843478512826,0.2266054348141032,0.12193267535347675,0.2,5.8523449434599016e-05,5.946737603838287e-05,7803692841.924316,9685627852.0,9696465746.537699,5.4177779000019655,250000,True,2501,2501,results\ranked_egq_size\images\cvete\colors_2_target_2500\compressed.png,results\ranked_egq_size\images\cvete\colors_2_target_2500\palette.png
