image,height,width,full_size,colors,target_coreset_size,raw_coreset_size,actual_coreset_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,full_final_cost,coreset_final_cost,runtime_seconds,chunk_size,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,128,2500,2501,2500,True,True,1731964.0000000005,3.9043208173852433,0.9532033245569439,1.5746420037784843,1.6,0.0019694054244149355,0.0020011700280345313,231896905.41914427,301107408.0,291785897.47111,79.77412089999416,39062,True,2501,2501,results\ranked_egq_size\images\cvete\colors_128_target_2500\compressed.png,results\ranked_egq_size\images\cvete\colors_128_target_2500\palette.png
