r,g,b,weight,source_index
105.0,122.0,132.0,215.0001241366011,94708
119.0,131.0,153.0,279.0001610888917,193272
183.0,194.0,116.0,28.00001616662712,653858
28.0,34.0,32.0,301.00017379124154,108535
117.0,29.0,41.0,105.0000606248517,286151
230.0,184.0,195.0,25.0000144344885,285824
185.0,194.0,209.0,68.00003926180872,103457
89.0,94.0,100.0,440.00025404699755,1089328
120.0,88.0,99.0,180.0001039283172,121496
12.0,15.0,20.0,514.0002967730835,161680
14.0,18.0,19.0,257.00014838654175,153911
116.0,160.0,85.0,104.00006004747216,1390040
94.0,129.0,99.0,31.000017898765737,1615289
197.0,21.0,32.0,115.00006639864709,247749
232.0,10.0,33.0,90.0000519641586,794764
226.0,48.0,34.0,247.00014261274637,1444182
58.0,98.0,27.0,9.00000519641586,1423591
62.0,96.0,63.0,26.00001501186804,1396899
132.0,168.0,94.0,349.0002015054595,1036922
199.0,94.0,99.0,13.00000750593402,753461
235.0,95.0,96.0,14.00000808331356,682770
133.0,93.0,117.0,132.00007621409927,218715
180.0,95.0,98.0,9.00000519641586,253814
109.0,12.0,19.0,295.0001703269643,314116
125.0,8.0,17.0,1212.0006997840023,788514
100.0,25.0,20.0,1665.000961336934,359382
57.0,63.0,3.0,1602.000924962023,3498
144.0,10.0,17.0,1216.0007020935207,714668
205.0,135.0,187.0,27.000015589247578,232567
225.0,159.0,160.0,5.0000028868977,516512
219.0,171.0,161.0,337.00019457690496,579817
218.0,193.0,66.0,195.00011258901029,1280793
255.0,225.0,85.0,107.00006177961077,680944
255.0,232.0,117.0,354.00020439235715,1111115
34.0,14.0,23.0,1798.0010381284128,264080
50.0,9.0,27.0,240.0001385710896,253294
53.0,29.0,17.0,1427.0008239206036,665652
162.0,8.0,16.0,338.0001951542845,253888
181.0,7.0,17.0,255.00014723178268,787809
176.0,27.0,23.0,1038.0005993199625,715407
74.0,112.0,65.0,125.0000721724425,1416499
78.0,108.0,82.0,280.0001616662712,1591590
77.0,117.0,80.0,22.000012702349878,1657309
7.0,6.0,12.0,831.0004798023976,177498
10.0,3.0,10.0,1105.0006380043917,214796
6.0,10.0,11.0,326.00018822573,1148094
176.0,39.0,21.0,1670.0009642238317,1193110
65.0,15.0,16.0,119.00006870816526,1635297
82.0,10.0,22.0,152.00008776169008,287138
67.0,28.0,21.0,1211.0006992066228,1426200
92.0,29.0,20.0,1185.0006841947547,890905
36.0,35.0,49.0,295.0001703269643,182414
54.0,33.0,48.0,167.00009642238317,206985
41.0,48.0,54.0,258.00014896392133,91611
209.0,76.0,17.0,1093.0006310758372,761577
215.0,80.0,22.0,1418.0008187241876,556099
114.0,143.0,77.0,779.0004497786616,1019039
105.0,144.0,79.0,346.00019977332084,1262481
118.0,150.0,75.0,372.00021478518886,1694959
110.0,156.0,84.0,1272.000734426775,1278300
26.0,19.0,1.0,4462.002576267508,1253701
20.0,25.0,2.0,6782.00391578804,994970
29.0,30.0,0.0,4544.00262361263,861746
25.0,20.0,14.0,5524.003189444578,1725386
161.0,86.0,29.0,1436.0008291170193,358956
152.0,128.0,30.0,171.00009873190135,880854
158.0,163.0,21.0,14.00000808331356,3464
189.0,161.0,28.0,64.00003695229056,1702046
128.0,168.0,53.0,24.00001385710896,161782
163.0,167.0,44.0,151.00008718431053,506
114.0,99.0,78.0,1468.0008475931647,360150
126.0,120.0,72.0,1485.0008574086169,321376
113.0,106.0,88.0,825.0004763381205,162377
132.0,65.0,20.0,1790.0010335093766,804851
157.0,84.0,31.0,1312.0007575219565,398500
46.0,66.0,39.0,1058.0006108675532,1328665
47.0,83.0,37.0,1.00000057737954,978193
44.0,65.0,48.0,64.00003695229056,466221
47.0,84.0,50.0,1.00000057737954,1462693
149.0,153.0,162.0,195.00011258901029,172701
187.0,146.0,160.0,40.0000230951816,280186
151.0,164.0,173.0,165.0000952676241,109431
182.0,188.0,162.0,437.000252314859,901825
15.0,38.0,10.0,267.00015416033716,1057447
30.0,51.0,10.0,422.00024365416584,1540723
14.0,32.0,16.0,4.00000230951816,373475
30.0,50.0,23.0,273.0001576246144,1572883
68.0,99.0,42.0,1586.0009157239504,1706193
74.0,114.0,43.0,79.00004561298366,1690374
83.0,116.0,37.0,968.0005589033947,1624217
79.0,115.0,54.0,110.00006351174939,1417667
106.0,81.0,0.0,533.0003077432948,370541
116.0,83.0,14.0,1486.0008579859964,1162742
106.0,80.0,19.0,932.0005381177313,1276677
206.0,105.0,27.0,1187.000685349514,484905
219.0,101.0,29.0,1244.0007182601478,545228
204.0,121.0,25.0,987.000569873606,857326
218.0,119.0,17.0,647.0003735645623,1117918
172.0,87.0,32.0,1487.000858563376,551166
170.0,70.0,55.0,1593.0009197656073,297808
169.0,90.0,51.0,1558.0008995573232,1054789
223.0,192.0,16.0,101.00005831533353,1215645
255.0,231.0,26.0,8.00000461903632,707721
223.0,195.0,34.0,101.00005831533353,1226524
255.0,232.0,50.0,23.00001327972942,707722
78.0,76.0,64.0,1320.0007621409927,34867
82.0,75.0,65.0,1097.0006333853553,104108
72.0,79.0,85.0,413.00023845775,91659
94.0,70.0,86.0,33.00001905352482,218642
69.0,80.0,86.0,475.00027425528145,93665
87.0,95.0,80.0,667.0003851121531,200616
212.0,38.0,3.0,1702.000982699977,1653558
206.0,43.0,26.0,1180.0006813078571,521806
211.0,34.0,16.0,544.0003140944698,726269
207.0,60.0,16.0,1182.0006824626162,1365034
210.0,50.0,28.0,676.000390308569,293271
208.0,12.0,0.0,1433.0008273848807,1520098
194.0,0.0,16.0,1016.0005866176126,756231
208.0,5.0,24.0,742.0004284156187,773029
197.0,26.0,16.0,655.0003781835986,502050
217.0,17.0,30.0,289.000166862687,768080
218.0,68.0,33.0,815.000470564325,707446
222.0,89.0,33.0,1386.0008002480424,750701
209.0,65.0,56.0,444.00025635651576,730272
215.0,92.0,58.0,1742.0010057951586,1323485
171.0,113.0,14.0,993.0005733378832,985248
165.0,111.0,21.0,1120.0006466650848,1021791
191.0,100.0,30.0,1144.0006605221938,1536601
162.0,117.0,26.0,731.0004220644437,422001
185.0,114.0,22.0,1093.0006310758372,543883
214.0,125.0,65.0,1544.0008914740097,846376
194.0,110.0,82.0,1101.0006356948734,915529
216.0,106.0,83.0,795.0004590167342,529383
109.0,148.0,103.0,485.00028002907686,1606379
110.0,134.0,120.0,425.00024538630447,1722945
118.0,135.0,116.0,1047.0006045163784,519327
107.0,148.0,116.0,24.00001385710896,1436459
125.0,157.0,118.0,1383.0007985159039,1616331
198.0,119.0,40.0,859.0004959690248,612955
222.0,127.0,47.0,802.000463058391,525592
210.0,110.0,50.0,1701.0009821225974,726992
195.0,121.0,60.0,1384.0007990932834,862509
212.0,115.0,60.0,1269.000732694636,1287025
112.0,66.0,33.0,1640.0009469024455,659123
110.0,93.0,39.0,1698.0009803904588,1226821
108.0,64.0,53.0,848.0004896178499,731667
127.0,77.0,50.0,676.000390308569,333542
123.0,93.0,59.0,1493.000862027653,642223
193.0,158.0,0.0,1171.0006761114412,1507693
200.0,143.0,30.0,1018.0005877723717,1286644
220.0,142.0,31.0,773.0004463143844,1511556
203.0,155.0,19.0,309.00017841027784,1547243
222.0,154.0,21.0,743.0004289929982,1265774
252.0,141.0,10.0,1789.001032931997,657386
232.0,128.0,29.0,558.0003221777833,673482
242.0,136.0,24.0,457.00026386244974,723400
230.0,144.0,23.0,646.0003729871828,859306
244.0,158.0,21.0,574.000331415856,1155390
206.0,170.0,110.0,1671.0009648012112,785685
213.0,161.0,101.0,1150.000663986471,794948
206.0,177.0,107.0,657.0003793383578,1268661
193.0,171.0,121.0,1183.0006830399957,540342
211.0,167.0,120.0,717.0004139811301,874075
171.0,35.0,45.0,1464.0008452836464,530744
177.0,45.0,40.0,1558.0008995573232,1629980
175.0,35.0,48.0,134.00007736885834,248761
176.0,32.0,55.0,462.0002667493475,272360
175.0,63.0,52.0,621.0003585526944,465297
190.0,53.0,61.0,1092.0006304984577,761790
138.0,72.0,38.0,1646.0009503667227,872421
142.0,93.0,34.0,1490.0008602955145,852667
155.0,93.0,44.0,1212.0006997840023,492867
137.0,69.0,58.0,757.0004370763118,501143
149.0,77.0,55.0,1063.000613754451,1058786
130.0,89.0,59.0,1302.000751748161,441225
144.0,81.0,50.0,1086.0006270341803,1315401
91.0,139.0,19.0,8.00000461903632,190453
104.0,128.0,30.0,74.00004272608595,762479
117.0,160.0,19.0,5.0000028868977,164721
93.0,129.0,42.0,148.0000854521719,1591087
121.0,162.0,58.0,32.00001847614528,194409
247.0,207.0,137.0,1056.0006097127941,523133
238.0,214.0,140.0,998.0005762247808,1044516
255.0,210.0,128.0,1393.000804289699,854283
232.0,202.0,150.0,1003.0005791116786,686660
255.0,202.0,146.0,707.0004082073348,653117
229.0,219.0,150.0,1404.000810640874,1093902
251.0,212.0,145.0,1163.000671492405,1036609
244.0,170.0,9.0,1638.0009457476865,925734
229.0,187.0,5.0,1542.0008903192506,1470150
249.0,181.0,10.0,1161.000670337646,575303
228.0,170.0,27.0,592.0003418086876,1185943
249.0,166.0,26.0,580.0003348801332,586139
228.0,185.0,29.0,376.000217094707,862051
243.0,177.0,31.0,423.0002442315454,662185
201.0,141.0,69.0,1165.000672647164,471987
214.0,134.0,71.0,942.0005438915266,721074
192.0,155.0,74.0,1241.000716528009,1168406
211.0,154.0,75.0,953.0005502427016,1310205
195.0,132.0,88.0,1234.0007124863523,769504
221.0,141.0,88.0,1628.000939973891,1161222
202.0,144.0,81.0,1251.0007223018044,912582
223.0,153.0,84.0,889.000513290411,1449806
167.0,103.0,41.0,1013.0005848854739,837570
183.0,99.0,39.0,1450.0008372003329,769492
166.0,116.0,45.0,996.0005750700218,1367528
182.0,113.0,36.0,948.0005473558039,1376394
160.0,99.0,52.0,1107.0006391591508,559874
187.0,108.0,52.0,1597.0009220751253,1517838
163.0,121.0,63.0,1194.0006893911707,455344
187.0,117.0,58.0,953.0005502427016,348198
65.0,79.0,4.0,597.0003446955853,695320
89.0,74.0,9.0,978.00056467719,194561
75.0,89.0,10.0,219.00012644611925,708159
94.0,82.0,6.0,170.0000981545218,432866
71.0,80.0,27.0,1473.0008504800624,288623
93.0,88.0,24.0,708.0004087847143,1113858
241.0,108.0,15.0,66.00003810704963,1025702
248.0,119.0,15.0,662.0003822252554,660671
227.0,100.0,29.0,794.0004584393547,1307720
252.0,109.0,31.0,90.0000519641586,699997
236.0,123.0,29.0,642.0003706776647,727319
248.0,121.0,28.0,263.000151850819,473382
224.0,167.0,77.0,1324.0007644505108,1168851
251.0,170.0,79.0,774.0004468917639,659323
231.0,184.0,78.0,1108.0006397365303,1132554
241.0,188.0,72.0,1162.0006709150255,1239989
238.0,171.0,82.0,1019.0005883497512,1179196
252.0,172.0,83.0,711.0004105168529,938577
228.0,181.0,91.0,1275.0007361589135,291164
249.0,184.0,94.0,1482.0008556764783,636526
171.0,98.0,79.0,1034.0005970104444,1379443
169.0,118.0,65.0,864.0004988559225,343348
186.0,114.0,64.0,1072.0006189508667,791916
171.0,109.0,88.0,507.0002927314268,790940
182.0,108.0,83.0,962.0005554391174,984700
