r,g,b,weight,source_index
120.0,120.0,128.0,215.00037241023327,157722
118.0,134.0,167.0,279.00048326723294,195265
217.0,57.0,67.0,123.00021305329624,383440
146.0,192.0,83.0,28.000048499937357,191443
29.0,32.0,39.0,301.0005213743266,135959
109.0,30.0,33.0,105.00018187476508,287984
252.0,191.0,196.0,25.000043303515497,786093
186.0,203.0,211.0,68.00011778556215,102475
76.0,84.0,97.0,440.0007621418727,91665
119.0,76.0,103.0,180.00031178531157,218713
82.0,96.0,109.0,478.0008279632163,96647
11.0,10.0,24.0,514.0008903202786,147823
30.0,12.0,24.0,2376.004115566113,219784
13.0,31.0,17.0,257.0004451601393,1540286
118.0,160.0,86.0,104.00018014262446,1298067
95.0,129.0,96.0,31.000053696359213,1622197
123.0,161.0,102.0,467.00080890966944,1388069
194.0,30.0,39.0,115.00019919617128,382459
238.0,17.0,35.0,90.00015589265578,798714
224.0,48.0,33.0,247.0004278387331,617991
63.0,96.0,15.0,9.000015589265578,279607
63.0,97.0,46.0,26.000045035656115,1607445
132.0,165.0,84.0,349.00060451707634,868590
232.0,78.0,76.0,632.0010947128717,266515
200.0,90.0,99.0,13.000022517828057,567947
251.0,90.0,96.0,14.000024249968678,250927
128.0,71.0,114.0,132.0002286425618,210957
174.0,90.0,103.0,9.000015589265578,251575
195.0,199.0,162.0,484.00083835606,332234
111.0,11.0,19.0,295.0005109814829,316096
120.0,14.0,16.0,1212.0020993544313,300294
96.0,27.0,22.0,1665.002884014132,278382
36.0,58.0,12.0,2187.0037881915355,809838
56.0,63.0,12.0,1602.002774889273,3487
142.0,4.0,20.0,2125.003680798817,527775
153.0,5.0,27.0,1216.0021062829937,384414
193.0,136.0,177.0,27.000046767796736,209989
225.0,159.0,160.0,5.000008660703099,516512
203.0,181.0,167.0,337.0005837313889,284875
221.0,197.0,75.0,195.00033776742086,1228422
255.0,229.0,91.0,107.00018533904633,680945
255.0,224.0,112.0,354.0006131777794,1241330
36.0,0.0,28.0,1798.0031143888345,213938
50.0,0.0,31.0,240.00041571374877,242422
53.0,22.0,28.0,1427.0024717646645,258231
82.0,77.0,48.0,2462.004264530206,1675758
98.0,57.0,27.0,2537.0043944407525,657164
126.0,59.0,17.0,2381.0041242268157,483078
162.0,11.0,18.0,338.0005854635295,627817
181.0,12.0,19.0,255.00044169585806,726611
164.0,28.0,16.0,2143.0037119773483,1489672
177.0,18.0,22.0,1038.0017979619633,383449
79.0,112.0,67.0,125.00021651757748,1667592
77.0,100.0,82.0,280.00048499937355,1359293
79.0,112.0,81.0,22.000038107093637,1336600
8.0,7.0,5.0,7408.012831697712,130746
4.0,3.0,8.0,831.001439408855,133371
8.0,7.0,12.0,1105.001914015385,169598
7.0,11.0,14.0,326.0005646778421,139100
174.0,40.0,31.0,2058.0035647453956,780559
186.0,46.0,29.0,1670.002892674835,694595
185.0,50.0,21.0,2016.0034919954896,726316
70.0,14.0,17.0,119.00020612473377,290443
85.0,15.0,17.0,152.00026328537422,317016
74.0,23.0,30.0,1211.0020976222906,278243
81.0,28.0,22.0,1185.0020525866346,335734
69.0,61.0,15.0,2220.003845352176,618435
74.0,45.0,27.0,2538.004396172893,612982
82.0,33.0,18.0,2509.0043459408153,424579
63.0,38.0,42.0,2001.0034660133804,213360
43.0,41.0,55.0,295.0005109814829,145853
57.0,34.0,50.0,167.0002892674835,217700
44.0,52.0,54.0,258.0004468922799,176783
194.0,68.0,30.0,1887.0032685493495,1352107
214.0,69.0,16.0,1093.0018932296975,1354184
195.0,94.0,16.0,2314.004008173394,556171
217.0,81.0,23.0,1418.002456175399,763555
114.0,138.0,78.0,779.0013493375428,893283
110.0,150.0,77.0,346.0005993206545,1265455
125.0,153.0,78.0,372.0006443563106,1030236
108.0,144.0,83.0,1272.0022032828683,1560449
31.0,16.0,0.0,4462.007728811445,1348648
21.0,24.0,5.0,6782.011747377684,23695
28.0,27.0,7.0,4544.007870846976,1296488
24.0,19.0,13.0,5524.0095683447835,1729331
175.0,64.0,18.0,2308.0039977805504,1467504
172.0,87.0,22.0,1436.00248735393,1052393
182.0,89.0,19.0,2153.0037292987545,1442790
138.0,142.0,0.0,171.00029619604598,5429
131.0,161.0,31.0,14.000024249968678,165711
190.0,162.0,16.0,64.00011085699967,1234421
157.0,131.0,54.0,610.0010566057781,351672
158.0,165.0,33.0,24.000041571374876,4451
191.0,163.0,37.0,151.0002615532336,1703034
124.0,100.0,72.0,1468.0025427824298,390934
116.0,120.0,69.0,1485.0025722288206,646590
114.0,109.0,89.0,825.0014290160113,269714
114.0,113.0,95.0,2098.0036340310203,1690116
131.0,72.0,16.0,1790.0031005317094,1397341
147.0,70.0,24.0,1909.0033066564433,362135
130.0,85.0,26.0,1902.003294531459,402302
156.0,92.0,21.0,1312.0022725684933,377770
46.0,65.0,37.0,1058.0018326047757,1689849
47.0,83.0,37.0,1.0000017321406198,978193
47.0,65.0,51.0,64.00011085699967,1509659
47.0,84.0,50.0,1.0000017321406198,1462693
57.0,82.0,53.0,2493.0043182265654,1676454
138.0,150.0,164.0,195.00033776742086,109428
187.0,146.0,160.0,40.00006928562479,280186
155.0,163.0,165.0,165.00028580320227,176636
169.0,168.0,174.0,437.00075694545086,174525
13.0,34.0,0.0,267.00046248154547,272750
26.0,51.0,11.0,422.00073096334154,1694953
15.0,33.0,21.0,4.000006928562479,1539298
29.0,48.0,18.0,273.00047287438923,990019
73.0,107.0,47.0,1586.002747175023,1576825
87.0,106.0,42.0,1853.0032096565685,912036
79.0,113.0,37.0,79.00013683910896,1602483
81.0,115.0,39.0,968.00167671212,1614335
77.0,112.0,48.0,110.00019053546818,1657775
102.0,85.0,3.0,533.0009232309503,339889
125.0,80.0,0.0,1486.0025739609612,955615
112.0,71.0,17.0,2425.004200441003,1189573
107.0,82.0,16.0,932.0016143550577,1288719
119.0,81.0,19.0,1879.0032546922246,370810
193.0,96.0,27.0,1187.0020560509158,1532638
213.0,104.0,22.0,1244.002154782931,445324
201.0,127.0,22.0,987.0017096227917,572000
212.0,118.0,22.0,647.0011206949811,525585
167.0,80.0,37.0,1487.0025756931018,639342
182.0,85.0,34.0,2198.0038072450825,467055
167.0,75.0,50.0,1593.0027593000075,1011257
185.0,65.0,49.0,2487.0043078337217,1362020
163.0,86.0,60.0,1558.0026986750856,1110882
181.0,83.0,54.0,2270.003931959207,847700
219.0,196.0,22.0,101.0001749462026,1231739
255.0,227.0,12.0,8.000013857124959,556197
219.0,199.0,38.0,101.0001749462026,1233718
255.0,227.0,41.0,23.000039839234255,559162
79.0,75.0,64.0,1320.0022864256182,34880
80.0,76.0,67.0,1097.00190015826,72488
68.0,67.0,85.0,413.000715374076,106438
93.0,78.0,81.0,33.00005716064045,255446
72.0,83.0,85.0,475.00082276679444,91647
93.0,94.0,80.0,667.0011553377934,199811
211.0,43.0,4.0,1702.002948103335,709625
211.0,54.0,1.0,2270.003931959207,1017529
194.0,46.0,16.0,1180.0020439259315,412225
217.0,36.0,25.0,544.0009422844972,734177
205.0,62.0,28.0,1182.0020473902127,1373920
219.0,54.0,26.0,676.001170927059,614019
220.0,1.0,0.0,1433.0024821575082,1466870
216.0,30.0,7.0,1899.0032893350372,516440
203.0,8.0,16.0,1016.0017598548698,761190
209.0,5.0,17.0,742.0012852483399,782925
202.0,20.0,16.0,655.001134552106,1515171
220.0,26.0,26.0,289.0005005886391,747023
195.0,72.0,41.0,2030.0035162454583,1342245
218.0,78.0,45.0,815.0014116946052,419118
200.0,82.0,34.0,2275.0039406199103,914518
213.0,93.0,43.0,1386.0024007468992,540305
198.0,77.0,50.0,2508.0043442086744,814919
222.0,74.0,62.0,444.0007690704352,256860
