dataset,n,d,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,cost_over_initial,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size
Donuts,1000000,2,3,2048,2049,2048,True,True,1000000.0,0.0005215506874583958,0.052155068745839576,0.022837484262904176,0.1,1.1729807884045028e-05,1.1738872650570566e-05,617914.5701664289,1022.7281932230028,0.0016551287873783937,4.228838200011523,True,2049,2049
