image,height,width,full_size,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size,compressed_path,palette_path
cvete.jpg,1753,988,1731964,8,2,8,2,True,True,1731964.0,2754.7747732720563,0.982717657035266,14.018300511864295,14.100000000000001,8.361396675049408,60.070529388008495,1874812162.4258869,14345814888.0,4.02319360000547,True,8,8,results\ranked_egq_size\images\cvete\reference_k_8_palette_2\compressed.png,results\ranked_egq_size\images\cvete\reference_k_8_palette_2\palette.png
