dataset,n,d,reference_k,target_palette_size,raw_palette_size,actual_palette_size,trimmed_to_target,trimmed_weight_rescaled,weights_sum,z_used,beta_used,eps_min,eps_report,rank_interval_low,rank_interval_high,reference_cost,palette_reconstruction_cost,cost_over_initial,runtime_seconds,verification_matched_size,verification_ranked_size,verification_formula_size
Donuts,1000000,2,3,512,514,512,True,True,1000000.0,0.00830853956034013,0.8308539560340129,0.09115119066880109,0.1,0.00018662541322775816,0.00018724181735149466,617914.5701664289,4202.192403976777,0.0068006041722643955,1.8844442999979947,True,514,514
