point_index,coreset_index
776,175
777,315
778,299
779,75
780,77
781,89
782,175
783,223
784,266
785,61
786,154
787,90
788,109
789,501
790,109
791,501
792,76
793,320
794,185
795,134
796,128
797,445
798,137
799,501
800,476
801,50
802,183
803,306
804,476
805,76
806,60
807,54
808,405
809,252
810,95
811,61
812,200
813,222
814,102
815,95
816,175
817,384
818,405
819,200
820,229
821,110
822,291
823,76
824,78
825,345
826,139
827,97
828,501
829,299
830,322
831,187
832,293
833,494
834,139
835,296
836,375
837,77
838,113
839,121
840,139
841,354
842,157
843,194
844,96
845,216
846,286
847,176
848,110
849,495
850,53
851,299
852,64
853,199
854,488
855,111
856,65
857,103
858,350
859,228
860,74
861,55
862,262
863,186
864,103
865,50
866,133
867,193
868,79
869,69
870,179
871,174
872,500
873,44
874,252
875,229
876,502
877,491
878,76
879,250
880,248
881,66
882,202
883,56
884,334
885,317
886,189
887,200
888,101
889,111
890,69
891,223
892,44
893,306
894,174
895,187
896,284
897,299
898,214
899,289
900,146
901,70
902,384
903,52
904,500
905,168
906,91
907,223
908,154
909,133
910,213
911,489
912,99
913,266
914,183
915,76
916,230
917,80
918,187
919,174
920,305
921,133
922,367
923,187
924,320
925,139
926,96
927,298
928,367
929,294
930,103
931,112
932,111
933,67
934,175
935,180
936,223
937,188
938,137
939,320
940,90
941,49
942,495
943,96
944,98
945,95
946,66
947,122
948,214
949,252
950,212
951,194
952,477
953,78
954,234
955,123
956,46
957,228
958,91
959,95
960,96
961,140
962,51
963,145
964,167
965,507
966,305
967,134
968,140
969,139
970,235
971,129
972,501
973,344
974,68
975,506
976,50
977,59
978,79
979,291
980,181
981,128
982,262
983,100
984,195
985,296
986,184
987,72
988,70
989,47
990,223
991,230
992,113
993,130
994,187
995,72
996,167
997,91
998,251
999,216
1000,185
1001,63
1002,223
1003,504
1004,144
1005,490
1006,186
1007,168
1008,122
1009,195
1010,289
1011,44
1012,350
1013,292
1014,196
1015,59
1016,502
1017,103
1018,377
1019,52
1020,146
1021,134
1022,186
1023,187
1024,185
1025,232
1026,140
1027,295
1028,48
1029,127
1030,107
1031,255
1032,503
1033,223
1034,304
1035,252
1036,232
1037,111
1038,97
1039,405
1040,95
1041,493
1042,61
1043,47
1044,48
1045,202
1046,51
1047,230
1048,505
1049,98
1050,154
1051,50
1052,156
1053,248
1054,113
1055,405
1056,44
1057,502
1058,298
1059,298
1060,203
1061,175
1062,320
1063,265
1064,68
1065,504
1066,70
1067,288
1068,232
1069,112
1070,46
1071,298
1072,69
1073,121
1074,69
1075,175
1076,46
1077,344
1078,315
1079,479
1080,494
1081,27
1082,187
1083,127
1084,175
1085,59
1086,79
1087,213
1088,70
1089,222
1090,122
1091,90
1092,384
1093,345
1094,95
1095,70
1096,230
1097,111
1098,299
1099,44
1100,102
1101,63
1102,395
1103,202
1104,505
1105,69
1106,502
1107,54
1108,73
1109,111
1110,477
1111,167
1112,223
1113,46
1114,200
1115,196
1116,102
1117,212
1118,213
1119,264
1120,186
1121,121
1122,130
1123,479
1124,112
1125,249
1126,56
1127,303
1128,212
1129,230
1130,97
1131,334
1132,54
1133,229
1134,71
1135,298
1136,174
1137,61
1138,291
1139,140
1140,91
1141,143
1142,111
1143,97
1144,214
1145,299
1146,260
1147,409
1148,263
1149,502
1150,139
1151,138
1152,63
1153,189
1154,128
1155,175
1156,477
1157,213
1158,101
1159,232
1160,109
1161,56
1162,146
1163,337
1164,355
1165,231
1166,507
1167,50
1168,494
1169,409
1170,48
1171,230
1172,350
1173,322
1174,46
1175,94
1176,78
1177,113
1178,65
1179,107
1180,140
1181,284
1182,49
1183,128
1184,121
1185,410
1186,202
1187,109
1188,100
1189,504
1190,121
1191,96
1192,66
1193,95
1194,345
1195,95
1196,79
1197,68
1198,77
1199,201
1200,62
1201,76
1202,54
1203,233
1204,48
1205,353
1206,100
1207,66
1208,129
1209,231
1210,355
1211,109
1212,49
1213,229
1214,477
1215,200
1216,35
1217,92
1218,250
1219,95
1220,112
1221,74
1222,300
1223,146
1224,102
1225,359
1226,91
1227,361
1228,189
1229,73
1230,260
1231,296
1232,74
1233,9
1234,501
1235,200
1236,25
1237,91
1238,291
1239,215
1240,68
1241,444
1242,175
1243,144
1244,154
1245,46
1246,203
1247,387
1248,92
1249,69
1250,110
1251,477
1252,177
1253,70
1254,506
1255,75
1256,264
1257,108
1258,254
1259,317
1260,109
1261,102
1262,489
1263,202
1264,185
1265,292
1266,68
1267,216
1268,478
1269,98
1270,91
1271,336
1272,45
1273,407
1274,169
1275,361
1276,134
1277,121
1278,124
1279,55
1280,187
1281,66
1282,48
1283,73
1284,289
1285,70
1286,215
1287,500
1288,293
1289,319
1290,91
1291,76
1292,263
1293,194
1294,488
1295,46
1296,320
1297,76
1298,378
1299,133
1300,92
1301,213
1302,298
1303,500
1304,476
1305,139
1306,63
1307,94
1308,501
1309,47
1310,202
1311,280
1312,48
1313,493
1314,44
1315,54
1316,155
1317,293
1318,422
1319,408
1320,73
1321,229
1322,476
1323,284
1324,299
1325,187
1326,108
1327,214
1328,445
1329,228
1330,92
1331,265
1332,66
1333,70
1334,97
1335,287
1336,130
1337,200
1338,96
1339,200
1340,93
1341,223
1342,494
1343,231
1344,375
1345,334
1346,167
1347,190
1348,44
1349,190
1350,74
1351,176
1352,95
1353,49
1354,71
1355,252
1356,384
1357,314
1358,302
1359,100
1360,98
1361,180
1362,504
1363,186
1364,124
1365,62
1366,56
1367,63
1368,201
1369,59
1370,66
1371,98
1372,169
1373,229
1374,131
1375,377
1376,139
1377,53
1378,154
1379,200
1380,133
1381,128
1382,352
1383,479
1384,250
1385,129
1386,249
1387,52
1388,289
1389,110
1390,320
1391,265
1392,122
1393,388
1394,72
1395,131
1396,49
1397,61
1398,507
1399,377
1400,477
1401,132
1402,78
1403,55
1404,133
1405,201
1406,316
1407,111
1408,144
1409,229
1410,109
1411,213
1412,109
1413,123
1414,74
1415,320
1416,44
1417,186
1418,217
1419,265
1420,182
1421,47
1422,350
1423,154
1424,488
1425,74
1426,110
1427,235
1428,91
1429,313
1430,52
1431,76
1432,251
1433,103
1434,263
1435,293
1436,108
1437,251
1438,103
1439,167
1440,139
1441,100
1442,175
1443,127
1444,169
1445,140
1446,182
1447,45
1448,300
1449,212
1450,93
1451,108
1452,72
1453,500
1454,262
1455,248
1456,264
1457,250
1458,228
1459,90
1460,279
1461,99
1462,348
1463,305
1464,384
1465,157
1466,495
1467,111
1468,108
1469,71
1470,97
1471,111
1472,63
1473,61
1474,99
1475,103
1476,279
1477,154
1478,177
1479,391
1480,298
1481,421
1482,145
1483,63
1484,195
1485,111
1486,212
1487,179
1488,291
1489,48
1490,43
1491,264
1492,298
1493,95
1494,320
1495,264
1496,70
1497,174
1498,356
1499,222
1500,501
1501,64
1502,488
1503,228
1504,223
1505,317
1506,291
1507,387
1508,488
1509,167
1510,253
1511,127
1512,360
1513,137
1514,96
1515,181
1516,337
1517,63
1518,216
1519,71
1520,139
1521,76
1522,128
1523,289
1524,167
1525,174
1526,187
1527,46
1528,111
1529,78
1530,80
1531,99
1532,79
1533,73
1534,80
1535,391
1536,502
1537,282
1538,52
1539,194
1540,386
1541,49
1542,140
1543,174
1544,130
1545,500
1546,267
1547,89
1548,178
1549,44
1550,183
1551,109
1552,314
1553,133
1554,303
1555,251
1556,51
1557,218
1558,98
1559,493
1560,280
1561,500
1562,155
1563,180
1564,76
1565,196
1566,45
1567,195
1568,507
1569,46
1570,101
1571,174
1572,494
1573,348
1574,70
1575,111
1576,507
1577,73
1578,212
1579,45
1580,378
1581,68
1582,183
1583,96
1584,479
1585,176
1586,344
1587,143
1588,212
1589,109
1590,122
1591,111
1592,292
1593,322
1594,110
1595,248
1596,318
1597,212
1598,292
1599,351
1600,63
1601,180
1602,78
1603,337
1604,177
1605,144
1606,47
1607,131
1608,107
1609,68
1610,291
1611,175
1612,296
1613,128
1614,129
1615,254
1616,299
1617,127
1618,109
1619,169
1620,134
1621,231
1622,506
1623,114
1624,43
1625,154
1626,139
1627,96
1628,477
1629,189
1630,52
1631,154
1632,215
1633,250
1634,44
1635,143
1636,504
1637,77
1638,255
1639,493
1640,215
1641,223
1642,143
1643,146
1644,96
1645,70
1646,301
1647,97
1648,49
1649,350
1650,501
1651,51
1652,133
1653,488
1654,299
1655,37
1656,56
1657,75
1658,146
1659,188
1660,96
1661,140
1662,99
1663,493
1664,493
1665,139
1666,133
1667,96
1668,53
1669,127
1670,228
1671,477
1672,320
1673,493
1674,215
1675,232
1676,223
1677,78
1678,101
1679,375
1680,260
1681,98
1682,234
1683,500
1684,137
1685,124
1686,134
1687,91
1688,298
1689,215
1690,219
1691,492
1692,132
1693,232
1694,131
1695,156
1696,43
1697,491
1698,230
1699,169
1700,213
1701,74
1702,97
1703,145
1704,477
1705,155
1706,64
1707,76
1708,103
1709,68
1710,223
1711,111
1712,493
1713,301
1714,63
1715,97
1716,174
1717,216
1718,265
1719,107
1720,146
1721,61
1722,189
1723,507
1724,54
1725,74
1726,493
1727,168
1728,421
1729,262
1730,368
1731,384
1732,299
1733,75
1734,133
1735,90
1736,56
1737,122
1738,90
1739,354
1740,213
1741,235
1742,127
1743,92
1744,92
1745,107
1746,77
1747,250
1748,174
1749,69
1750,134
1751,177
1752,295
1753,478
1754,252
1755,181
1756,134
1757,99
1758,186
1759,263
1760,213
1761,253
1762,223
1763,235
1764,291
1765,221
1766,134
1767,288
1768,156
1769,314
1770,299
1771,479
1772,228
1773,423
1774,500
1775,213
1776,9
1777,19
1778,92
1779,299
1780,407
1781,101
1782,90
1783,43
1784,69
1785,500
1786,109
1787,112
1788,291
1789,70
1790,188
1791,216
1792,146
1793,351
1794,110
1795,91
1796,186
1797,315
1798,266
1799,56
1800,313
1801,384
1802,294
1803,318
1804,139
1805,182
1806,178
1807,262
1808,56
1809,97
1810,262
1811,51
1812,111
1813,72
1814,188
1815,233
1816,78
1817,76
1818,143
1819,213
1820,71
1821,203
1822,345
1823,292
1824,50
1825,212
1826,299
1827,43
1828,65
1829,322
1830,213
1831,360
1832,200
1833,77
1834,47
1835,377
1836,505
1837,128
1838,45
1839,78
1840,65
1841,132
1842,215
1843,124
1844,130
1845,495
1846,234
1847,345
1848,78
1849,132
1850,265
1851,112
1852,43
1853,322
1854,228
1855,177
1856,254
1857,96
1858,55
1859,298
1860,46
1861,350
1862,342
1863,477
1864,129
1865,228
1866,502
1867,132
1868,111
1869,66
1870,156
1871,215
1872,202
1873,128
1874,180
1875,187
1876,229
1877,69
1878,174
1879,201
1880,99
1881,180
1882,189
1883,61
1884,98
1885,124
1886,305
1887,60
1888,132
1889,90
1890,202
1891,111
1892,254
1893,65
1894,350
1895,122
1896,500
1897,292
1898,299
1899,124
1900,291
1901,76
1902,249
1903,493
1904,111
1905,100
1906,96
1907,194
1908,476
1909,61
1910,56
1911,230
1912,50
1913,44
1914,139
1915,306
1916,134
1917,500
1918,47
1919,19
1920,200
1921,195
1922,130
1923,185
1924,90
1925,154
1926,27
1927,49
1928,298
1929,201
1930,74
1931,91
1932,267
1933,101
1934,46
1935,179
1936,37
1937,505
1938,47
1939,176
1940,55
1941,98
1942,193
1943,253
1944,202
1945,63
1946,139
1947,35
1948,121
1949,18
1950,52
1951,301
1952,264
1953,128
1954,504
1955,502
1956,156
1957,90
1958,203
1959,174
1960,195
1961,196
1962,52
1963,502
1964,289
1965,101
1966,384
1967,68
1968,61
1969,291
1970,495
1971,174
1972,53
1973,500
1974,62
1975,74
1976,67
1977,419
1978,130
1979,144
1980,138
1981,96
1982,178
1983,50
1984,354
1985,490
1986,249
1987,344
1988,65
1989,175
1990,47
1991,54
1992,423
1993,109
1994,174
1995,187
1996,89
1997,249
1998,109
1999,44
2000,128
2001,91
2002,503
2003,140
2004,66
2005,76
2006,59
2007,263
2008,154
2009,213
2010,63
2011,194
2012,279
2013,144
2014,128
2015,282
2016,63
2017,154
2018,76
2019,78
2020,353
2021,200
2022,222
2023,144
2024,477
2025,189
2026,63
2027,112
2028,301
2029,59
2030,137
2031,180
2032,53
2033,103
2034,97
2035,76
2036,128
2037,305
2038,185
2039,55
2040,491
2041,53
2042,67
2043,174
2044,146
2045,145
2046,223
2047,45
2048,68
2049,388
2050,299
2051,230
2052,262
2053,50
2054,56
2055,94
2056,121
2057,67
2058,56
2059,144
2060,123
2061,93
2062,300
2063,377
2064,262
2065,70
2066,223
2067,298
2068,91
2069,78
2070,107
2071,133
2072,350
2073,322
2074,262
2075,73
2076,94
2077,50
2078,110
2079,187
2080,180
2081,66
2082,44
2083,140
2084,43
2085,122
2086,260
2087,223
2088,287
2089,54
2090,195
2091,222
2092,101
2093,385
2094,134
2095,127
2096,121
2097,144
2098,145
2099,109
2100,132
2101,144
2102,131
2103,55
2104,52
2105,71
2106,228
2107,137
2108,52
2109,200
2110,92
2111,280
2112,111
2113,186
2114,132
2115,59
2116,213
2117,102
2118,55
2119,305
2120,345
2121,282
2122,336
2123,70
2124,185
2125,189
2126,322
2127,53
2128,111
2129,54
2130,70
2131,98
2132,91
2133,96
2134,91
2135,222
2136,56
2137,503
2138,166
2139,505
2140,53
2141,63
2142,316
2143,134
2144,220
2145,144
2146,169
2147,368
2148,103
2149,492
2150,490
2151,200
2152,63
2153,384
2154,107
2155,506
2156,80
2157,503
2158,507
2159,122
2160,111
2161,92
2162,176
2163,112
2164,103
2165,72
2166,52
2167,502
2168,70
2169,494
2170,216
2171,185
2172,53
2173,138
2174,96
2175,250
2176,489
2177,144
2178,139
2179,50
2180,185
2181,100
2182,154
2183,9
2184,299
2185,297
2186,297
2187,200
2188,77
2189,92
2190,195
2191,423
2192,477
2193,98
2194,293
2195,56
2196,98
2197,187
2198,138
2199,356
2200,213
2201,384
2202,213
2203,506
2204,96
2205,183
2206,214
2207,251
2208,128
2209,143
2210,213
2211,189
2212,137
2213,90
2214,305
2215,49
2216,109
2217,63
2218,187
2219,306
2220,98
2221,180
2222,63
2223,346
2224,200
2225,507
2226,123
2227,55
2228,262
2229,223
2230,289
2231,320
2232,35
2233,223
2234,63
2235,297
2236,505
2237,108
2238,183
2239,229
2240,72
2241,77
2242,296
2243,55
2244,143
2245,223
2246,196
2247,134
2248,54
2249,254
2250,254
2251,49
2252,183
2253,72
2254,90
2255,179
2256,54
2257,109
2258,69
2259,61
2260,156
2261,76
2262,233
2263,254
2264,99
2265,77
2266,215
2267,69
2268,174
2269,48
2270,55
2271,348
2272,222
2273,233
2274,297
2275,255
2276,298
2277,47
2278,76
2279,248
2280,111
2281,218
2282,195
2283,109
2284,68
2285,63
2286,137
2287,129
2288,262
2289,289
2290,97
2291,189
2292,98
2293,69
2294,91
2295,61
2296,223
2297,156
2298,213
2299,345
2300,298
2301,45
2302,289
2303,50
2304,64
2305,314
2306,304
2307,493
2308,44
2309,75
2310,128
2311,131
2312,62
2313,144
2314,68
2315,219
2316,74
2317,249
2318,95
2319,493
2320,280
2321,167
2322,91
2323,405
2324,187
2325,102
2326,140
2327,67
2328,124
2329,73
2330,46
2331,89
2332,48
2333,146
2334,195
2335,97
2336,184
2337,68
2338,312
2339,215
2340,167
2341,200
2342,51
2343,110
2344,294
2345,50
2346,127
2347,216
2348,139
2349,188
2350,143
2351,92
2352,54
2353,218
2354,212
2355,298
2356,183
2357,138
2358,133
2359,286
2360,315
2361,183
2362,122
2363,181
2364,228
2365,284
2366,107
2367,143
2368,299
2369,80
2370,174
2371,167
2372,130
2373,124
2374,229
2375,98
2376,305
2377,111
2378,48
2379,488
2380,250
2381,174
2382,216
2383,47
2384,184
2385,280
2386,169
2387,129
2388,53
2389,297
2390,477
2391,98
2392,77
2393,95
2394,79
2395,124
2396,223
2397,251
2398,305
2399,235
2400,488
2401,146
2402,80
2403,178
2404,215
2405,169
2406,222
2407,506
2408,91
2409,124
2410,265
2411,200
2412,215
2413,488
2414,504
2415,504
2416,291
2417,73
2418,494
2419,288
2420,53
2421,69
2422,174
2423,201
2424,222
2425,425
2426,108
2427,255
2428,296
2429,90
2430,109
2431,133
2432,349
2433,314
2434,53
2435,304
2436,180
2437,229
2438,505
2439,79
2440,350
2441,45
2442,64
2443,176
2444,47
2445,220
2446,112
2447,305
2448,100
2449,312
2450,345
2451,90
2452,195
2453,71
2454,212
2455,47
2456,95
2457,52
2458,233
2459,75
2460,132
2461,180
2462,67
2463,503
2464,228
2465,66
2466,504
2467,189
2468,298
2469,96
2470,492
2471,43
2472,176
2473,405
2474,213
2475,289
2476,110
2477,46
2478,186
2479,154
2480,195
2481,175
2482,107
2483,501
2484,44
2485,316
2486,47
2487,48
2488,97
2489,68
2490,229
2491,230
2492,359
2493,71
2494,296
2495,72
2496,70
2497,139
2498,213
2499,107
2500,99
2501,507
2502,15
2503,228
2504,138
2505,288
2506,72
2507,56
2508,72
2509,76
2510,409
2511,108
2512,218
2513,489
2514,166
2515,295
2516,64
2517,500
2518,94
2519,232
2520,183
2521,72
2522,75
2523,19
2524,354
2525,50
2526,223
2527,361
2528,129
2529,232
2530,168
2531,71
2532,111
2533,44
2534,230
2535,66
2536,345
2537,177
2538,65
2539,45
2540,56
2541,66
2542,100
2543,177
2544,230
2545,334
2546,109
2547,368
2548,185
2549,7
2550,212
2551,51
2552,121
2553,107
2554,48
2555,186
2556,181
2557,50
2558,93
2559,298
2560,500
2561,137
2562,55
2563,144
2564,51
2565,98
2566,134
2567,251
2568,132
2569,217
2570,384
2571,154
2572,68
2573,54
2574,282
2575,19
2576,228
2577,248
2578,54
2579,138
2580,93
2581,189
2582,72
2583,384
2584,291
2585,477
2586,50
2587,263
2588,228
2589,188
2590,195
2591,122
2592,180
2593,110
2594,221
2595,505
2596,202
2597,157
2598,192
2599,137
2600,174
2601,66
2602,183
2603,234
2604,75
2605,305
2606,79
2607,72
2608,66
2609,373
2610,113
2611,184
2612,67
2613,195
2614,37
2615,218
2616,229
2617,506
2618,55
2619,175
2620,212
2621,189
2622,108
2623,46
2624,228
2625,75
2626,124
2627,391
2628,195
2629,212
2630,344
2631,102
2632,175
2633,43
2634,322
2635,229
2636,65
2637,79
2638,73
2639,393
2640,299
2641,334
2642,263
2643,134
2644,317
2645,66
2646,291
2647,47
2648,200
2649,489
2650,50
2651,111
2652,187
2653,155
2654,254
2655,91
2656,130
2657,293
2658,46
2659,47
2660,336
2661,312
2662,405
2663,111
2664,255
2665,33
2666,306
2667,109
2668,180
2669,316
2670,123
2671,48
2672,53
2673,358
2674,445
2675,65
2676,314
2677,232
2678,94
2679,108
2680,174
2681,312
2682,422
2683,63
2684,296
2685,101
2686,249
2687,101
2688,200
2689,294
2690,55
2691,134
2692,137
2693,273
2694,250
2695,146
2696,506
2697,134
2698,267
2699,109
2700,493
2701,479
2702,56
2703,218
2704,281
2705,80
2706,109
2707,178
2708,507
2709,46
2710,187
2711,89
2712,293
2713,122
2714,98
2715,248
2716,114
2717,134
2718,156
2719,154
2720,112
2721,212
2722,100
2723,320
2724,145
2725,291
2726,138
2727,313
2728,502
2729,194
2730,44
2731,9
2732,254
2733,500
2734,360
2735,72
2736,222
2737,229
2738,495
2739,298
2740,289
2741,133
2742,138
2743,73
2744,232
2745,110
2746,504
2747,200
2748,90
2749,56
2750,200
2751,251
2752,157
2753,447
2754,134
2755,228
2756,122
2757,128
2758,63
2759,90
2760,144
2761,231
2762,72
2763,168
2764,76
2765,249
2766,232
2767,61
2768,221
2769,213
2770,108
2771,295
2772,92
2773,48
2774,251
2775,65
2776,66
2777,377
2778,252
2779,297
2780,75
2781,140
2782,234
2783,50
2784,140
2785,92
2786,128
2787,501
2788,140
2789,222
2790,95
2791,222
2792,80
2793,76
2794,228
2795,109
2796,284
2797,231
2798,313
2799,361
2800,54
2801,77
2802,133
2803,477
2804,290
2805,505
2806,76
2807,295
2808,384
2809,72
2810,215
2811,63
2812,217
2813,501
2814,202
2815,377
2816,311
2817,99
2818,318
2819,62
2820,68
2821,67
2822,253
2823,314
2824,48
2825,75
2826,134
2827,234
2828,255
2829,223
2830,90
2831,43
2832,76
2833,502
2834,410
2835,195
2836,121
2837,63
2838,127
2839,229
2840,124
2841,178
2842,145
2843,100
2844,44
2845,134
2846,254
2847,188
2848,232
2849,187
2850,423
2851,111
2852,75
2853,143
2854,75
2855,109
2856,179
2857,47
2858,55
2859,298
2860,375
2861,60
2862,155
2863,298
2864,488
2865,101
2866,201
2867,250
2868,298
2869,47
2870,502
2871,337
2872,212
2873,80
2874,299
2875,222
2876,180
2877,76
2878,101
2879,195
2880,185
2881,489
2882,128
2883,123
2884,101
2885,503
2886,70
2887,289
2888,503
2889,298
2890,155
2891,122
2892,144
2893,139
2894,180
2895,447
2896,144
2897,110
2898,377
2899,304
2900,90
2901,493
2902,320
2903,178
2904,185
2905,108
2906,187
2907,477
2908,263
2909,315
2910,52
2911,46
2912,218
2913,212
2914,61
2915,215
2916,73
2917,59
2918,132
2919,320
2920,121
2921,71
2922,200
2923,92
2924,334
2925,49
2926,92
2927,79
2928,72
2929,252
2930,124
2931,43
2932,132
2933,426
2934,183
2935,47
2936,124
2937,264
2938,291
2939,388
2940,200
2941,252
2942,234
2943,70
2944,98
2945,52
2946,181
2947,292
2948,68
2949,266
2950,67
2951,31
2952,233
2953,251
2954,80
2955,493
2956,156
2957,99
2958,181
2959,134
2960,74
2961,112
2962,144
2963,214
2964,200
2965,201
2966,262
2967,50
2968,299
2969,266
2970,133
2971,48
2972,121
2973,186
2974,92
2975,111
2976,50
2977,50
2978,79
2979,252
2980,304
2981,77
2982,43
2983,112
2984,232
2985,50
2986,102
2987,378
2988,144
2989,234
2990,66
2991,213
2992,507
2993,175
2994,19
2995,251
